index,id,name,slug,parent_id,count,child_count,is_leaf,is_fetch_root,path,path_ids,permalink,image_url
32,6490,TÚRÓ RUDIK,turo-rudik,4495,46,0,true,false,FRISSÁRU > TEJTERMÉK > TÚRÓ RUDIK,4494|4495|6490,https://coopshop.hu/termekkategoria/frissaru/tejtermek/turo-rudik/,
33,6504,"VAJ, VAJKRÉM",vaj-vajkrem,4495,48,0,true,false,"FRISSÁRU > TEJTERMÉK > VAJ, VAJKRÉM",4494|4495|6504,https://coopshop.hu/termekkategoria/frissaru/tejtermek/vaj-vajkrem/,
34,6500,ÍZESÍTETT TEJITALOK,izesitett-tejitalok,4495,33,0,true,false,FRISSÁRU > TEJTERMÉK > ÍZESÍTETT TEJITALOK,4494|4495|6500,https://coopshop.hu/termekkategoria/frissaru/tejtermek/izesitett-tejitalok/,
35,5447,TŐKEHÚS,tokehus,4494,4,0,true,false,FRISSÁRU > TŐKEHÚS,4494|5447,https://coopshop.hu/termekkategoria/frissaru/tokehus/,
36,6601,ZSÍR,zsir,4494,6,0,true,false,FRISSÁRU > ZSÍR,4494|6601,https://coopshop.hu/termekkategoria/frissaru/zsir/,
37,5138,ZÖLDSÉG-GYÜMÖLCS,zoldseg-gyumolcs,4494,53,4,false,false,FRISSÁRU > ZÖLDSÉG-GYÜMÖLCS,4494|5138,https://coopshop.hu/termekkategoria/frissaru/zoldseg-gyumolcs/,
38,6484,FRISS SAVANYÚSÁG,friss-savanyusag,5138,1,0,true,false,FRISSÁRU > ZÖLDSÉG-GYÜMÖLCS > FRISS SAVANYÚSÁG,4494|5138|6484,https://coopshop.hu/termekkategoria/frissaru/zoldseg-gyumolcs/friss-savanyusag/,
39,6613,GYÜMÖLCS,gyumolcs-zoldseg-gyumolcs,5138,4,0,true,false,FRISSÁRU > ZÖLDSÉG-GYÜMÖLCS > GYÜMÖLCS,4494|5138|6613,https://coopshop.hu/termekkategoria/frissaru/zoldseg-gyumolcs/gyumolcs-zoldseg-gyumolcs/,
40,6479,SALÁTA KEVERÉKEK,salata-keverekek,5138,7,0,true,false,FRISSÁRU > ZÖLDSÉG-GYÜMÖLCS > SALÁTA KEVERÉKEK,4494|5138|6479,https://coopshop.hu/termekkategoria/frissaru/zoldseg-gyumolcs/salata-keverekek/,
41,6485,ZÖLDSÉG,zoldseg,5138,41,0,true,false,FRISSÁRU > ZÖLDSÉG-GYÜMÖLCS > ZÖLDSÉG,4494|5138|6485,https://coopshop.hu/termekkategoria/frissaru/zoldseg-gyumolcs/zoldseg/,
42,6481,MIRELIT,mirelit,,312,15,false,true,MIRELIT,6481,https://coopshop.hu/termekkategoria/mirelit/,
43,6531,BURGONYA FAGYASZTOTT,burgonya-fagyasztott,6481,12,0,true,false,MIRELIT > BURGONYA FAGYASZTOTT,6481|6531,https://coopshop.hu/termekkategoria/mirelit/burgonya-fagyasztott/,
44,6536,DESSZERT FAGYASZTOTT,desszert-fagyasztott,6481,2,0,true,false,MIRELIT > DESSZERT FAGYASZTOTT,6481|6536,https://coopshop.hu/termekkategoria/mirelit/desszert-fagyasztott/,
45,6547,GOMBA FAGYASZTOTT,gomba-fagyasztott,6481,1,0,true,false,MIRELIT > GOMBA FAGYASZTOTT,6481|6547,https://coopshop.hu/termekkategoria/mirelit/gomba-fagyasztott/,
46,6535,GYÜMÖLCS FAGYASZTOTT,gyumolcs-fagyasztott,6481,5,0,true,false,MIRELIT > GYÜMÖLCS FAGYASZTOTT,6481|6535,https://coopshop.hu/termekkategoria/mirelit/gyumolcs-fagyasztott/,
47,6541,"HAL, HALKÉSZÍTMÉNY FAGYASZTOTT",hal-halkeszitmeny-fagyasztott,6481,19,0,true,false,"MIRELIT > HAL, HALKÉSZÍTMÉNY FAGYASZTOTT",6481|6541,https://coopshop.hu/termekkategoria/mirelit/hal-halkeszitmeny-fagyasztott/,
48,6543,HÚS FAGYASZTOTT,hus-fagyasztott,6481,2,0,true,false,MIRELIT > HÚS FAGYASZTOTT,6481|6543,https://coopshop.hu/termekkategoria/mirelit/hus-fagyasztott/,
49,6533,HÚSKÉSZÍTMÉNY FAGYASZTOTT,huskeszitmeny-fagyasztott,6481,50,0,true,false,MIRELIT > HÚSKÉSZÍTMÉNY FAGYASZTOTT,6481|6533,https://coopshop.hu/termekkategoria/mirelit/huskeszitmeny-fagyasztott/,
50,6617,JÉGKRÉM,jegkrem-mirelit,6481,109,2,false,false,MIRELIT > JÉGKRÉM,6481|6617,https://coopshop.hu/termekkategoria/mirelit/jegkrem-mirelit/,
51,6618,ADAGOS,adagos-jegkrem-mirelit,6617,50,0,true,false,MIRELIT > JÉGKRÉM > ADAGOS,6481|6617|6618,https://coopshop.hu/termekkategoria/mirelit/jegkrem-mirelit/adagos-jegkrem-mirelit/,
52,6621,CSALÁDIk,csaladik,6617,59,0,true,false,MIRELIT > JÉGKRÉM > CSALÁDIk,6481|6617|6621,https://coopshop.hu/termekkategoria/mirelit/jegkrem-mirelit/csaladik/,
53,6537,KÉSZÉTEL FAGYASZTOTT,keszetel-fagyasztott,6481,11,0,true,false,MIRELIT > KÉSZÉTEL FAGYASZTOTT,6481|6537,https://coopshop.hu/termekkategoria/mirelit/keszetel-fagyasztott/,
54,6544,PIZZA FAGYASZTOTT,pizza-fagyasztott,6481,22,0,true,false,MIRELIT > PIZZA FAGYASZTOTT,6481|6544,https://coopshop.hu/termekkategoria/mirelit/pizza-fagyasztott/,
55,6546,PÉKSÜTEMÉNY FAGYASZTOTT,peksutemeny-fagyasztott,6481,10,0,true,false,MIRELIT > PÉKSÜTEMÉNY FAGYASZTOTT,6481|6546,https://coopshop.hu/termekkategoria/mirelit/peksutemeny-fagyasztott/,
56,6545,SAJT FAGYASZTOTT,sajt-fagyasztott,6481,4,0,true,false,MIRELIT > SAJT FAGYASZTOTT,6481|6545,https://coopshop.hu/termekkategoria/mirelit/sajt-fagyasztott/,
57,6520,TENGER GYÜMÖLCSEI,tenger-gyumolcsei,6481,1,0,true,false,MIRELIT > TENGER GYÜMÖLCSEI,6481|6520,https://coopshop.hu/termekkategoria/mirelit/tenger-gyumolcsei/,
58,6540,TÉSZTAFÉLÉK FAGYASZTOTT,tesztafelek-fagyasztott,6481,16,0,true,false,MIRELIT > TÉSZTAFÉLÉK FAGYASZTOTT,6481|6540,https://coopshop.hu/termekkategoria/mirelit/tesztafelek-fagyasztott/,
59,6529,ZÖLDSÉG FAGYASZTOTT,zoldseg-fagyasztott,6481,48,0,true,false,MIRELIT > ZÖLDSÉG FAGYASZTOTT,6481|6529,https://coopshop.hu/termekkategoria/mirelit/zoldseg-fagyasztott/,
60,4483,ÉLELMISZER,elelmiszer,,4040,13,false,true,ÉLELMISZER,4483,https://coopshop.hu/termekkategoria/elelmiszer/,
