master_product_id,canonical_name,representative_name,primary_barcode,barcodes,barcode_norms,representative_image_url,image_keys,stores_count,stores,offers_count,match_methods,needs_review,review_reason,offer_names,offer_units
MP011602,Müller Müllermilch Protein zsírszegény tejital édesítőszerekkel 400 g,Müller Müllermilch Protein zsírszegény tejital édesítőszerekkel 400 g,4025500271190,04025500271190;4025500294113,4025500271190;4025500294113,https://imageproxy.wolt.com/assets/6a200b2a90ed05223e914f35,https://digitalcontent.api.tesco.com/v2/media/ghs/875c7a47-b93b-4855-8233-1483547f09c2/af1810c3-127b-40a5-862f-93ede933fce9_1340118904.jpeg;https://imageproxy.wolt.com/assets/6a200b2a90ed05223e914f35,2,Spar;Tesco,2,same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód,Müller Müllermilch Protein zsírszegény tejital édesítőszerekkel 400 g | Müller Müllermilch Protein zsírszegény tejital édesítőszerekkel 400 g,Spar: 400.0 g | Tesco: 400.0 g
MP011637,Nagybetűs Skandi,Nagybetűs Skandi,9772416329006,09772416329006;9772416329006,9772416329006,https://imageproxy.wolt.com/assets/69342291c5cb6de83d0d5698,https://digitalcontent.api.tesco.com/v2/media/ghs/87946177-6f38-46ea-98b6-944d3d199dca/937f3e96-988f-49b1-8e4f-dce3f198e6c9_1533419646.jpeg;https://imageproxy.wolt.com/assets/69342291c5cb6de83d0d5698,2,Prima;Tesco,2,same_barcode;same_exact_name,true,eltérő_kiszerelési_egység,Nagybetűs Skandi | Nagybetűs Skandi,Prima: 44.0 g | Tesco: 1.0 db
MP011638,Nagyi Kedvence Rejtv.könyv,Nagyi Kedvence Rejtv.könyv,9772063737001,09772063737001;9772063737001,9772063737001,https://imageproxy.wolt.com/assets/693422aac5cb6de83d0d56cf,https://digitalcontent.api.tesco.com/v2/media/ghs/81790d84-8223-4277-8b86-21bf97bd66ab/33f247f7-41b3-435e-a52a-f515ab130572_139254839.jpeg;https://imageproxy.wolt.com/assets/693422aac5cb6de83d0d56cf,2,Prima;Tesco,2,same_barcode;same_exact_name,true,eltérő_kiszerelési_egység,Nagyi Kedvence Rejtv.könyv | Nagyi Kedvence Rejtv.könyv,Prima: 173.0 g | Tesco: 1.0 db
MP011672,Narancs lédig,Narancs lédig,2869520000000,02869520000000,2869520000000,https://wolt-menu-images-cdn.wolt.com/menu-images/62fe03679e3792d820c32ed1/8aed1f6a-6c0c-11ed-9e41-9eccedfac088_10000156089.jpeg,https://digitalcontent.api.tesco.com/v2/media/ghs/083e0ebb-692a-4316-9224-afed85a245a4/e68d16f8-e736-4a3d-9e3d-cb41c39081c1_954386894.jpeg;https://wolt-menu-images-cdn.wolt.com/menu-images/62fe03679e3792d820c32ed1/8aed1f6a-6c0c-11ed-9e41-9eccedfac088_10000156089.jpeg,2,Prima;Tesco,2,same_exact_name,true,eltérő_kiszerelés_g,Narancs lédig | Narancs lédig,Prima: 500.0 g | Tesco: 228.898 g
MP011836,Neogranormon Baby aloe vera & kamilla törlőkendő 4 x 55 db,Neogranormon Baby aloe vera & kamilla törlőkendő 4 x 55 db,5995327201481,05995327201481;5999539485547,5995327201481;5999539485547,https://imageproxy.wolt.com/assets/6911db5068c326e1b0679d01,https://digitalcontent.api.tesco.com/v2/media/ghs/6e619a5c-deb9-410e-9d59-cadac9213d52/548db234-a464-45d5-9257-df0699c13ec5_1933854309.jpeg;https://imageproxy.wolt.com/assets/6911db5068c326e1b0679d01,2,Spar;Tesco,2,same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód,Neogranormon Baby aloe vera & kamilla törlőkendő 4 x 55 db | Neogranormon Baby aloe vera & kamilla törlőkendő 4 x 55 db,Spar: 220.0 db | Tesco: 220.0 db
MP011850,"NESCAFÉ 3in1 Classic Smooth & Rich azonnal oldódó kávéspecialitás 24 x 16,5 g (396 g)","NESCAFÉ 3in1 Classic Smooth & Rich azonnal oldódó kávéspecialitás 24 x 16,5 g (396 g)",7613036842143,07613036842143;08445291202269;8445291202269,7613036842143;8445291202269,https://imageproxy.wolt.com/assets/6925a1bc4da254f4fa175e50,https://digitalcontent.api.tesco.com/v2/media/ghs/28de72da-9958-4e95-93d7-a7d25e620f7b/298ce6d2-24ea-4333-b968-5807fc2ffdc8_1520346876.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/691278fd-de72-4d9b-901e-0f45581e5ca8/edab13db-4480-49e9-accf-8081b693fc36_994028747.jpeg;https://imageproxy.wolt.com/assets/6925a1bc4da254f4fa175e50,3,Prima;Spar;Tesco,4,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból;azonos_kép_eltérő_vonalkód,"NESCAFÉ 3in1 Classic Smooth & Rich azonnal oldódó kávéspecialitás 24 x 16,5 g (396 g) | NESCAFÉ 3in1 Classic Smooth & Rich azonnal oldódó kávéspecialitás 24 x 16,5 g (396 g) | NESCAFÉ 3in1 Classic Smooth & Rich azonnal oldódó kávéspecialitás 24 x 16,5 g (396 g) | NESCAFÉ 3in1 Classic Smooth & Rich azonnal oldódó kávéspecialitás 28 x 16,5 g (462 g)",Spar: 396.0 g | Prima: 396.0 g | Tesco: 396.0 g | Tesco: 462.0 g
MP011857,Nescafé Classic azonnal oldódó kávé 100 g,Nescafé Classic azonnal oldódó kávé 100 g,5998710980673,05998710980673;5998710980673;5998710981052,5998710980673;5998710981052,https://imageproxy.wolt.com/assets/6a1eb9a8f4e9027a14c53043,https://digitalcontent.api.tesco.com/v2/media/ghs/07173638-9b5b-4517-a9e5-d5beaacd9429/3c32ebd6-2663-41b1-8371-71203d53ed2f_32232743.jpeg;https://imageproxy.wolt.com/assets/69e6be21609eafedc63ffc3f;https://imageproxy.wolt.com/assets/6a1eb9a8f4e9027a14c53043,3,Prima;Spar;Tesco,3,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód,Nescafé Classic azonnal oldódó kávé 100 g | Nescafé Classic azonnal oldódó kávé 100 g | Nescafé Classic azonnal oldódó kávé 100 g,Spar: 100.0 g | Prima: 100.0 g | Tesco: 100.0 g
MP011858,Nescafé Classic azonnal oldódó kávé 150 g,Nescafé Classic azonnal oldódó kávé 150 g,5998710965052,08445290784315;5998710965052;8445290784315,5998710965052;8445290784315,https://imageproxy.wolt.com/assets/6a1eb9abf4e9027a14c53047,https://digitalcontent.api.tesco.com/v2/media/ghs/3afe0523-f555-4a03-b448-c78d2c2add3d/9da9deb3-d2d7-401c-9291-fca4a57b5dab_296605135.jpeg;https://imageproxy.wolt.com/assets/69e6be21609eafedc63ffc3e;https://imageproxy.wolt.com/assets/6a1eb9abf4e9027a14c53047,3,Prima;Spar;Tesco,3,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód,Nescafé Classic azonnal oldódó kávé 150 g | Nescafé Classic azonnal oldódó kávé 150 g | Nescafé Classic azonnal oldódó kávé 150 g,Spar: 150.0 g | Prima: 150.0 g | Tesco: 150.0 g
MP011859,Nescafé Classic azonnal oldódó kávé 200 g,Nescafé Classic azonnal oldódó kávé 200 g,5998710980697,05998710980697;5998710983056,5998710980697;5998710983056,https://imageproxy.wolt.com/assets/6925a1c24da254f4fa175e57,https://digitalcontent.api.tesco.com/v2/media/ghs/f0513be9-788e-4860-b339-62c82e20b894/58a1bf5a-229b-4d1c-b9ad-970eebf77eb9_2003448680.jpeg;https://imageproxy.wolt.com/assets/6925a1c24da254f4fa175e57,3,Prima;Spar;Tesco,3,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;azonos_kép_eltérő_vonalkód,Nescafé Classic azonnal oldódó kávé 200 g | Nescafé Classic azonnal oldódó kávé 200 g | Nescafé Classic azonnal oldódó kávé 200 g,Spar: 200.0 g | Prima: 200.0 g | Tesco: 200.0 g
MP011870,"Nescafé Dolce Gusto Espresso Intenso kávékapszula, 112 g, 16 db","Nescafé Dolce Gusto Espresso Intenso kávékapszula, 112 g, 16 db",7613036867436,07613036867436;7613036867436,7613036867436,https://imageproxy.wolt.com/assets/69fe0aacc229ef417992bd04,https://digitalcontent.api.tesco.com/v2/media/ghs/d217589e-f8c8-4e3c-9016-00e512251d9b/d46610ef-337d-499a-8616-2c7fbd778e30_1833606021.jpeg;https://imageproxy.wolt.com/assets/69fe0aacc229ef417992bd04,3,Prima;Spar;Tesco,3,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,eltérő_kiszerelési_egység,"Nescafé Dolce Gusto Espresso Intenso kávékapszula, 112 g, 16 db | Nescafé Dolce Gusto Espresso Intenso kávékapszula, 112 g, 16 db | NESCAFÉ Dolce Gusto Espresso Intenso kávékapszula 16 db 112 g",Spar: 16.0 db | Prima: 16.0 db | Tesco: 112.0 g
MP011877,"Nescafé Dolce Gusto Flat White tejes kávékapszula 187,2 g, 16 db","Nescafé Dolce Gusto Flat White tejes kávékapszula 187,2 g, 16 db",7613036595735,07613036595735;7613036595735,7613036595735,https://imageproxy.wolt.com/assets/6a20274a90ed05223e915d67,https://digitalcontent.api.tesco.com/v2/media/ghs/b7a5a4ac-9b8a-4028-838a-149df3d74b58/47213593-3849-4bb6-80bc-6398e3584ee8_634124924.jpeg;https://imageproxy.wolt.com/assets/6a20274a90ed05223e915d67,3,Prima;Spar;Tesco,3,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,eltérő_kiszerelési_egység,"Nescafé Dolce Gusto Flat White tejes kávékapszula 187,2 g, 16 db | Nescafé Dolce Gusto Flat White tejes kávékapszula 187,2 g, 16 db | NESCAFÉ Dolce Gusto Flat White tejes kávékapszula 16 db/ 16 csésze (187,2 g)",Spar: 16.0 db | Prima: 16.0 db | Tesco: 187.2 g
MP011879,"Nescafé Dolce Gusto Latte Macchiato Caramel tej- és kávékapszula (8 csésze), 16 db","Nescafé Dolce Gusto Latte Macchiato Caramel tej- és kávékapszula (8 csésze), 16 db",7613037788884,07613037788884;7613037788884,7613037788884,https://imageproxy.wolt.com/assets/6a1e9d89f4e9027a14c52ed0,https://digitalcontent.api.tesco.com/v2/media/ghs/ae90d8cb-bb3e-4563-b15d-2258e09c537b/72991c61-a219-412f-ae9d-47fa8fbcb5e6_665169531.jpeg;https://imageproxy.wolt.com/assets/6a1e9d89f4e9027a14c52ed0,2,Spar;Tesco,2,same_barcode,true,eltérő_kiszerelési_egység,"Nescafé Dolce Gusto Latte Macchiato Caramel tej- és kávékapszula (8 csésze), 16 db | NESCAFÉ Dolce Gusto őrölt pörkölt kávé és karamell ízű teljes tejpor cukorral 16 db/8 csésze 145,6 g",Spar: 16.0 db | Tesco: 145.6 g
MP011905,"Nesquik Mix kakaós és vaníliaízű, ropogós gabonapehely vitaminokkal, ásványi anyagokkal 225 g","Nesquik Mix kakaós és vaníliaízű, ropogós gabonapehely vitaminokkal, ásványi anyagokkal 225 g",5900020013491,5900020013491;5900020027542,5900020013491;5900020027542,https://imageproxy.wolt.com/assets/689b7a549bbcfa1dc39bb50f,https://imageproxy.wolt.com/assets/689b7a549bbcfa1dc39bb50f;https://imageproxy.wolt.com/assets/6974bb66d0bdb8bbc81d1363,2,Prima;Spar,2,same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód,"Nesquik Mix kakaós és vaníliaízű, ropogós gabonapehely vitaminokkal, ásványi anyagokkal 225 g | Nesquik Mix kakaós és vaníliaízű, ropogós gabonapehely vitaminokkal, ásványi anyagokkal 225 g",Spar: 225.0 g | Prima: 225.0 g
MP012156,NIVEA MEN Black & White Invisible Fresh izzadásgátló 50 ml,NIVEA MEN Black & White Invisible Fresh izzadásgátló 50 ml,42332466,00000042332466;09005800352244;42332466,42332466;9005800352244,https://imageproxy.wolt.com/assets/689b799487a8f04a4a7d8a4c,https://digitalcontent.api.tesco.com/v2/media/ghs/04a08ec6-faa0-4096-8cd1-60ad3ae24e3d/e4523157-ee5e-48ae-8a6c-c2bde84d6dad_1521975009.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/6cdde4f6-34e5-4b9c-b787-f25d2a9e2e06/46c257d7-db95-4ea8-af56-8c416eed5181_1954357694.jpeg;https://imageproxy.wolt.com/assets/689b799487a8f04a4a7d8a4c,2,Spar;Tesco,3,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból,NIVEA MEN Black & White Invisible Fresh izzadásgátló 50 ml | NIVEA MEN Black & White Invisible Fresh izzadásgátló 50 ml | NIVEA MEN Black & White Invisible Fresh izzadásgátló 50 ml,Spar: 50.0 ml | Tesco: 50.0 ml | Tesco: 50.0 ml
MP012159,NIVEA MEN Black & White Invisible Original izzadásgátló 50 ml,NIVEA MEN Black & White Invisible Original izzadásgátló 50 ml,42240709,00000042240709;09005800352206;42240709,42240709;9005800352206,https://imageproxy.wolt.com/assets/697b53d4088b76a80bd49bb5,https://digitalcontent.api.tesco.com/v2/media/ghs/0ada5d5e-702a-402b-a7c4-6069008caee9/55149829-3b2e-4701-b46c-b8feb7df9b06_329581420.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/a11dc05a-c89a-41f8-b2b9-47b638cb6ac5/07dacd26-5043-418d-9fca-799015b08413_1297243195.jpeg;https://imageproxy.wolt.com/assets/697b53d4088b76a80bd49bb5,2,Spar;Tesco,3,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból,NIVEA MEN Black & White Invisible Original izzadásgátló 50 ml | NIVEA MEN Black & White Invisible Original izzadásgátló 50 ml | NIVEA MEN Black & White Invisible Original izzadásgátló 50 ml,Spar: 50.0 ml | Tesco: 50.0 ml | Tesco: 50.0 ml
MP012185,NIVEA MEN Sensitive Cool After Shave balzsam 100 ml,NIVEA MEN Sensitive Cool After Shave balzsam 100 ml,5900017102603,05900017102603;9005800244631,5900017102603;9005800244631,https://imageproxy.wolt.com/assets/697b53ab088b76a80bd49ae2,https://digitalcontent.api.tesco.com/v2/media/ghs/b389cacb-5cd8-412d-b73e-82778e288c3e/abc75f02-b3a3-4d63-84b2-cf6cace092af_1992657870.jpeg;https://imageproxy.wolt.com/assets/697b53ab088b76a80bd49ae2,2,Spar;Tesco,2,same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód,NIVEA MEN Sensitive Cool after shave balzsam 100 ml | NIVEA MEN Sensitive Cool After Shave balzsam 100 ml,Spar: 100.0 ml | Tesco: 100.0 ml
MP012202,NIVEA Pearl & Beauty izzadásgátló 50 ml,NIVEA Pearl & Beauty izzadásgátló 50 ml,9005800379265,09005800379265;09005800398990;9005800379265;9005800398990,9005800379265;9005800398990,https://imageproxy.wolt.com/assets/69ef41ff126eb988a8919e11,https://digitalcontent.api.tesco.com/v2/media/ghs/26905a93-9e4b-4012-bac4-dd1b9fb035bd/c6215734-40aa-44da-b3ac-8ea12c8d9162_599158931.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/bba0cf80-59c4-43a9-8921-f316f47b32bf/841d6b4a-3d3b-40cb-926a-f8262753ff44_710027547.jpeg;https://imageproxy.wolt.com/assets/689ba96687a8f04a4a7dbdc3;https://imageproxy.wolt.com/assets/69ef41ff126eb988a8919e11,2,Spar;Tesco,4,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból,NIVEA Pearl & Beauty izzadásgátló 50 ml | NIVEA Pearl & Beauty izzadásgátló 50 ml | NIVEA Pearl & Beauty izzadásgátló 50 ml | NIVEA Pearl & Beauty izzadásgátló 50 ml,Spar: 50.0 ml | Spar: 50.0 ml | Tesco: 50.0 ml | Tesco: 50.0 ml
MP012286,Nutella kenhető kakaós mogyorókrém 600 g,Nutella kenhető kakaós mogyorókrém 600 g,8000500179864,08000500179864;8000500179864;80176800,8000500179864;80176800,https://imageproxy.wolt.com/assets/689b9f2787a8f04a4a7db0d5,https://digitalcontent.api.tesco.com/v2/media/ghs/ab5373cf-2fee-46e2-b7d5-5b7ed1c5be96/b6b527d3-6a2c-42fc-9148-96880d3df514.jpeg;https://imageproxy.wolt.com/assets/66767c6a1b708918eb6e87a7;https://imageproxy.wolt.com/assets/689b9f2787a8f04a4a7db0d5,3,Prima;Spar;Tesco,4,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból;azonos_kép_eltérő_vonalkód,Nutella kenhető kakaós mogyorókrém 600 g | Nutella kenhető kakaós mogyorókrém 750g | Nutella kenhető kakaós mogyorókrém 600 g | Nutella kenhető kakaós mogyorókrém 600 g,Spar: 600.0 g | Prima: 750.0 g | Prima: 600.0 g | Tesco: 600.0 g
MP012398,Nádudvari élőflórás tejföl 25% 270 g,Nádudvari élőflórás tejföl 25% 270 g,5998202941830,05998202942233;5998202941830;5998202942233,5998202941830;5998202942233,https://imageproxy.wolt.com/assets/689b89cbf18c6aaa8030a730,https://digitalcontent.api.tesco.com/v2/media/ghs/31d841e5-7f26-4224-abbf-7a2a60cec52a/4b48bd89-e982-4e14-acf3-59ba786e28bd.jpeg;https://imageproxy.wolt.com/assets/689b89cbf18c6aaa8030a730;https://imageproxy.wolt.com/assets/689b89cff18c6aaa8030a73a,2,Prima;Tesco,3,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból,Nádudvari élőflórás tejföl 20% 330 g | Nádudvari élőflórás tejföl 25% 270 g | Nádudvari élőflórás tejföl 25% 270 g,Prima: 330.0 g | Prima: 270.0 g | Tesco: 270.0 g
MP012423,o.b. ExtraProtect Normal tampon 16 db,o.b. ExtraProtect Normal tampon 16 db,3574661626055,03574661900421;3574661626055,3574661626055;3574661900421,https://imageproxy.wolt.com/assets/68d5371f35cd665795fd49b8,https://digitalcontent.api.tesco.com/v2/media/ghs/a9fc7289-4165-4c8a-b9a0-3448a7c4a732/c16db30d-d64d-4a88-9610-807ee7a68953.jpeg;https://imageproxy.wolt.com/assets/68d5371f35cd665795fd49b8,2,Prima;Tesco,2,same_exact_name,true,több_normalizált_vonalkód;eltérő_kiszerelési_egység,o.b. ExtraProtect Normal tampon 16 db | o.b. ExtraProtect Normal tampon 16 db,Prima: 50.0 g | Tesco: 16.0 db
MP012426,o.b. ExtraProtect Super tampon 16 db,o.b. ExtraProtect Super tampon 16 db,3574661626062,03574661900445;3574661626062,3574661626062;3574661900445,https://imageproxy.wolt.com/assets/682b5808d3cf585540f711cb,https://digitalcontent.api.tesco.com/v2/media/ghs/02352f98-ee91-4e66-b7c8-df4f0356d9ac/7dbc8cc0-5fce-4e49-88ed-bd589839d09f.jpeg;https://imageproxy.wolt.com/assets/682b5808d3cf585540f711cb,2,Spar;Tesco,2,same_exact_name,true,több_normalizált_vonalkód;eltérő_kiszerelési_egység,o.b. ExtraProtect Super tampon 16 db | o.b. ExtraProtect Super tampon 16 db,Spar: 70.0 g | Tesco: 16.0 db
MP012436,o.b. Original Super tampon 16 db,o.b. Original Super tampon 16 db,3574661350141,03574661900308;3574661350141,3574661350141;3574661900308,https://imageproxy.wolt.com/assets/682b580dd3cf585540f711d5,https://digitalcontent.api.tesco.com/v2/media/ghs/cf488415-8835-4aab-875f-f93346d1e0e0/6ad619ae-a41f-4678-9918-31797582072a.jpeg;https://imageproxy.wolt.com/assets/682b580dd3cf585540f711d5,3,Prima;Spar;Tesco,3,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;eltérő_kiszerelési_egység;azonos_kép_eltérő_vonalkód,o.b. Original Super tampon 16 db | o.b. Original Super tampon 16 db | o.b. Original Super tampon 16 db,Spar: 65.0 g | Prima: 65.0 g | Tesco: 16.0 db
MP012443,o.b. ProComfort Normal tampon 32 db,o.b. ProComfort Normal tampon 32 db,3574661329871,03574661899992;3574661329871,3574661329871;3574661899992,https://imageproxy.wolt.com/assets/68d5372c35cd665795fd49d7,https://digitalcontent.api.tesco.com/v2/media/ghs/6790c49c-83f4-482d-8cc5-7d6ecc904693/88f8cf59-0f73-4276-a617-aa7f82b901b5.jpeg;https://imageproxy.wolt.com/assets/68d5372c35cd665795fd49d7,2,Spar;Tesco,2,same_exact_name,true,több_normalizált_vonalkód;eltérő_kiszerelési_egység,o.b. ProComfort Normal tampon 32 db | o.b. ProComfort Normal tampon 32 db,Spar: 95.0 g | Tesco: 32.0 db
MP012447,o.b. ProComfort Super Plus tampon 16 db,o.b. ProComfort Super Plus tampon 16 db,3574661331157,03574661857640;3574661331157,3574661331157;3574661857640,https://imageproxy.wolt.com/assets/68caaa2796bcfcad1bd5b4ad,https://digitalcontent.api.tesco.com/v2/media/ghs/8673ec70-3264-40e4-86c5-3fd10cc0777e/48514961-0a92-48d2-9b22-de4c467f76e2.jpeg;https://imageproxy.wolt.com/assets/68caaa2796bcfcad1bd5b4ad,3,Prima;Spar;Tesco,3,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;eltérő_kiszerelési_egység;azonos_kép_eltérő_vonalkód,o.b. ProComfort Super Plus tampon 16 db | o.b. ProComfort Super Plus tampon 16 db | o.b. ProComfort Super Plus tampon 16 db,Spar: 90.0 g | Prima: 90.0 g | Tesco: 16.0 db
MP012449,o.b. ProComfort Super tampon 16 db,o.b. ProComfort Super tampon 16 db,3574661331164,03574661900469;3574661331164,3574661331164;3574661900469,https://imageproxy.wolt.com/assets/68caaa2996bcfcad1bd5b4af,https://digitalcontent.api.tesco.com/v2/media/ghs/3b94c975-8d82-44f9-a7e4-02f09befcde0/dee5770d-bbdb-46c1-8b6d-dae70638079c.jpeg;https://imageproxy.wolt.com/assets/68caaa2996bcfcad1bd5b4af,3,Prima;Spar;Tesco,3,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;eltérő_kiszerelési_egység;azonos_kép_eltérő_vonalkód,o.b. ProComfort Super tampon 16 db | o.b. ProComfort Super tampon 16 db | o.b. ProComfort Super tampon 16 db,Spar: 65.0 g | Prima: 65.0 g | Tesco: 16.0 db
MP012490,"Old Spice Captain Deo Spray Férfiaknak, 200 ml","Old Spice Captain Deo Spray Férfiaknak, 200 ml",8700216633956,08700216633956;08700216875714;8700216633956,8700216633956;8700216875714,https://imageproxy.wolt.com/assets/68c2bb272c60b119670ef960,https://digitalcontent.api.tesco.com/v2/media/ghs/69f33174-849c-4c0e-9493-36b74b5766d5/8331ea42-f891-44fd-9245-d4bc74e0608d_1377916203.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/7d85fca6-0075-408e-bedb-d0ba1a00e889/9428b8ec-d466-4acb-80d3-8d5e47d9ced0_1133920223.jpeg;https://imageproxy.wolt.com/assets/68c2bb272c60b119670ef960,2,Spar;Tesco,3,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból,"Old Spice Captain Deo Spray Férfiaknak, 200 ml | Old Spice Captain Deo Spray Férfiaknak, 200 ml | Old Spice Captain Deo Spray Férfiaknak, 250 ml",Spar: 200.0 ml | Tesco: 200.0 ml | Tesco: 250.0 ml
MP012540,"Old Spice Whitewater Deo Spray Férfiaknak, 200 ml","Old Spice Whitewater Deo Spray Férfiaknak, 200 ml",8700216634212,08700216634212;08700216875677;8700216634212;8700216875677,8700216634212;8700216875677,https://imageproxy.wolt.com/assets/68d28c5078dafc9acabd52c1,https://digitalcontent.api.tesco.com/v2/media/ghs/21b41fa3-070b-446f-bde8-f42b82379246/c2c30b65-39a3-48b8-8bb1-04dcc9613253_510843803.jpeg;https://digitalcontent.api.tesco.com/v2/media/ghs/abbe118e-07d5-43d6-8a3e-fd24bc539943/9314e219-f0db-410d-a90b-eeed271eb376_1834409468.jpeg;https://imageproxy.wolt.com/assets/68c2bb312c60b119670ef970;https://imageproxy.wolt.com/assets/68d28c5078dafc9acabd52c1,2,Spar;Tesco,4,same_barcode;same_exact_name;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból,"Old Spice Whitewater Deo Spray Férfiaknak, 250 ml | Old Spice Whitewater Deo Spray Férfiaknak, 200 ml | Old Spice Whitewater Deo Spray Férfiaknak, 200 ml | Old Spice Whitewater Deo Spray Férfiaknak, 250 ml",Spar: 250.0 ml | Spar: 200.0 ml | Tesco: 200.0 ml | Tesco: 250.0 ml
MP012567,Olympos citrom ízesítő 50% citromlé tartalommal 1 l,Olympos citrom ízesítő 50% citromlé tartalommal 1 l,5998821516310,05998821516310;5998821516310;5998821516358,5998821516310;5998821516358,https://imageproxy.wolt.com/assets/689b8ec09bbcfa1dc39bc7ed,https://digitalcontent.api.tesco.com/v2/media/ghs/d7012515-3248-4423-a69f-f1e65c3445b5/70271f1a-9ee3-454e-bfb0-4fc3a3591758_6675725.jpeg;https://imageproxy.wolt.com/assets/689b8ec09bbcfa1dc39bc7ed;https://imageproxy.wolt.com/assets/689b8ec19bbcfa1dc39bc7ef,3,Prima;Spar;Tesco,4,same_barcode;same_exact_name;same_image_key;same_name_core_compatible_pack,true,több_normalizált_vonalkód;több_ajánlat_azonos_boltból;azonos_kép_eltérő_vonalkód,Olympos citrom ízesítő 50% citromlé tartalommal 1 l | Olympos citrom ízesítő 50% citromlé tartalommal 1 l | Olympos citrom ízesítő 40% citromlé tartalommal 1 l | Olympos citrom ízesítő 50% citromlé tartalommal 1 l,Spar: 1000.0 ml | Prima: 1000.0 ml | Prima: 1000.0 ml | Tesco: 1000.0 ml
MP012600,Ooops! Classic Sensitive toalettpapír 3 rétegű 8 tekercs,Ooops! Classic Sensitive toalettpapír 3 rétegű 8 tekercs,5998648704310,05998648704310;5998648704310,5998648704310,https://imageproxy.wolt.com/assets/66766679d88b3e741b73d11d,https://digitalcontent.api.tesco.com/v2/media/ghs/0d9f037f-389e-4bbf-b0a5-21827679eb96/1e864ae6-9905-4a1c-b3eb-8b416997b30a_718583770.jpeg;https://imageproxy.wolt.com/assets/66766679d88b3e741b73d11d,2,Prima;Tesco,2,same_barcode;same_exact_name,true,eltérő_kiszerelési_egység,Ooops! Classic Sensitive toalettpapír 3 rétegű 8 tekercs | Ooops! Classic Sensitive toalettpapír 3 rétegű 8 tekercs,Prima: 605.0 g | Tesco: 1.0 db
MP012605,Ooops! Everyday Peach toalettpapír 3 rétegű 24 tekercs,Ooops! Everyday Peach toalettpapír 3 rétegű 24 tekercs,5998648701791,05998648701791;5998648701791,5998648701791,https://imageproxy.wolt.com/assets/667675cfb669ac6c8eaecc70,https://digitalcontent.api.tesco.com/v2/media/ghs/1b5dd037-e038-4107-bd0b-88fb5cf595e0/04262c3a-fca3-42ce-9ddd-76da6c247104_1803157904.jpeg;https://imageproxy.wolt.com/assets/667675cfb669ac6c8eaecc70,2,Spar;Tesco,2,same_barcode;same_exact_name,true,eltérő_kiszerelési_egység,Ooops! Everyday Peach toalettpapír 3 rétegű 24 tekercs | Ooops! Everyday Peach toalettpapír 3 rétegű 24 tekercs,Spar: 1410.0 g | Tesco: 1.0 db
