product_name,old_image,new_image,old_barcode,new_barcode,old_price,new_price
Bertolli extra szűz olívaolaj spray 200 ml,https://imageproxy.wolt.com/assets/689b9fde87a8f04a4a7db1ee,https://imageproxy.wolt.com/assets/692d8ac96980ec1e3ff6580e,8002470017702.0,8002470017702.0,3199.0,3099.0
Biopont bio rizskása 180 g,https://imageproxy.wolt.com/assets/689b8f6af18c6aaa8030b276,https://imageproxy.wolt.com/assets/69bae86d0223286ef4f352c7,5998858706876.0,5998858706876.0,629.0,679.0
"Bombi kakaós bevonómasszába mártott, vegyes gyümölcsös-epres lekvárral töltött puszedli 50 g",https://imageproxy.wolt.com/assets/689ba2acf18c6aaa8030ce37,https://imageproxy.wolt.com/assets/6985def09b8bf67599530469,8584004305849.0,8584004305849.0,319.0,335.0
"Borsodi világos sör 4,5% 0,5 l",https://imageproxy.wolt.com/assets/689b8e029bbcfa1dc39bc724,https://imageproxy.wolt.com/assets/689b7ff09bbcfa1dc39bc03e,5998817520567.0,59969921.0,414.0,469.0
"Bounty tejcsokoládé puha kókuszos töltelékkel 2 x 28,5 g (57 g)",https://imageproxy.wolt.com/assets/678e0e3f4b2b7137a212e430,https://imageproxy.wolt.com/assets/689b77a1f18c6aaa80309af0,5000159557771.0,5000159558020.0,399.0,419.0
Camping tejszínes kenhető félzsíros ömlesztett sajt 100 g,https://imageproxy.wolt.com/assets/68a54b46e0d98bc2ee5705ca,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/a0837...,5998207942931.0,5998207942931.0,399.0,253.0
Carte d'Or Jégkrém Baileys ízű 825 ml,https://imageproxy.wolt.com/assets/689bb3c587a8f04a4a7ddb61,https://imageproxy.wolt.com/assets/69147e4043a2bd3cfbf46158,8711327615922.0,8711327615922.0,2499.0,2755.0
Carte d'Or Jégkrém Citromtorta 825 ml,https://imageproxy.wolt.com/assets/689bb3c79bbcfa1dc39bec02,https://imageproxy.wolt.com/assets/691c67b486ec9335bd49277c,8711327617407.0,8711327617407.0,2499.0,2755.0
Carte d'Or Jégkrém Csokoládé 1000 ml,https://imageproxy.wolt.com/assets/689ba7419bbcfa1dc39bdcc7,https://imageproxy.wolt.com/assets/692edc62b18c5ba5c5c62416,8722700142775.0,8722700142775.0,2299.0,2544.0
Carte d'Or Jégkrém Csokoládés-Kekszes 200 ml,https://imageproxy.wolt.com/assets/689bb3d09bbcfa1dc39bec0b,https://imageproxy.wolt.com/assets/69132c87e9eb908bf84ef7a1,8711327671485.0,8711327671485.0,799.0,900.0
Carte d'Or Jégkrém Csökkentett cukortartalmú Vanília 1000 ml,https://imageproxy.wolt.com/assets/689ba60a9bbcfa1dc39bdaeb,https://imageproxy.wolt.com/assets/691c67b486ec9335bd492778,8711327499638.0,8711327499638.0,2299.0,2544.0
Carte d'Or Jégkrém Dió 1000 ml,https://imageproxy.wolt.com/assets/689b7f8687a8f04a4a7d8d86,https://imageproxy.wolt.com/assets/692edc63b18c5ba5c5c62418,5996037050543.0,5996037050543.0,2299.0,2544.0
Carte d'Or Jégkrém Eper - Habcsók 825 ml,https://imageproxy.wolt.com/assets/689bb3c587a8f04a4a7ddb60,https://imageproxy.wolt.com/assets/692edc63b18c5ba5c5c6241b,8711327621275.0,8711327621275.0,2499.0,2755.0
Carte d'Or Jégkrém Eper 1000 ml,https://imageproxy.wolt.com/assets/689b7f8687a8f04a4a7d8d85,https://imageproxy.wolt.com/assets/691c67b386ec9335bd492777,5996037050536.0,5996037050536.0,2299.0,2544.0
Carte d'Or Jégkrém Eper-Habcsók 200 ml,https://imageproxy.wolt.com/assets/689bb3d187a8f04a4a7ddb89,https://imageproxy.wolt.com/assets/69132c84e9eb908bf84ef79f,8711327671683.0,8711327671683.0,799.0,900.0
Carte d'Or Jégkrém Epres Sajttorta 825 ml,https://imageproxy.wolt.com/assets/689bb3c79bbcfa1dc39bebff,https://imageproxy.wolt.com/assets/69302d6afd831a492a8a7d2c,8711327619678.0,8711327619678.0,2499.0,2755.0
Carte d'Or Jégkrém Fekete-Erdő Torta 825 ml,https://imageproxy.wolt.com/assets/689bb3c79bbcfa1dc39bec00,https://imageproxy.wolt.com/assets/69302d69fd831a492a8a7d28,8711327617575.0,8711327617575.0,2499.0,2755.0
Carte d'Or Jégkrém Joghurt - Erdei Gyümölcs 825 ml,https://imageproxy.wolt.com/assets/689bb3c587a8f04a4a7ddb62,https://imageproxy.wolt.com/assets/691c67b486ec9335bd492779,8711327619579.0,8711327619579.0,2499.0,2755.0
Carte d'Or Jégkrém Málna Spritz 825 ml,https://imageproxy.wolt.com/assets/689bb3d287a8f04a4a7ddb8e,https://imageproxy.wolt.com/assets/69132c95e9eb908bf84ef7b3,8711327677494.0,8711327677494.0,2499.0,2755.0
Carte d'Or Jégkrém Pisztácia 825 ml,https://imageproxy.wolt.com/assets/689bb3d187a8f04a4a7ddb88,https://imageproxy.wolt.com/assets/69132c95e9eb908bf84ef7b4,8711327672499.0,8711327672499.0,2499.0,2755.0
Carte d'Or Jégkrém Puncs 1000 ml,https://imageproxy.wolt.com/assets/689ba6439bbcfa1dc39bdb42,https://imageproxy.wolt.com/assets/692edc63b18c5ba5c5c6241a,8714100644973.0,8714100644973.0,2299.0,2544.0
Carte d'Or Jégkrém Sacher torta 825 ml,https://imageproxy.wolt.com/assets/689bb3c587a8f04a4a7ddb63,https://imageproxy.wolt.com/assets/69302d69fd831a492a8a7d29,8711327615533.0,8711327615533.0,2499.0,2755.0
Carte d'Or Jégkrém Somlói 825 ml,https://imageproxy.wolt.com/assets/689bb3c787a8f04a4a7ddb68,https://imageproxy.wolt.com/assets/691c67b486ec9335bd49277a,8711327615892.0,8711327615892.0,2499.0,2755.0
Carte d'Or Jégkrém Stracciatella 825 ml,https://imageproxy.wolt.com/assets/689bb3c89bbcfa1dc39bec03,https://imageproxy.wolt.com/assets/69302d69fd831a492a8a7d27,8711327621015.0,8711327621015.0,2499.0,2649.0
Carte d'Or Jégkrém Sós karamell 825 ml,https://imageproxy.wolt.com/assets/689bb3ca87a8f04a4a7ddb72,https://imageproxy.wolt.com/assets/69302d6bfd831a492a8a7d2d,8711327616165.0,8711327616165.0,2499.0,2755.0
Carte d'Or Jégkrém Tiramisu 200 ml,https://imageproxy.wolt.com/assets/689bb3d09bbcfa1dc39bec0a,https://imageproxy.wolt.com/assets/69132c85e9eb908bf84ef7a0,8711327671539.0,8711327671539.0,799.0,900.0
Carte d'Or Jégkrém Tiramisu 825 ml,https://imageproxy.wolt.com/assets/689bb3c687a8f04a4a7ddb64,https://imageproxy.wolt.com/assets/69147e9a43a2bd3cfbf46211,8711327616455.0,8711327616455.0,2499.0,2755.0
Carte d'Or Jégkrém Trio Creamy Pisztácia-Vanília-Nugát 1000 ml,https://imageproxy.wolt.com/assets/689bb3d59bbcfa1dc39bec0f,https://imageproxy.wolt.com/assets/69132d4be9eb908bf84ef8e1,8711327681750.0,8711327681750.0,2299.0,2544.0
Carte d'Or Jégkrém Trio Fresh Málna-Citrom-Eper 1000 ml,https://imageproxy.wolt.com/assets/689bb3d59bbcfa1dc39bec10,https://imageproxy.wolt.com/assets/69132c7fe9eb908bf84ef798,8711327681880.0,8711327681880.0,2299.0,2544.0
Carte d'Or Jégkrém Trio Harmony Mogyoró-Vanília-Kakaó 1000 ml,https://imageproxy.wolt.com/assets/689bb3d687a8f04a4a7ddb9b,https://imageproxy.wolt.com/assets/69132d64e9eb908bf84ef90c,8711327681934.0,8711327681934.0,2299.0,2544.0
Carte d'Or Jégkrém Vanília 1000 ml,https://imageproxy.wolt.com/assets/689ba7419bbcfa1dc39bdcc8,https://imageproxy.wolt.com/assets/692edc63b18c5ba5c5c62417,8722700127796.0,8722700127796.0,2299.0,2544.0
Carte d'Or Jégkrém Áfonyás álom 825 ml,https://imageproxy.wolt.com/assets/689bb3c687a8f04a4a7ddb65,https://imageproxy.wolt.com/assets/69302d6afd831a492a8a7d2a,8711327617841.0,8711327617841.0,2499.0,2755.0
Carte d'Or Mini Jégkrém Kávé 200 ml,https://imageproxy.wolt.com/assets/689baf9587a8f04a4a7dcda2,https://imageproxy.wolt.com/assets/691c679986ec9335bd49273d,8711327674554.0,8711327674554.0,799.0,900.0
Chilis libamájkrém hízott libamájból 62 g,https://imageproxy.wolt.com/assets/689b8b4ef18c6aaa8030a971,https://imageproxy.wolt.com/assets/68ff66793548256996251431,5998304070575.0,5998304070575.0,329.0,354.0
CORNETTO Multipack Tölcséres Jégkrém Classico Vanília 6 x 90 ml,https://imageproxy.wolt.com/assets/689bb3d087a8f04a4a7ddb86,https://imageproxy.wolt.com/assets/689bb3c19bbcfa1dc39bebf9,8711327616783.0,8711327318373.0,2499.0,2599.0
Cornetto Tölcséres Jégkrém Classico Vanília 125 ml,https://imageproxy.wolt.com/assets/689bb3d287a8f04a4a7ddb8c,https://imageproxy.wolt.com/assets/69132c76e9eb908bf84ef78b,8714100870686.0,8714100870686.0,649.0,694.0
Családi sertésmájkrém 190 g,https://imageproxy.wolt.com/assets/689b8b279bbcfa1dc39bc450,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/49e8d...,5998304062747.0,5998304062747.0,519.0,310.0
Danette Paris Brest ízű réteges tejdesszert 4 x 90 g (360 g),https://imageproxy.wolt.com/assets/689b7d6e9bbcfa1dc39bbb64,https://imageproxy.wolt.com/assets/69df7007ddef9b56faf9e76a,5941209025294.0,5941209025294.0,949.0,1025.0
Danone Actimel Kids zsírszegény eper-banánízű joghurtital B6- és D-vitaminnal 4 x 100 g (400 g),https://imageproxy.wolt.com/assets/689bb3e087a8f04a4a7ddbbe,https://imageproxy.wolt.com/assets/692edc60b18c5ba5c5c6240e,5997536134314.0,5997536134314.0,799.0,919.0
Danone Danette csokoládés puding 4 x 125 g,https://imageproxy.wolt.com/assets/689b852f87a8f04a4a7d98c8,https://imageproxy.wolt.com/assets/69df7005ddef9b56faf9e768,5997536141503.0,5997536141503.0,899.0,994.0
Danone Danette vaníliaízű puding 4 x 125 g,https://imageproxy.wolt.com/assets/689b852e87a8f04a4a7d98c7,https://imageproxy.wolt.com/assets/69df7005ddef9b56faf9e767,5997536141510.0,5997536141510.0,899.0,994.0
"DESPAR fehérborecet szőlőmust-sűrítménnyel 5,5% 500 ml",https://imageproxy.wolt.com/assets/689baa6087a8f04a4a7dbf9f,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/0724c...,9100000052427.0,(nincs),1199.0,1284.0
Douwe Egberts Omnia Classic őrölt-pörkölt kávé kapszulában 20 db 104 g,https://imageproxy.wolt.com/assets/689ba5e59bbcfa1dc39bdab8,https://imageproxy.wolt.com/assets/6943f3ff3f31751f2f338878,8711000545768.0,8711000545768.0,2999.0,3044.0
Douwe Egberts Omnia Silk szemes pörkölt kávé 1000 g,https://imageproxy.wolt.com/assets/689b81009bbcfa1dc39bc1ff,https://imageproxy.wolt.com/assets/6943f3f93f31751f2f338870,5997100070093.0,5997100070093.0,8999.0,7559.0
Dr. Oetker brownies süteménypor 436 g,https://imageproxy.wolt.com/assets/689b83bb87a8f04a4a7d959b,https://imageproxy.wolt.com/assets/69c3c055e24f4a9d75093aba,5997381370844.0,5997381370844.0,2399.0,2594.0
Dr. Oetker Cuisine Vega vegán növényi készítmény főzőtejszín helyettesítésére 250 ml,https://imageproxy.wolt.com/assets/689b7172f18c6aaa8030916c,https://imageproxy.wolt.com/assets/69c3c06ae24f4a9d75093ac3,4023600015072.0,4023600015072.0,899.0,954.0
"Dr. Oetker Eredeti Puding csokoládéízű pudingpor 3 x 44,5 g",https://imageproxy.wolt.com/assets/689b83bd87a8f04a4a7d959e,https://imageproxy.wolt.com/assets/69a9780cf115f4a3251e880a,5997381371483.0,5997381371483.0,399.0,424.0
"Dr. Oetker Eredeti Puding csokoládéízű pudingpor 44,5 g",https://imageproxy.wolt.com/assets/689b83bb87a8f04a4a7d959a,https://imageproxy.wolt.com/assets/69147e9143a2bd3cfbf46200,5997381371469.0,5997381371469.0,209.0,244.0
Dr. Oetker Eredeti Puding vaníliaízű pudingpor 40 g,https://imageproxy.wolt.com/assets/689b838887a8f04a4a7d954c,https://imageproxy.wolt.com/assets/69a82647dbcc2d14e2cedc57,5997381315142.0,5997381315142.0,209.0,244.0
Dr. Oetker Eredeti Puding étcsokoládéízű pudingpor 48 g,https://imageproxy.wolt.com/assets/689b83bd87a8f04a4a7d95a0,https://imageproxy.wolt.com/assets/69a82645dbcc2d14e2cedc56,5997381371490.0,5997381371490.0,209.0,244.0
Dr. Oetker magas fehérjetartalmú Bourbon vaníliás puding édesítőszerekkel 200 g,https://imageproxy.wolt.com/assets/689b783887a8f04a4a7d84e5,https://imageproxy.wolt.com/assets/6985df2e9b8bf67599530507,4023600016314.0,4023600016314.0,599.0,649.0
Dr. Oetker piros tortazselé 12 g,https://imageproxy.wolt.com/assets/689b83a887a8f04a4a7d957c,https://imageproxy.wolt.com/assets/69b450cf9ec6a96a3e98a7e5,5997381360999.0,5997381360999.0,229.0,244.0
Dr. Oetker Vitalis erdei gyümölcsös zabkása alappor 53 g,https://imageproxy.wolt.com/assets/689b83b787a8f04a4a7d9595,https://imageproxy.wolt.com/assets/69a97816f115f4a3251e880b,5997381369008.0,5997381369008.0,285.0,309.0
"Dreher Gold minőségi világos sör 5% 0,5 l",https://imageproxy.wolt.com/assets/679a5314a5bbf47476d808fe,https://imageproxy.wolt.com/assets/689b8df6f18c6aaa8030af1d,5998817312063.0,5998817313015.0,424.0,500.0
Dörmi csokoládés krémmel töltött puha piskóta 5 x 30 g (150 g),https://imageproxy.wolt.com/assets/68de7115b16814eaa0e5a280,https://imageproxy.wolt.com/assets/698f1983960776714feee140,7622300731571.0,7622300731571.0,799.0,839.0
Fejeskáposzta lédig,https://imageproxy.wolt.com/assets/689b97459bbcfa1dc39bce23,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/2b173...,5999541220549.0,(nincs),898.2,39.4
Ferrero Rocher Milk Prémium táblás tejcsokoládé mogyorós töltelékkel és mogyoródarabkákkal 90 g,https://imageproxy.wolt.com/assets/689b9f32f18c6aaa8030c86d,https://imageproxy.wolt.com/assets/69d4e409081970206946f150,8000500359488.0,8000500359488.0,1175.0,1234.0
Findus Wok Bali gyorsfagyasztott enyhén fűszerezett wok zöldségkeverék 325 g,https://imageproxy.wolt.com/assets/689b78a387a8f04a4a7d86b6,https://imageproxy.wolt.com/assets/696e244937fecf84c67b9594,3599741001935.0,3599741001935.0,1639.0,1705.0
Findus Wok Chinese fagyasztott fűszerezett zöldségkeverék wokhoz 325 g,https://imageproxy.wolt.com/assets/689b7624f18c6aaa803098a1,https://imageproxy.wolt.com/assets/6970c7c17e37809df6dec4ed,3599741002079.0,3599741002079.0,1639.0,1705.0
Findus Wok Classic fagyasztott fűszerezet zöldségkeverék wokhoz 325 g,https://imageproxy.wolt.com/assets/689b762787a8f04a4a7d7f72,https://imageproxy.wolt.com/assets/696e244837fecf84c67b9592,3599741002109.0,3599741002109.0,1639.0,1705.0
Findus Wok Spicy Zanju gyorsfagyasztott csípős wok zöldségkeverék 325 g,https://imageproxy.wolt.com/assets/689b711f87a8f04a4a7d7863,https://imageproxy.wolt.com/assets/6970c7c17e37809df6dec4ee,3599741002093.0,3599741002093.0,1639.0,1705.0
"Finlandia vodka 40% 0,7 l",https://imageproxy.wolt.com/assets/689b7f08f18c6aaa80309eaa,https://imageproxy.wolt.com/assets/68de7105b16814eaa0e5a25b,5995757003846.0,6440003100095.0,6849.0,7559.0
"FlapJack meggyízű mandulás zabszelet kandírozott cseresznyedarabokkal, fehér bevonóba mártva 100 g",https://imageproxy.wolt.com/assets/689b9c7b9bbcfa1dc39bd5d8,https://imageproxy.wolt.com/assets/692996506980ec1e3ff6412a,5999884751274.0,5999884751274.0,439.0,474.0
FlapJack toffee ízű zabszelet tejkaramella- és csokoládéízű kakaós bevonóba mártva 100 g,https://imageproxy.wolt.com/assets/689b9c7b9bbcfa1dc39bd5d7,https://imageproxy.wolt.com/assets/692996506980ec1e3ff64128,5999884751342.0,5999884751342.0,439.0,474.0
Földimogyoró lédig,https://wolt-menu-images-cdn.wolt.com/menu-images/6630bf2d2af684d052fdff63/a1e38...,https://imageproxy.wolt.com/assets/678e0e244b2b7137a212e3c4,2002269960024.0,2002269960024.0,229.9,246.0
Fürtös paradicsom 700 g,https://imageproxy.wolt.com/assets/689ba32cf18c6aaa8030cefd,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/236dc...,8586015391095.0,8586015391095.0,549.0,1382.0
Fürtös szilva paradicsom 250 g,https://imageproxy.wolt.com/assets/689b9cec9bbcfa1dc39bd661,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/86ace...,5999886538057.0,5999886538057.0,599.0,761.0
"Fütyülős meggy ízű likőr 24,5% 0,5 l",https://imageproxy.wolt.com/assets/689c72cdf18c6aaa8030f983,https://imageproxy.wolt.com/assets/69317f02c5cb6de83d0d46b3,5995099447186.0,5995099447186.0,4499.0,4934.0
"Gala Wiener Extra őrölt, pörkölt kávé 250 g",https://imageproxy.wolt.com/assets/689b75aa9bbcfa1dc39bb36a,https://imageproxy.wolt.com/assets/693421fdc5cb6de83d0d558d,4061445307143.0,4061445307143.0,1999.0,1679.0
"Garage Hard Strawberry epres margarita ízesítésű ízesített maláta sör 4,5% 400 ml",https://imageproxy.wolt.com/assets/689bb7229bbcfa1dc39bee72,https://imageproxy.wolt.com/assets/68e7aaf576f0377a07cb984c,5900014230040.0,5900014230040.0,619.0,679.0
Globus sertésmájkrém 62 g,https://imageproxy.wolt.com/assets/689ba41987a8f04a4a7db726,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/7b45b...,8594001692460.0,8594001692460.0,299.0,169.0
Golden alma lédig,https://wolt-menu-images-cdn.wolt.com/menu-images/6654467e27f761196caa9ef7/ade94...,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/1b7f0...,(nincs),(nincs),89.85,73.05
Grapoila hidegen sajtolt bio lenmagolaj 250 ml,https://imageproxy.wolt.com/assets/689b9d2d9bbcfa1dc39bd6c9,https://imageproxy.wolt.com/assets/69663ae359d3b0a0d441abe8,5999887488740.0,5999887488740.0,1690.0,1794.0
Grapoila hidegen sajtolt szezámmagolaj 250 ml,https://imageproxy.wolt.com/assets/689b9c8d87a8f04a4a7dad1f,https://imageproxy.wolt.com/assets/69663ae459d3b0a0d441abeb,5999885217397.0,5999885217397.0,1990.0,2249.0
Grapoila hidegen sajtolt szőlőmagolaj 250 ml,https://imageproxy.wolt.com/assets/689b9c8c87a8f04a4a7dad1e,https://imageproxy.wolt.com/assets/69663ae359d3b0a0d441abe9,5999885217007.0,5999885217007.0,2240.0,2510.0
Gyulai mini sertés májas 4 db 200 g,https://imageproxy.wolt.com/assets/689b86e887a8f04a4a7d9c24,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/a0840...,5998001656560.0,5998001656560.0,549.0,344.0
Gyulai sertés májas 125 g,https://imageproxy.wolt.com/assets/689b86e7f18c6aaa8030a2b5,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/59831...,5998001656164.0,5998001656164.0,348.0,202.0
Gyömbér lédig,https://imageproxy.wolt.com/assets/689b6a08f18c6aaa80308557,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/199a6...,2003611170016.0,(nincs),559.8,561.8
Győri Korpovit ropogós keksz teljes kiőrlésű gabonával 174 g,https://imageproxy.wolt.com/assets/689b9eab87a8f04a4a7db008,https://imageproxy.wolt.com/assets/6970c76b7e37809df6dec450,7622210180278.0,7622210180278.0,569.0,599.0
"Gösser Natur Zitrone citromos alkoholmentes sörital 0,0% 330 ml",https://imageproxy.wolt.com/assets/689b8e859bbcfa1dc39bc7b9,https://imageproxy.wolt.com/assets/69b934597c28665a5e59256d,5998818175247.0,5998818175247.0,339.0,374.0
"Gösser Natur Zitrone citromos alkoholmentes sörital 0,0% 500 ml",https://imageproxy.wolt.com/assets/68da7c5fe4991e9d3ee0823a,https://imageproxy.wolt.com/assets/698f199d960776714feee168,5998818174134.0,5998818174134.0,439.0,469.0
"Gösser Natur Zitrone citromos alkoholmentes sörital 0,0% 6 x 500 ml",https://imageproxy.wolt.com/assets/689b8e7f9bbcfa1dc39bc7b4,https://imageproxy.wolt.com/assets/698f1990960776714feee157,5998818174028.0,5998818175087.0,2459.0,2579.0
"Gösser Natur Zitrone citromos sörital 2,0% 500 ml",https://imageproxy.wolt.com/assets/689b8e80f18c6aaa8030b041,https://imageproxy.wolt.com/assets/698f199e960776714feee16a,5998818174158.0,5998818174158.0,439.0,469.0
"Gösser Natur Zitrone mangó-citrom ízű alkoholmentes sörital 0,0% 500 ml",https://imageproxy.wolt.com/assets/689b8e7f9bbcfa1dc39bc7b2,https://imageproxy.wolt.com/assets/698f199e960776714feee169,5998818174127.0,5998818174127.0,439.0,469.0
"Gösser Natur Zitrone áfonya-citrom ízű alkoholmentes sörital 0,0% 500 ml",https://imageproxy.wolt.com/assets/689b8e7e9bbcfa1dc39bc7b0,https://imageproxy.wolt.com/assets/698f199d960776714feee167,5998818174097.0,5998818174097.0,439.0,469.0
Gösser Premium minőségi világos sör 5% 330 ml,https://imageproxy.wolt.com/assets/689b8e80f18c6aaa8030b044,https://imageproxy.wolt.com/assets/698f199f960776714feee16c,5998818174172.0,5998818174172.0,439.0,409.0
Hajdú laktózmentes serpenyős & grillsajt 225 g,https://imageproxy.wolt.com/assets/66793d78ad16d3049c1bd129,https://wolt-menu-images-cdn.wolt.com/menu-images/66544565d6a91b4d1392d750/68b0b...,5998207911302.0,5998207911302.0,1199.0,1295.0
