index,name,path,facet_code,facet,parent_path,depth,product_count
622,"Úszógumik, matracok","Most ajánlott!|Medencék, úszógumik|Úszógumik, matracok",TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NNZWRlbmMlQzMlQTlrLCUyMCVDMyVCQXN6JUMzJUIzZ3VtaWslN0MlQzMlOUFzeiVDMyVCM2d1bWlrLCUyMG1hdHJhY29r,b;TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NNZWRlbmMlQzMlQTlrLCUyMCVDMyVCQXN6JUMzJUIzZ3VtaWslN0MlQzMlOUFzeiVDMyVCM2d1bWlrLCUyMG1hdHJhY29r,"Most ajánlott!|Medencék, úszógumik",2,24
630,Prémium újdonságok,Most ajánlott!|Prémium újdonságok|Prémium újdonságok,TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NQciVDMyVBOW1pdW0lMjAlQzMlQkFqZG9ucyVDMyVBMWdvayU3Q1ByJUMzJUE5bWl1bSUyMCVDMyVCQWpkb25zJUMzJUExZ29r,b;TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NQciVDMyVBOW1pdW0lMjAlQzMlQkFqZG9ucyVDMyVBMWdvayU3Q1ByJUMzJUE5bWl1bSUyMCVDMyVCQWpkb25zJUMzJUExZ29r,Most ajánlott!|Prémium újdonságok,2,17
664,Grillsajtok,Most ajánlott!|Szabadtéri grill|Grillsajtok,TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NTemFiYWR0JUMzJUE5cmklMjBncmlsbCU3Q0dyaWxsc2FqdG9r,b;TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NTemFiYWR0JUMzJUE5cmklMjBncmlsbCU3Q0dyaWxsc2FqdG9r,Most ajánlott!|Szabadtéri grill,2,25
662,"Húsok, kolbászok","Most ajánlott!|Szabadtéri grill|Húsok, kolbászok",TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NTemFiYWR0JUMzJUE5cmklMjBncmlsbCU3Q0glQzMlQkFzb2ssJTIwa29sYiVDMyVBMXN6b2s=,b;TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NTemFiYWR0JUMzJUE5cmklMjBncmlsbCU3Q0glQzMlQkFzb2ssJTIwa29sYiVDMyVBMXN6b2s=,Most ajánlott!|Szabadtéri grill,2,40
691,Speciális táplálkozás,Most ajánlott!|Szabadtéri grill|Speciális táplálkozás,TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NTemFiYWR0JUMzJUE5cmklMjBncmlsbCU3Q1NwZWNpJUMzJUExbGlzJTIwdCVDMyVBMXBsJUMzJUExbGtveiVDMyVBMXM=,b;TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NTemFiYWR0JUMzJUE5cmklMjBncmlsbCU3Q1NwZWNpJUMzJUExbGlzJTIwdCVDMyVBMXBsJUMzJUExbGtveiVDMyVBMXM=,Most ajánlott!|Szabadtéri grill,2,6
682,"Szószok, fűszerek","Most ajánlott!|Szabadtéri grill|Szószok, fűszerek",TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NTemFiYWR0JUMzJUE5cmklMjBncmlsbCU3Q1N6JUMzJUIzc3pvaywlMjBmJUM1JUIxc3plcmVr,b;TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NTemFiYWR0JUMzJUE5cmklMjBncmlsbCU3Q1N6JUMzJUIzc3pvaywlMjBmJUM1JUIxc3plcmVr,Most ajánlott!|Szabadtéri grill,2,3
695,Alkoholos italok,Most ajánlott!|Többet olcsóbban|Alkoholos italok,TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NUJUMzJUI2YmJldCUyMG9sY3MlQzMlQjNiYmFuJTdDQWxrb2hvbG9zJTIwaXRhbG9r,b;TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NUJUMzJUI2YmJldCUyMG9sY3MlQzMlQjNiYmFuJTdDQWxrb2hvbG9zJTIwaXRhbG9r,Most ajánlott!|Többet olcsóbban,2,5
649,Otthon,Most ajánlott!|Többet olcsóbban|Otthon,TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NUJUMzJUI2YmJldCUyMG9sY3MlQzMlQjNiYmFuJTdDT3R0aG9u,b;TW9zdCUyMGFqJUMzJUExbmxvdHQlMjElN0NUJUMzJUI2YmJldCUyMG9sY3MlQzMlQjNiYmFuJTdDT3R0aG9u,Most ajánlott!|Többet olcsóbban,2,3
216,Fagyasztott gyümölcs,Mélyhűtött|Fagyasztott gyümölcs|Fagyasztott gyümölcs,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwZ3klQzMlQkNtJUMzJUI2bGNzJTdDRmFneWFzenRvdHQlMjBneSVDMyVCQ20lQzMlQjZsY3M=,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwZ3klQzMlQkNtJUMzJUI2bGNzJTdDRmFneWFzenRvdHQlMjBneSVDMyVCQ20lQzMlQjZsY3M=,Mélyhűtött|Fagyasztott gyümölcs,2,16
569,Friss tenger gyümölcsei,Mélyhűtött|Fagyasztott halak|Friss tenger gyümölcsei,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaGFsYWslN0NGcmlzcyUyMHRlbmdlciUyMGd5JUMzJUJDbSVDMyVCNmxjc2Vp,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaGFsYWslN0NGcmlzcyUyMHRlbmdlciUyMGd5JUMzJUJDbSVDMyVCNmxjc2Vp,Mélyhűtött|Fagyasztott halak,2,9
187,Halrudak és panírozott termékek,Mélyhűtött|Fagyasztott halak|Halrudak és panírozott termékek,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaGFsYWslN0NIYWxydWRhayUyMCVDMyVBOXMlMjBwYW4lQzMlQURyb3pvdHQlMjB0ZXJtJUMzJUE5a2Vr,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaGFsYWslN0NIYWxydWRhayUyMCVDMyVBOXMlMjBwYW4lQzMlQURyb3pvdHQlMjB0ZXJtJUMzJUE5a2Vr,Mélyhűtött|Fagyasztott halak,2,15
270,Halászlé alapok,Mélyhűtött|Fagyasztott halak|Halászlé alapok,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaGFsYWslN0NIYWwlQzMlQTFzemwlQzMlQTklMjBhbGFwb2s=,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaGFsYWslN0NIYWwlQzMlQTFzemwlQzMlQTklMjBhbGFwb2s=,Mélyhűtött|Fagyasztott halak,2,2
337,Natúr halak,Mélyhűtött|Fagyasztott halak|Natúr halak,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaGFsYWslN0NOYXQlQzMlQkFyJTIwaGFsYWs=,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaGFsYWslN0NOYXQlQzMlQkFyJTIwaGFsYWs=,Mélyhűtött|Fagyasztott halak,2,15
275,Panírozott csirke,Mélyhűtött|Fagyasztott hús és baromfi|Panírozott csirke,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaCVDMyVCQXMlMjAlQzMlQTlzJTIwYmFyb21maSU3Q1BhbiVDMyVBRHJvem90dCUyMGNzaXJrZQ==,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaCVDMyVCQXMlMjAlQzMlQTlzJTIwYmFyb21maSU3Q1BhbiVDMyVBRHJvem90dCUyMGNzaXJrZQ==,Mélyhűtött|Fagyasztott hús és baromfi,2,10
408,Panírozott pulyka,Mélyhűtött|Fagyasztott hús és baromfi|Panírozott pulyka,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaCVDMyVCQXMlMjAlQzMlQTlzJTIwYmFyb21maSU3Q1BhbiVDMyVBRHJvem90dCUyMHB1bHlrYQ==,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaCVDMyVCQXMlMjAlQzMlQTlzJTIwYmFyb21maSU3Q1BhbiVDMyVBRHJvem90dCUyMHB1bHlrYQ==,Mélyhűtött|Fagyasztott hús és baromfi,2,4
372,"Sertés, marha, baromfi, belsőségek","Mélyhűtött|Fagyasztott hús és baromfi|Sertés, marha, baromfi, belsőségek",TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaCVDMyVCQXMlMjAlQzMlQTlzJTIwYmFyb21maSU3Q1NlcnQlQzMlQTlzLCUyMG1hcmhhLCUyMGJhcm9tZmksJTIwYmVscyVDNSU5MXMlQzMlQTlnZWs=,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwaCVDMyVCQXMlMjAlQzMlQTlzJTIwYmFyb21maSU3Q1NlcnQlQzMlQTlzLCUyMG1hcmhhLCUyMGJhcm9tZmksJTIwYmVscyVDNSU5MXMlQzMlQTlnZWs=,Mélyhűtött|Fagyasztott hús és baromfi,2,5
448,Fagyasztott készételek,Mélyhűtött|Fagyasztott készételek és gombócok|Fagyasztott készételek,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwayVDMyVBOXN6JUMzJUE5dGVsZWslMjAlQzMlQTlzJTIwZ29tYiVDMyVCM2NvayU3Q0ZhZ3lhc3p0b3R0JTIwayVDMyVBOXN6JUMzJUE5dGVsZWs=,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwayVDMyVBOXN6JUMzJUE5dGVsZWslMjAlQzMlQTlzJTIwZ29tYiVDMyVCM2NvayU3Q0ZhZ3lhc3p0b3R0JTIwayVDMyVBOXN6JUMzJUE5dGVsZWs=,Mélyhűtött|Fagyasztott készételek és gombócok,2,61
310,Gombóc és derelye,Mélyhűtött|Fagyasztott készételek és gombócok|Gombóc és derelye,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwayVDMyVBOXN6JUMzJUE5dGVsZWslMjAlQzMlQTlzJTIwZ29tYiVDMyVCM2NvayU3Q0dvbWIlQzMlQjNjJTIwJUMzJUE5cyUyMGRlcmVseWU=,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwayVDMyVBOXN6JUMzJUE5dGVsZWslMjAlQzMlQTlzJTIwZ29tYiVDMyVCM2NvayU3Q0dvbWIlQzMlQjNjJTIwJUMzJUE5cyUyMGRlcmVseWU=,Mélyhűtött|Fagyasztott készételek és gombócok,2,9
253,Party falatok,Mélyhűtött|Fagyasztott készételek és gombócok|Party falatok,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwayVDMyVBOXN6JUMzJUE5dGVsZWslMjAlQzMlQTlzJTIwZ29tYiVDMyVCM2NvayU3Q1BhcnR5JTIwZmFsYXRvaw==,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwayVDMyVBOXN6JUMzJUE5dGVsZWslMjAlQzMlQTlzJTIwZ29tYiVDMyVCM2NvayU3Q1BhcnR5JTIwZmFsYXRvaw==,Mélyhűtött|Fagyasztott készételek és gombócok,2,16
171,"Rántott zöldségek, rántott sajt","Mélyhűtött|Fagyasztott készételek és gombócok|Rántott zöldségek, rántott sajt",TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwayVDMyVBOXN6JUMzJUE5dGVsZWslMjAlQzMlQTlzJTIwZ29tYiVDMyVCM2NvayU3Q1IlQzMlQTFudG90dCUyMHolQzMlQjZsZHMlQzMlQTlnZWssJTIwciVDMyVBMW50b3R0JTIwc2FqdA==,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwayVDMyVBOXN6JUMzJUE5dGVsZWslMjAlQzMlQTlzJTIwZ29tYiVDMyVCM2NvayU3Q1IlQzMlQTFudG90dCUyMHolQzMlQjZsZHMlQzMlQTlnZWssJTIwciVDMyVBMW50b3R0JTIwc2FqdA==,Mélyhűtött|Fagyasztott készételek és gombócok,2,15
877,"Baguette, péksütemény","Mélyhűtött|Fagyasztott pizza és péktermék|Baguette, péksütemény",TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwcGl6emElMjAlQzMlQTlzJTIwcCVDMyVBOWt0ZXJtJUMzJUE5ayU3Q0JhZ3VldHRlLCUyMHAlQzMlQTlrcyVDMyVCQ3RlbSVDMyVBOW55,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwcGl6emElMjAlQzMlQTlzJTIwcCVDMyVBOWt0ZXJtJUMzJUE5ayU3Q0JhZ3VldHRlLCUyMHAlQzMlQTlrcyVDMyVCQ3RlbSVDMyVBOW55,Mélyhűtött|Fagyasztott pizza és péktermék,2,5
873,Péktermék,Mélyhűtött|Fagyasztott pizza és péktermék|Péktermék,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwcGl6emElMjAlQzMlQTlzJTIwcCVDMyVBOWt0ZXJtJUMzJUE5ayU3Q1AlQzMlQTlrdGVybSVDMyVBOWs=,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwcGl6emElMjAlQzMlQTlzJTIwcCVDMyVBOWt0ZXJtJUMzJUE5ayU3Q1AlQzMlQTlrdGVybSVDMyVBOWs=,Mélyhűtött|Fagyasztott pizza és péktermék,2,21
875,Vastagtésztás pizzák,Mélyhűtött|Fagyasztott pizza és péktermék|Vastagtésztás pizzák,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwcGl6emElMjAlQzMlQTlzJTIwcCVDMyVBOWt0ZXJtJUMzJUE5ayU3Q1Zhc3RhZ3QlQzMlQTlzenQlQzMlQTFzJTIwcGl6eiVDMyVBMWs=,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwcGl6emElMjAlQzMlQTlzJTIwcCVDMyVBOWt0ZXJtJUMzJUE5ayU3Q1Zhc3RhZ3QlQzMlQTlzenQlQzMlQTFzJTIwcGl6eiVDMyVBMWs=,Mélyhűtött|Fagyasztott pizza és péktermék,2,4
313,Vékonytésztás pizzák,Mélyhűtött|Fagyasztott pizza és péktermék|Vékonytésztás pizzák,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwcGl6emElMjAlQzMlQTlzJTIwcCVDMyVBOWt0ZXJtJUMzJUE5ayU3Q1YlQzMlQTlrb255dCVDMyVBOXN6dCVDMyVBMXMlMjBwaXp6JUMzJUExaw==,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIwcGl6emElMjAlQzMlQTlzJTIwcCVDMyVBOWt0ZXJtJUMzJUE5ayU3Q1YlQzMlQTlrb255dCVDMyVBOXN6dCVDMyVBMXMlMjBwaXp6JUMzJUExaw==,Mélyhűtött|Fagyasztott pizza és péktermék,2,25
149,Fagyasztott burgonya,Mélyhűtött|Fagyasztott zöldség|Fagyasztott burgonya,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIweiVDMyVCNmxkcyVDMyVBOWclN0NGYWd5YXN6dG90dCUyMGJ1cmdvbnlh,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIweiVDMyVCNmxkcyVDMyVBOWclN0NGYWd5YXN6dG90dCUyMGJ1cmdvbnlh,Mélyhűtött|Fagyasztott zöldség,2,29
63,Fagyasztott zöldségek,Mélyhűtött|Fagyasztott zöldség|Fagyasztott zöldségek,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIweiVDMyVCNmxkcyVDMyVBOWclN0NGYWd5YXN6dG90dCUyMHolQzMlQjZsZHMlQzMlQTlnZWs=,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIweiVDMyVCNmxkcyVDMyVBOWclN0NGYWd5YXN6dG90dCUyMHolQzMlQjZsZHMlQzMlQTlnZWs=,Mélyhűtött|Fagyasztott zöldség,2,65
887,Fagyasztott zöldségkeverék,Mélyhűtött|Fagyasztott zöldség|Fagyasztott zöldségkeverék,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIweiVDMyVCNmxkcyVDMyVBOWclN0NGYWd5YXN6dG90dCUyMHolQzMlQjZsZHMlQzMlQTlna2V2ZXIlQzMlQTlr,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0ZhZ3lhc3p0b3R0JTIweiVDMyVCNmxkcyVDMyVBOWclN0NGYWd5YXN6dG90dCUyMHolQzMlQjZsZHMlQzMlQTlna2V2ZXIlQzMlQTlr,Mélyhűtött|Fagyasztott zöldség,2,2
879,Dobozos jégkrémek,Mélyhűtött|Jégkrémek|Dobozos jégkrémek,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0olQzMlQTlna3IlQzMlQTltZWslN0NEb2Jvem9zJTIwaiVDMyVBOWdrciVDMyVBOW1law==,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0olQzMlQTlna3IlQzMlQTltZWslN0NEb2Jvem9zJTIwaiVDMyVBOWdrciVDMyVBOW1law==,Mélyhűtött|Jégkrémek,2,113
571,Jégkrémválogatások,Mélyhűtött|Jégkrémek|Jégkrémválogatások,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0olQzMlQTlna3IlQzMlQTltZWslN0NKJUMzJUE5Z2tyJUMzJUE5bXYlQzMlQTFsb2dhdCVDMyVBMXNvaw==,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0olQzMlQTlna3IlQzMlQTltZWslN0NKJUMzJUE5Z2tyJUMzJUE5bXYlQzMlQTFsb2dhdCVDMyVBMXNvaw==,Mélyhűtött|Jégkrémek,2,65
882,Pálcikás és tölcséres jégkrémek,Mélyhűtött|Jégkrémek|Pálcikás és tölcséres jégkrémek,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0olQzMlQTlna3IlQzMlQTltZWslN0NQJUMzJUExbGNpayVDMyVBMXMlMjAlQzMlQTlzJTIwdCVDMyVCNmxjcyVDMyVBOXJlcyUyMGolQzMlQTlna3IlQzMlQTltZWs=,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0olQzMlQTlna3IlQzMlQTltZWslN0NQJUMzJUExbGNpayVDMyVBMXMlMjAlQzMlQTlzJTIwdCVDMyVCNmxjcyVDMyVBOXJlcyUyMGolQzMlQTlna3IlQzMlQTltZWs=,Mélyhűtött|Jégkrémek,2,80
556,Rétesek és torták,Mélyhűtött|Jégkrémek|Rétesek és torták,TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0olQzMlQTlna3IlQzMlQTltZWslN0NSJUMzJUE5dGVzZWslMjAlQzMlQTlzJTIwdG9ydCVDMyVBMWs=,b;TSVDMyVBOWx5aCVDNSVCMXQlQzMlQjZ0dCU3Q0olQzMlQTlna3IlQzMlQTltZWslN0NSJUMzJUE5dGVzZWslMjAlQzMlQTlzJTIwdG9ydCVDMyVBMWs=,Mélyhűtött|Jégkrémek,2,4
1661,Autóápolás,Otthon-hobbi|Autós kiegészítők|Autóápolás,T3R0aG9uLWhvYmJpJTdDQXV0JUMzJUIzcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFrJTdDQXV0JUMzJUIzJUMzJUExcG9sJUMzJUExcw==,b;T3R0aG9uLWhvYmJpJTdDQXV0JUMzJUIzcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFrJTdDQXV0JUMzJUIzJUMzJUExcG9sJUMzJUExcw==,Otthon-hobbi|Autós kiegészítők,2,74
1686,Biztonság,Otthon-hobbi|Autós kiegészítők|Biztonság,T3R0aG9uLWhvYmJpJTdDQXV0JUMzJUIzcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFrJTdDQml6dG9ucyVDMyVBMWc=,b;T3R0aG9uLWhvYmJpJTdDQXV0JUMzJUIzcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFrJTdDQml6dG9ucyVDMyVBMWc=,Otthon-hobbi|Autós kiegészítők,2,6
1642,"Folyadékok, spray","Otthon-hobbi|Autós kiegészítők|Folyadékok, spray",T3R0aG9uLWhvYmJpJTdDQXV0JUMzJUIzcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFrJTdDRm9seWFkJUMzJUE5a29rLCUyMHNwcmF5,b;T3R0aG9uLWhvYmJpJTdDQXV0JUMzJUIzcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFrJTdDRm9seWFkJUMzJUE5a29rLCUyMHNwcmF5,Otthon-hobbi|Autós kiegészítők,2,16
1342,Illatosítók,Otthon-hobbi|Autós kiegészítők|Illatosítók,T3R0aG9uLWhvYmJpJTdDQXV0JUMzJUIzcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFrJTdDSWxsYXRvcyVDMyVBRHQlQzMlQjNr,b;T3R0aG9uLWhvYmJpJTdDQXV0JUMzJUIzcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFrJTdDSWxsYXRvcyVDMyVBRHQlQzMlQjNr,Otthon-hobbi|Autós kiegészítők,2,70
1679,Kiegészítők,Otthon-hobbi|Autós kiegészítők|Kiegészítők,T3R0aG9uLWhvYmJpJTdDQXV0JUMzJUIzcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFrJTdDS2llZyVDMyVBOXN6JUMzJUFEdCVDNSU5MWs=,b;T3R0aG9uLWhvYmJpJTdDQXV0JUMzJUIzcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFrJTdDS2llZyVDMyVBOXN6JUMzJUFEdCVDNSU5MWs=,Otthon-hobbi|Autós kiegészítők,2,70
1681,Motorolaj,Otthon-hobbi|Autós kiegészítők|Motorolaj,T3R0aG9uLWhvYmJpJTdDQXV0JUMzJUIzcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFrJTdDTW90b3JvbGFq,b;T3R0aG9uLWhvYmJpJTdDQXV0JUMzJUIzcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFrJTdDTW90b3JvbGFq,Otthon-hobbi|Autós kiegészítők,2,26
1598,Elektromos kiegészítők,Otthon-hobbi|Barkácsolás|Elektromos kiegészítők,T3R0aG9uLWhvYmJpJTdDQmFyayVDMyVBMWNzb2wlQzMlQTFzJTdDRWxla3Ryb21vcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFr,b;T3R0aG9uLWhvYmJpJTdDQmFyayVDMyVBMWNzb2wlQzMlQTFzJTdDRWxla3Ryb21vcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFr,Otthon-hobbi|Barkácsolás,2,169
619,Festés és egyéb barkács kiegészítők,Otthon-hobbi|Barkácsolás|Festés és egyéb barkács kiegészítők,T3R0aG9uLWhvYmJpJTdDQmFyayVDMyVBMWNzb2wlQzMlQTFzJTdDRmVzdCVDMyVBOXMlMjAlQzMlQTlzJTIwZWd5JUMzJUE5YiUyMGJhcmslQzMlQTFjcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFr,b;T3R0aG9uLWhvYmJpJTdDQmFyayVDMyVBMWNzb2wlQzMlQTFzJTdDRmVzdCVDMyVBOXMlMjAlQzMlQTlzJTIwZWd5JUMzJUE5YiUyMGJhcmslQzMlQTFjcyUyMGtpZWclQzMlQTlzeiVDMyVBRHQlQzUlOTFr,Otthon-hobbi|Barkácsolás,2,200
1626,Ragasztás,Otthon-hobbi|Barkácsolás|Ragasztás,T3R0aG9uLWhvYmJpJTdDQmFyayVDMyVBMWNzb2wlQzMlQTFzJTdDUmFnYXN6dCVDMyVBMXM=,b;T3R0aG9uLWhvYmJpJTdDQmFyayVDMyVBMWNzb2wlQzMlQTFzJTdDUmFnYXN6dCVDMyVBMXM=,Otthon-hobbi|Barkácsolás,2,38
1664,Szaniter,Otthon-hobbi|Barkácsolás|Szaniter,T3R0aG9uLWhvYmJpJTdDQmFyayVDMyVBMWNzb2wlQzMlQTFzJTdDU3phbml0ZXI=,b;T3R0aG9uLWhvYmJpJTdDQmFyayVDMyVBMWNzb2wlQzMlQTFzJTdDU3phbml0ZXI=,Otthon-hobbi|Barkácsolás,2,33
1640,Bevásárlótáska,Otthon-hobbi|Bevásárlótáska|Bevásárlótáska,T3R0aG9uLWhvYmJpJTdDQmV2JUMzJUExcyVDMyVBMXJsJUMzJUIzdCVDMyVBMXNrYSU3Q0JldiVDMyVBMXMlQzMlQTFybCVDMyVCM3QlQzMlQTFza2E=,b;T3R0aG9uLWhvYmJpJTdDQmV2JUMzJUExcyVDMyVBMXJsJUMzJUIzdCVDMyVBMXNrYSU3Q0JldiVDMyVBMXMlQzMlQTFybCVDMyVCM3QlQzMlQTFza2E=,Otthon-hobbi|Bevásárlótáska,2,8
1637,Háztartási kisgépek,"Otthon-hobbi|Háztartási gépek, elektronika|Háztartási kisgépek",T3R0aG9uLWhvYmJpJTdDSCVDMyVBMXp0YXJ0JUMzJUExc2klMjBnJUMzJUE5cGVrLCUyMGVsZWt0cm9uaWthJTdDSCVDMyVBMXp0YXJ0JUMzJUExc2klMjBraXNnJUMzJUE5cGVr,b;T3R0aG9uLWhvYmJpJTdDSCVDMyVBMXp0YXJ0JUMzJUExc2klMjBnJUMzJUE5cGVrLCUyMGVsZWt0cm9uaWthJTdDSCVDMyVBMXp0YXJ0JUMzJUExc2klMjBraXNnJUMzJUE5cGVr,"Otthon-hobbi|Háztartási gépek, elektronika",2,59
