barcode,old_name,new_name,old_price,new_price,old_category,new_category
5997951103605.0,Sweetab 3in1 cappuccino azonnal oldódó kávéspecialitás 10 x 10 g (100 g),Sweetab 3in1 Cappuccino azonnal oldódó kávéspecialitás fruktózzal 10 x 10 g (100 g),849.0,944.0,instant-kave-285,vizek-uditok-136
5998038312675.0,Cornexi nexi kókuszos müzliszelet kakaós tejbevonótalppal édesítőszerrel 25 g,Cornexi kókuszos müzliszelet kakaós tejbevonótalppal édesítőszerrel 25 g,119.0,129.0,muzliszelet-gabonapehely-szelet-111,egyeb-alkoholos-italok-koktelok-181
5998038312705.0,"Cornexi nexi piros gyümölcsös müzliszelet  édesítőszerrel, hozzáadott cukor nélkül 25 g","Cornexi piros gyümölcsös müzliszelet  hozzáadott cukor nélkül, édesítőszerrel 25 g",119.0,129.0,muzliszelet-gabonapehely-szelet-111,egyeb-alkoholos-italok-koktelok-181
5998200140174.0,"Mizo UHT zsírszegény tej 1,5% 1 l","Mizo UHT zsírszegény tej 1.5%, 1000 ml",399.0,379.0,tej-48,sutesi-alapanyagok-96
5998200460197.0,Mizo zsírszegény kakaó 450 ml,Mizo zsírszegény kakaós ital 450 ml,489.0,529.0,izesitett-tejitalok-jegeskave-57,tablas-csokoladek-106
5998200484209.0,Mizo Protein sovány laktózmentes tej 1 l,Mizo Protein UHT sovány laktózmentes tej 1 l,799.0,755.0,laktozmentes-84,zabpehely-zabkasa-rizskasa-70
5998202943797.0,"Nádudvari kefir 1,4 350g","Nádudvari zsírszegény élőflórás kefir 1,4% 350 g",329.0,355.0,kefir-aludttej-54,etelizesito-leveskocka-102
5998207722519.0,"Zöldfarm BIO UHT tej 2,8% 1 l","Zöldfarm UHT félzsíros bio tej 2,8% 1 l",799.0,799.0,tej-48,sutesi-alapanyagok-96
5998304065717.0,Szegedi Paprika szegedi fűszerpaprika-őrlemény 80 g,Szegedi Paprika édes szegedi fűszerpaprika-őrlemény 80 g,739.0,794.0,fuszerek-99,savanyusag-161
5998400561045.0,Nagyi titka étkezési búzadara BD 1 kg,Nagyi titka étkezési búzadara 1 kg,459.0,479.0,buzadara-liszt-zsemlemorzsa-95,szendvicskremek-es-pastetomok-156
5998400562042.0,Nagyi titka búzarétesliszt BFF 55 1 kg,Nagyi titka búzarétesliszt 1 kg,329.0,329.0,buzadara-liszt-zsemlemorzsa-95,szendvicskremek-es-pastetomok-156
5998400562240.0,Nagyi titka búzafinomliszt BL 55 1 kg,Nagyi titka búzafinomliszt 1 kg,310.0,310.0,buzadara-liszt-zsemlemorzsa-95,szendvicskremek-es-pastetomok-156
5998400562288.0,Nagyi titka búzakenyérliszt BL-80 1 kg,Nagyi titka fehér búzakenyérliszt BL80 1 kg,469.0,499.0,buzadara-liszt-zsemlemorzsa-95,szendvicskremek-es-pastetomok-156
5998400562400.0,Nagyi titka teljes kiőrlésű búzaliszt 1 kg,Nagyi titka teljes kiőrlésű búzaliszt BTKL 1 kg,469.0,489.0,buzadara-liszt-zsemlemorzsa-95,szendvicskremek-es-pastetomok-156
5998711723163.0,Philadelphia Original sajtos szendvicskrém 125 g,"Philadelphia Original sajtos szendvicskrém, 125 g",1029.0,1114.0,vajkrem-sajtkrem-korozott-50,kemenyito-zselatin-98
5998711723170.0,Philadelphia Light sajtos szendvicskrém 125 g,"Philadelphia Light sajtos szendvicskrém, 125 g",1029.0,1114.0,vajkrem-sajtkrem-korozott-50,kemenyito-zselatin-98
5998711723187.0,Philadelphia sajtos szendvicskrém zöldfűszerekkel 125 g,"Philadelphia sajtos szendvicskrém zöldfűszerekkel, 125 g",1029.0,1114.0,vajkrem-sajtkrem-korozott-50,kemenyito-zselatin-98
5998817919491.0,"Pécsi Sör Prémium Lager minőségi világos sör 5% 0,5 l","Pécsi Sör Prémium Lager bio minőségi világos sör 5% 0,5 l",449.0,490.0,vilagos-sor-231,kezmuves-sor-230
5998818174165.0,"Gösser Premium minőségi világos sör 5,0% 500 ml",Gösser Premium minőségi világos sör 5% 500 ml,469.0,500.0,vilagos-sor-231,kezmuves-sor-230
5998818174202.0,"Heineken minőségi világos sör 5% 0,5 l","Heineken minőségi világos sör 5%, 500 ml",509.0,544.0,vilagos-sor-231,kezmuves-sor-230
5998818174219.0,"Heineken minőségi világos sör 5% 0,33 l","Heineken Original minőségi világos sör 5% 0,33 l",419.0,449.0,vilagos-sor-231,kezmuves-sor-230
5998821517645.0,"Żubrówka Biała vodka 37,5% 0,5 l","Żubrówka Biała vodka 37.5%, 500 ml",3699.0,3989.0,vodka-182,csonthejas-gyumolcsok-239
5999139000041.0,"Tatratea erdei gyümölcsös tea likőr 62% 0,7 l","Tatratea erdei gyümölcsös tea likőr 62%, 700 ml",13049.0,14150.0,likor-172,cider-236
5999511837043.0,"Freego gluténmentes almás-fahélyas krokett, gyorsfagyasztott 360 g",Freego gyorsfagyasztott gluténmentes almás-fahéjas krokett 360 g,1399.0,1599.0,glutenmentes-termekek-135,gabonapehely-71
5999550782342.0,Tanyasi friss rántani való csirke zsigerelve belsőség nélkül,Master Good friss rántani való csirke zsigerelve belsőség nélkül,2770.3,2880.8,baromfi-119,sertes-121
5999550782359.0,Tanyasi friss csirke zsigerelve belsőség nélkül,Master Good friss tanyasi csirke zsigerelve belsőség nélkül,2744.55,2991.6,baromfi-119,sertes-121
5999550782380.0,Tanyasi friss csirke mellfilé,Royal friss tanyasi csirkemellfilé,2666.84,2706.28,baromfi-119,sertes-121
5999550782397.0,Tanyasi friss csirke comb,Royal friss tanyasi csirke comb,1491.7,1551.2,baromfi-119,sertes-121
5999550782427.0,Tanyasi friss csirke szárny,Master Good friss tanyasi csirkeszárny,1557.6,1632.8,baromfi-119,sertes-121
5999550782458.0,Tanyasi friss tanyasi csirke bőségtál,Master Good friss tanyasi csirke bőségtál,4158.7,4912.7,baromfi-119,sertes-121
5999561991528.0,Tokaj Spirit Saint's krémlikőr whisky-vel 15% 500 ml,Tokaj Spirit Saint's krémlikőr whiskyvel 15% 500 ml,2249.0,2574.0,likor-172,cider-236
5999563677864.0,Jókenyér friss kovászos burgonyás rozsos kenyér 500 g,Jókenyér kovászos burgonyás rozsos kenyér 500 g,659.0,714.0,kenyerek-27,kave-75
5999571050611.0,"HELL Ice Coffee Salted Caramel UHT laktózmentes sós karamell ízű ital tejjel, kávékivonattal 250 ml","HELL Ice Coffee Salted Caramel UHT laktózmentes sós karamell ízű ital tejjel, kávékivonattal, 250 ml",399.0,434.0,laktozmentes-84,zabpehely-zabkasa-rizskasa-70
5999860934462.0,"Pannonhalmi Főapátság Sörfőzde Quadrupel barna sör 10% 0,33 l","Pannonhalmi Főapátság Sörfőzde Quadrupel barna sör 10%, 330 ml",1049.0,1109.0,kezmuves-sor-230,jegkocka-229
5999880160544.0,Trend+ Fitt&Well csökkentett szénhidráttartalmú kenyér 350 g,Trend+ csökkentett szénhidráttartalmú brotter 350 g,799.0,864.0,kenyerek-27,kave-75
5999880160971.0,Jókenyér friss kovászos rozskenyér 500 g,Jókenyér kovászos rozskenyér 500 g,699.0,755.0,kenyerek-27,kave-75
5999880160988.0,Jókenyér friss kovászos wellness kenyér 500 g,Jókenyér kovászos wellness kenyér 500 g,699.0,755.0,kenyerek-27,kave-75
7613035619425.0,Nestlé Fitness granola csokoládé darabokkal 300 g,Fitness granola csokoládé darabokkal 300 g,1799.0,1909.0,muzli-granola-72,koret-130
7613035758834.0,"Nestlé Fitness Ropogós gabonafalatok zabpehellyel, áfonyával, tökmaggal és ásványi anyagokkal 300 g","Fitness Granola áfonyával, tökmaggal 300 g",1799.0,1909.0,muzli-granola-72,koret-130
7613036595735.0,"NESCAFÉ Dolce Gusto Flat White tejes kávékapszula 16 db/ 16 csésze (187,2 g)","Nescafé Dolce Gusto Flat White tejes kávékapszula 187,2 g, 16 db",2399.0,2519.0,kapszulas-kave-283,vegan-termekek-134
7622202287923.0,Milka Wafelini Tejes Tejcsokoládé 31.5 g,"Milka Nussini ostya mogyorós töltelékkel, mogyoródarabokkal és tejcsokoládéval bevonva 31,5 g",199.0,209.0,csokolade-105,alkoholok-171
7622202323102.0,MILKA TEJES TÁBLÁS CSOKOLÁDÉ 45 g,Milka alpesi tej felhasználásával készült tejcsokoládé 45 g,399.0,419.0,csokolade-105,alkoholok-171
7622202328961.0,MILKA HAZELNUTS TÁBLÁS CSOKOLÁDÉ 45 g,Milka alpesi tej felhasználásával készült tejcsokoládé törtmogyoróval 45 g,399.0,419.0,csokolade-105,alkoholok-171
7622210145413.0,Sport Max tejcsokoládéval mártott rumos ízű kakaós szelet 51 g,Sport XXL tejcsokoládéval mártott rumos ízű kakaós szelet 51 g,379.0,314.0,csokolade-105,alkoholok-171
7622210230416.0,Philadelphia laktózmentes natúr szendvicskrém 150 g,"Philadelphia laktózmentes natúr szendvicskrém, 150 g",1199.0,1295.0,laktozmentes-termekek-59,zabpehely-zabkasa-rizskasa-70
7622210277503.0,Milka Mmmax Oreo Alpesi Tejcsokoládé Vanília ízű Tejes Krémtöltelékkel és Kakaós Keksszel 300 G,"Milka Mmmax Oreo alpesi tejcsokoládé vanília ízű tejes krémtöltelékkel és kakaós keksszel, 300 g",2239.0,2099.0,tablas-csokoladek-106,likor-172
7622210623317.0,Milka Alpesi Tejcsokoládé Meggyízű Tejes Krémtöltelékkel és Meggyes Gyümölcskrémmel 100 G,"Milka alpesi tejcsokoládé meggyízű tejes krémtöltelékkel és meggyes gyümölcskrémmel, 100 g",699.0,734.0,tablas-csokoladek-106,likor-172
8003490037909.0,Roberto teljes kiőrlésű kenyér olívaolajjal 400 g,Roberto kenyér teljes kiőrlésű búzaliszttel és olívaolajjal  400 g,849.0,919.0,kenyerek-27,kave-75
8003490038005.0,Roberto durumbúza kenyér extra szűz olívaolajjal 400 g,Roberto kenyér durumbúza darával és extraszűz olívaolajjal 400 g,849.0,919.0,kenyerek-27,kave-75
8003753158556.0,Illy Espresso Classico őrölt-pörkölt kávé kapszulában 10 db 57 g,"Illy Espresso Classico őrölt-pörkölt kávé kapszulában, 57 g, 10 db",2499.0,2624.0,kapszulas-kave-283,vegan-termekek-134
8006207000098.0,Fallini reszelt sajt 80 g,Fallini Formaggi szárított és reszelt sajtok keveréke 80 g,1169.0,1264.0,kemeny-felkemeny-sajtok-35,laktozmentes-84
8008440212252.0,"Peroni Nastro Azzurro Stile Capri ízesített világos sör keveréke 4,2% 0,33 l","Peroni Nastro Azzurro Stile Capri ízesített világos sör keveréke 4.2%, 330 ml",549.0,605.0,vilagos-sor-231,kezmuves-sor-230
8424536921455.0,Floriol kevert olívaolaj 500 ml,Floriol Cooking hevíthető olívaolaj sütéshez 500 ml,3949.0,4149.0,ecet-olaj-citromle-97,antipasti-159
8426617002473.0,Haribo Veggie Pico-Balla gyümölcsízű gumicukorka 85 g,Haribo Pico-Balla gyümölcsízű gumicukorka 85 g,489.0,564.0,gumicukor-110,palinka-180
8445291036192.0,Nesquik instant cukrozott kakaóitalpor vitaminokkal 600 g,"Nesquik instant cukrozott kakaóitalpor vitaminokkal, 600 g",2249.0,2519.0,kakao-77,szensavas-uditoital-141
8445291036635.0,Nesquik instant cukrozott kakaóitalpor vitaminokkal 150 g,"Nesquik instant cukrozott kakaóitalpor vitaminokkal, 150 g",899.0,999.0,kakao-77,szensavas-uditoital-141
8585002477255.0,Maggi pörköltszaftkocka 120 g,"Maggi pörköltszaftkocka, 120 g",839.0,884.0,etelizesito-leveskocka-102,grill-es-pac-szoszok-167
8586000515741.0,Real Nature epres-banános joghurtital 250 g,Real Nature eper-banán zsírszegény joghurtital 250 g,349.0,379.0,joghurtitalok-56,csokolade-105
8593893007468.0,Nestlé Chocapic csokiízű gabonapehely-szelet tejbevonó talppal vitaminokkal 25 g,Chocapic csokiízű gabonapehely-szelet tejbevonó talppal vitaminokkal 25 g,229.0,249.0,muzliszelet-gabonapehely-szelet-111,egyeb-alkoholos-italok-koktelok-181
8594403709018.0,"Budweiser Budvar Original cseh prémium világos sör 5% 0,5 l","Budweiser Budvar Original cseh prémium világos sör 5%, 500 ml",499.0,554.0,vilagos-sor-231,kezmuves-sor-230
8594404023380.0,"Pilsner Urquell minőségi világos sör 4,4% 0,5 l","Pilsner Urquell minőségi világos sör 4.4%, 500 ml",549.0,605.0,vilagos-sor-231,kezmuves-sor-230
