key,base_unit,base_price_diff_b_minus_a,base_price_pct_b_minus_a,Spar_product_name,Tesco_product_name,Spar_barcode,Tesco_barcode,Spar_unit_price,Tesco_unit_price,Spar_unit_type,Tesco_unit_type,Spar_unit_step,Tesco_unit_step,Spar_base_price,Tesco_base_price,Spar_categories,Tesco_categories
"5999136650171|hungaria irsai olivér extra dry palackban erjesztett minőségi pezsgő 11,5% 0,75 l",l,-13.333,-0.26,"Hungaria Irsai Olivér Extra Dry palackban erjesztett minőségi pezsgő 11,5% 0,75 l","Hungaria Irsai Olivér Extra Dry palackban erjesztett minőségi pezsgő 11,5% 0,75 l",5999136650171,05999136650171,3849.0,3839.0,ml,ml,750.0,750.0,5132.0,5118.667,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők
"5999136650201|hungaria grande cuvée brut palackban erjesztett fehér minőségi pezsgő 12% 0,75 l",l,-220.0,-4.121,"Hungaria Grande Cuvée Brut palackban erjesztett fehér minőségi pezsgő 12% 0,75 l","Hungaria Grande Cuvée Brut palackban erjesztett fehér minőségi pezsgő 12% 0,75 l",5999136650201,05999136650201,4004.0,3839.0,ml,ml,750.0,750.0,5338.667,5118.667,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők
"5999136650515|törley brut fehér minőségi pezsgő 12,5% 0,75 l",l,-200.0,-4.439,"Törley Brut fehér minőségi pezsgő 12,5% 0,75 l","Törley Brut fehér minőségi pezsgő 12,5% 0,75 l",5999136650515,05999136650515,3379.0,3229.0,ml,ml,750.0,750.0,4505.333,4305.333,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők
"5999136650539|törley ice white edition félszáraz fehér pezsgő 11% 0,75 l",l,-120.0,-2.84,"Törley Ice White Edition félszáraz fehér pezsgő 11% 0,75 l","Törley Ice White Edition félszáraz fehér pezsgő 11% 0,75 l",5999136650539,05999136650539,3169.0,3079.0,ml,ml,750.0,750.0,4225.333,4105.333,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Félszáraz pezsgők
"5999136650584|törley muscosecco száraz, fehér pezsgő 11% 0,75 l",l,-173.333,-6.106,"Törley Muscosecco száraz, fehér pezsgő 11% 0,75 l","Törley Muscosecco száraz, fehér pezsgő 11% 0,75 l",5999136650584,05999136650584,2129.0,1999.0,ml,ml,750.0,750.0,2838.667,2665.333,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők
"5999136650607|törley gála sec száraz, fehér pezsgő 12% 0,75 l",l,-173.333,-6.106,"Törley Gála Sec száraz, fehér pezsgő 12% 0,75 l","Törley Gála Sec száraz, fehér pezsgő 12% 0,75 l",5999136650607,05999136650607,2129.0,1999.0,ml,ml,750.0,750.0,2838.667,2665.333,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők
"5999136650614|törley talisman félszáraz, fehér pezsgő 11% 0,75 l",l,-173.333,-6.106,"Törley Talisman félszáraz, fehér pezsgő 11% 0,75 l","Törley Talisman félszáraz, fehér pezsgő 11% 0,75 l",5999136650614,05999136650614,2129.0,1999.0,ml,ml,750.0,750.0,2838.667,2665.333,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Félszáraz pezsgők
"5999136650621|törley fortuna édes, illatos minőségi pezsgő 11% 0,75 l",l,-173.333,-6.106,"Törley Fortuna édes, illatos minőségi pezsgő 11% 0,75 l","Törley Fortuna édes, illatos minőségi pezsgő 11% 0,75 l",5999136650621,05999136650621,2129.0,1999.0,ml,ml,750.0,750.0,2838.667,2665.333,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Édes pezsgők
"5999136650638|törley charmant doux édes, fehér pezsgő 10,5% 0,75 l",l,-173.333,-6.106,"Törley Charmant Doux édes, fehér pezsgő 10,5% 0,75 l","Törley Charmant Doux édes, fehér pezsgő 10,5% 0,75 l",5999136650638,05999136650638,2129.0,1999.0,ml,ml,750.0,750.0,2838.667,2665.333,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Édes pezsgők
"5999136650645|törley muscateller édes, fehér pezsgő 10,5% 0,75 l",l,-173.333,-6.106,"Törley Muscateller édes, fehér pezsgő 10,5% 0,75 l","Törley Muscateller édes, fehér pezsgő 10,5% 0,75 l",5999136650645,05999136650645,2129.0,1999.0,ml,ml,750.0,750.0,2838.667,2665.333,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Édes pezsgők
"5999136650652|törley charmant rouge édes, vörös pezsgő 12% 0,75 l",l,-173.333,-6.106,"Törley Charmant Rouge édes, vörös pezsgő 12% 0,75 l","Törley Charmant Rouge édes, vörös pezsgő 12% 0,75 l",5999136650652,05999136650652,2129.0,1999.0,ml,ml,750.0,750.0,2838.667,2665.333,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Édes pezsgők
"5999136650669|törley charmant rosé édes, rosé pezsgő 11% 0,75 l",l,-173.333,-6.106,"Törley Charmant Rosé édes, rosé pezsgő 11% 0,75 l","Törley Charmant Rosé édes, rosé pezsgő 11% 0,75 l",5999136650669,05999136650669,2129.0,1999.0,ml,ml,750.0,750.0,2838.667,2665.333,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Édes pezsgők
"5999136650706|bb száraz fehér pezsgő 11% 0,75 l",l,-133.333,-5.498,"BB száraz fehér pezsgő 11% 0,75 l","BB száraz fehér pezsgő 11% 0,75 l",5999136650706,05999136650706,1819.0,1719.0,ml,ml,750.0,750.0,2425.333,2292.0,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők
"5999136650782|törley excellence chardonnay különlegesen száraz, fehér pezsgő 12,5% 0,75 l",l,-173.333,-4.102,"Törley Excellence Chardonnay különlegesen száraz, fehér pezsgő 12,5% 0,75 l","Törley Excellence Chardonnay különlegesen száraz, fehér pezsgő 12,5% 0,75 l",5999136650782,05999136650782,3169.0,3039.0,ml,ml,750.0,750.0,4225.333,4052.0,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők
"5999136650799|törley excellence sárga muskotály édes, fehér pezsgő 10,5% 0,75 l",l,-173.333,-4.102,"Törley Excellence Sárga Muskotály édes, fehér pezsgő 10,5% 0,75 l","Törley Excellence Sárga Muskotály édes, fehér pezsgő 10,5% 0,75 l",5999136650799,05999136650799,3169.0,3039.0,ml,ml,750.0,750.0,4225.333,4052.0,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Édes pezsgők
5999136650942|törley alkoholmentes borból készült habzó ital 750 ml,l,-200.0,-6.98,Törley alkoholmentes borból készült habzó ital 750 ml,Törley alkoholmentes borból készült habzó ital 750 ml,5999136650942,05999136650942,2149.0,1999.0,ml,ml,750.0,750.0,2865.333,2665.333,alkoholmentes-pezsgo-254,Italok|Pezsgők|Alkoholmentes és gyerekpezsgők|Alkoholmentes és gyerekpezsgők
"5999136651185|törley ice pink! félszáraz rosé pezsgő 10,5% 0,75 l",l,-120.0,-2.84,"Törley Ice Pink! félszáraz rosé pezsgő 10,5% 0,75 l","Törley Ice Pink! félszáraz rosé pezsgő 10,5% 0,75 l",5999136651185,05999136651185,3169.0,3079.0,ml,ml,750.0,750.0,4225.333,4105.333,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Félszáraz pezsgők
"5999136651222|törley extra sec különlegesen száraz fehér minőségi pezsgő 12,5% 0,75 l",l,-200.0,-4.439,"Törley Extra Sec különlegesen száraz fehér minőségi pezsgő 12,5% 0,75 l","Törley Extra Sec különlegesen száraz fehér minőségi pezsgő 12,5% 0,75 l",5999136651222,05999136651222,3379.0,3229.0,ml,ml,750.0,750.0,4505.333,4305.333,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők
"5999136651239|törley rosé sec rosé száraz minőségi pezsgő 12,5% 0,75 l",l,-200.0,-4.439,"Törley Rosé Sec rosé száraz minőségi pezsgő 12,5% 0,75 l","Törley Rosé Sec rosé száraz minőségi pezsgő 12,5% 0,75 l",5999136651239,05999136651239,3379.0,3229.0,ml,ml,750.0,750.0,4505.333,4305.333,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők
"5999136652618|bb spumante édes, fehér muskotály pezsgő 9,5% 0,75 l",l,-133.333,-5.498,"BB Spumante édes, fehér muskotály pezsgő 9,5% 0,75 l","BB Spumante édes, fehér muskotály pezsgő 9,5% 0,75 l",5999136652618,05999136652618,1819.0,1719.0,ml,ml,750.0,750.0,2425.333,2292.0,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Édes pezsgők
"5999136652946|törley charmant doux édes, fehér pezsgő 10,5% 0,2 l",l,-300.0,-5.666,"Törley Charmant Doux édes, fehér pezsgő 10,5% 0,2 l","Törley Charmant Doux édes, fehér pezsgő 10,5% 0,2 l",5999136652946,05999136652946,1059.0,999.0,ml,ml,200.0,200.0,5295.0,4995.0,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Édes pezsgők
"5999136652977|louis françois & co. brut nature etyek-budai minőségi nyerspezsgő 0,75 l",l,-558.667,-6.154,"Louis François & Co. Brut Nature Etyek-Budai minőségi nyerspezsgő 0,75 l","Louis François & Co. Brut Nature Etyek-Budai minőségi nyerspezsgő 0,75 l",5999136652977,05999136652977,6809.0,6390.0,ml,ml,750.0,750.0,9078.667,8520.0,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők
"5999136653059|hungaria különlegesen száraz minőségi pezsgő 12% 0,2 l",l,-575.0,-10.052,"Hungaria különlegesen száraz minőségi pezsgő 12% 0,2 l","Hungaria különlegesen száraz minőségi pezsgő 12% 0,2 l",5999136653059,05999136653059,1144.0,1029.0,ml,ml,200.0,200.0,5720.0,5145.0,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők
"5999136656302|voilá áfonya ízesített boralapú koktél 6,5% 0,75 l",l,-106.667,-3.688,"Voilá áfonya ízesített boralapú koktél 6,5% 0,75 l","Voilá áfonya ízesített boralapú koktél 6,5% 0,75 l",5999136656302,05999136656302,2169.0,2089.0,ml,ml,750.0,750.0,2892.0,2785.333,boralapu-italok-sherry-egyeb-szeszezett-bor-253,Italok|Koktélok|Koktélok|Koktélok
"5999136656326|voilá szamóca ízesített boralapú koktél 6,5% 0,75 l",l,-106.667,-3.688,"Voilá szamóca ízesített boralapú koktél 6,5% 0,75 l","Voilá szamóca ízesített boralapú koktél 6,5% 0,75 l",5999136656326,05999136656326,2169.0,2089.0,ml,ml,750.0,750.0,2892.0,2785.333,boralapu-italok-sherry-egyeb-szeszezett-bor-253,Italok|Koktélok|Koktélok|Koktélok
5999136674498|mionetto prosecco rosé doc millesimato extra dry különlegesen száraz rosé pezsgő 11% 750 ml,l,-46.667,-0.724,Mionetto Prosecco Rosé DOC Millesimato Extra Dry különlegesen száraz rosé pezsgő 11% 750 ml,Mionetto Prosecco Rosé DOC Millesimato Extra Dry különlegesen száraz rosé pezsgő 11% 750 ml,5999136674498,05999136674498,4834.0,4799.0,ml,ml,750.0,750.0,6445.333,6398.667,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők
"5999136674924|angelli áfonya szőlőléből készült ízesített bor 14% 0,75 l",l,0.0,0.0,"Angelli Áfonya szőlőléből készült ízesített bor 14% 0,75 l","Angelli Áfonya szőlőléből készült ízesített bor 14% 0,75 l",5999136674924,05999136674924,2989.0,2989.0,ml,ml,750.0,750.0,3985.333,3985.333,egyeb-alkoholos-italok-koktelok-247,Italok|Koktélok|Koktélok|Koktélok
"5999136674955|angelli cherry szőlőléből készült ízesített bor 14% 0,75 l",l,0.0,0.0,"Angelli Cherry szőlőléből készült ízesített bor 14% 0,75 l","Angelli Cherry szőlőléből készült ízesített bor 14% 0,75 l",5999136674955,05999136674955,2989.0,2989.0,ml,ml,750.0,750.0,3985.333,3985.333,boralapu-italok-sherry-egyeb-szeszezett-bor-253,Italok|Koktélok|Koktélok|Koktélok
5999136675860|mionetto prosecco doc treviso brut fehér pezsgő 11% 750 ml,l,-46.667,-0.724,Mionetto Prosecco DOC Treviso Brut fehér pezsgő 11% 750 ml,Mionetto Prosecco DOC Treviso Brut fehér pezsgő 11% 750 ml,5999136675860,05999136675860,4834.0,4799.0,ml,ml,750.0,750.0,6445.333,6398.667,pezsgo-gyongyozo-bor-252,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők
"5999136696209|kölyök alma szénsavas gyümölcsital 0,75 l",l,-93.333,-6.548,"Kölyök alma szénsavas gyümölcsital 0,75 l","Kölyök alma szénsavas gyümölcsital 0,75 l",5999136696209,05999136696209,1069.0,999.0,ml,ml,750.0,750.0,1425.333,1332.0,alkoholmentes-pezsgo-254,Italok|Pezsgők|Alkoholmentes és gyerekpezsgők|Alkoholmentes és gyerekpezsgők
"5999136696216|kölyök barack szénsavas üdítőital 0,75 l",l,-93.333,-6.548,"Kölyök barack szénsavas üdítőital 0,75 l","Kölyök barack szénsavas üdítőital 0,75 l",5999136696216,05999136696216,1069.0,999.0,ml,ml,750.0,750.0,1425.333,1332.0,alkoholmentes-pezsgo-254,Italok|Üdítőitalok|Szénsavas üdítőitalok|Kis Kiszerelés
"5999136696223|kölyök szamóca szénsavas üdítőital 0,75 l",l,-93.333,-6.548,"Kölyök szamóca szénsavas üdítőital 0,75 l","Kölyök szamóca szénsavas üdítőital 0,75 l",5999136696223,05999136696223,1069.0,999.0,ml,ml,750.0,750.0,1425.333,1332.0,alkoholmentes-pezsgo-254,Italok|Pezsgők|Alkoholmentes és gyerekpezsgők|Alkoholmentes és gyerekpezsgők
"5999136696230|kölyök szőlő szénsavas üdítőital 0,75 l",l,-93.333,-6.548,"Kölyök szőlő szénsavas üdítőital 0,75 l","Kölyök szőlő szénsavas üdítőital 0,75 l",5999136696230,05999136696230,1069.0,999.0,ml,ml,750.0,750.0,1425.333,1332.0,alkoholmentes-pezsgo-254,Italok|Üdítőitalok|Szénsavas üdítőitalok|Kis Kiszerelés
"5999136696247|kölyök meggy szénsavas üdítőital 0,75 l",l,-93.333,-6.548,"Kölyök meggy szénsavas üdítőital 0,75 l","Kölyök meggy szénsavas üdítőital 0,75 l",5999136696247,05999136696247,1069.0,999.0,ml,ml,750.0,750.0,1425.333,1332.0,alkoholmentes-pezsgo-254,Italok|Pezsgők|Alkoholmentes és gyerekpezsgők|Alkoholmentes és gyerekpezsgők
"5999139000027|tatratea őszibarackos tea likőr 42% 0,7 l",l,-3312.857,-19.638,"Tatratea őszibarackos tea likőr 42% 0,7 l","Tatratea őszibarackos tea likőr 42% 0,7 l",5999139000027,05999139000027,11809.0,9490.0,ml,ml,700.0,700.0,16870.0,13557.143,likor-240,Italok|Szeszes italok|Likőr|Egyéb likőr
"5999139000034|tatratea eredeti tea likőr 52% 0,7 l",l,-84.286,-0.559,"Tatratea eredeti tea likőr 52% 0,7 l","Tatratea eredeti tea likőr 52% 0,7 l",5999139000034,05999139000034,10549.0,10490.0,ml,ml,700.0,700.0,15070.0,14985.714,likor-240,Italok|Szeszes italok|Likőr|Egyéb likőr
"5999139000164|finsbury london dry angol gin 37,5% 0,7 l",l,-377.143,-3.542,"Finsbury London Dry angol gin 37,5% 0,7 l","Finsbury London Dry angol gin 37,5% 0,7 l",5999139000164,05999139000164,7454.0,7190.0,ml,ml,700.0,700.0,10648.571,10271.429,gin-244,Italok|Szeszes italok|Gin|Gin
"5999139000171|finsbury wild strawberry angol gin 37,5% 0,7 l",l,-377.143,-3.542,"Finsbury Wild Strawberry angol gin 37,5% 0,7 l","Finsbury Wild Strawberry angol gin 37,5% 0,7 l",5999139000171,05999139000171,7454.0,7190.0,ml,ml,700.0,700.0,10648.571,10271.429,gin-244,Italok|Szeszes italok|Gin|Gin
"5999139000584|three sixty német vodka 37,5% 0,7 l",l,-141.429,-1.066,"Three Sixty német vodka 37,5% 0,7 l","Three Sixty német vodka 37,5% 0,7 l",5999139000584,05999139000584,9289.0,9190.0,ml,ml,700.0,700.0,13270.0,13128.571,vodka-243,Italok|Szeszes italok|Vodka|Vodka
"5999139000621|jim beam honey méz ízesítésű bourbon whiskey alapú likőr 32,5% 0,7 l",l,-727.143,-5.358,"Jim Beam Honey méz ízesítésű Bourbon whiskey alapú likőr 32,5% 0,7 l","Jim Beam Honey méz ízesítésű Bourbon whiskey alapú likőr 32,5% 0,7 l",5999139000621,05999139000621,9499.0,8990.0,ml,ml,700.0,700.0,13570.0,12842.857,whiskey-241,Italok|Szeszes italok|Whisky|Bourbon whisky
"5999139000638|jim beam apple alma ízesítésű bourbon whiskey alapú likőr 32,5% 0,7 l",l,-727.143,-5.358,"Jim Beam Apple alma ízesítésű Bourbon whiskey alapú likőr 32,5% 0,7 l","Jim Beam Apple alma ízesítésű Bourbon whiskey alapú likőr 32,5% 0,7 l",5999139000638,05999139000638,9499.0,8990.0,ml,ml,700.0,700.0,13570.0,12842.857,whiskey-241,Italok|Szeszes italok|Whisky|Bourbon whisky
"5999139000737|jim beam black cherry cseresznye ízesítésű bourbon whiskey alapú likőr 32,5% 0,7 l",l,-727.143,-5.358,"Jim Beam Black Cherry cseresznye ízesítésű bourbon whiskey alapú likőr 32,5% 0,7 l","Jim Beam Black Cherry cseresznye ízesítésű bourbon whiskey alapú likőr 32,5% 0,7 l",5999139000737,05999139000737,9499.0,8990.0,ml,ml,700.0,700.0,13570.0,12842.857,whiskey-241,Italok|Szeszes italok|Whisky|Bourbon whisky
"5999139000775|jim beam bourbon whiskey 40% 0,7 l",l,-727.143,-5.358,"Jim Beam Bourbon whiskey 40% 0,7 l","Jim Beam Bourbon whiskey 40% 0,7 l",5999139000775,05999139000775,9499.0,8990.0,ml,ml,700.0,700.0,13570.0,12842.857,whiskey-241,Italok|Szeszes italok|Whisky|Bourbon whisky
"5999139000799|jim beam bourbon whiskey & cola alkoholos üdítőital 4,5% 330 ml",l,15.152,0.354,"Jim Beam Bourbon Whiskey & Cola alkoholos üdítőital 4,5% 330 ml","Jim Beam Bourbon Whiskey & Cola alkoholos üdítőital 4,5% 330 ml",5999139000799,05999139000799,1414.0,1419.0,ml,ml,330.0,330.0,4284.848,4300.0,whiskey-241,Italok|Koktélok|Koktélok|Koktélok
"5999508138894|prevital nedves macskaeledel, macskatáp felnőtt macskáknak szószban alutasakos 4 x 100 g",kg,-312.5,-13.242,"PreVital nedves macskaeledel, macskatáp felnőtt macskáknak szószban alutasakos 4 x 100 g","PreVital nedves macskaeledel, macskatáp felnőtt macskáknak szószban alutasakos 4 x 100 g",5999508138894,05999508138894,944.0,819.0,g,g,400.0,400.0,2360.0,2047.5,macskaeledel-323,Kisállat|Macskaeledelek & Kiegészítők|Nedves eledelek|Alutasakos eledelek
5999509158006|feind cabernet száraz rosé bor 750 ml,l,-220.0,-7.994,Feind Cabernet száraz rosé bor 750 ml,Feind Cabernet száraz rosé bor 750 ml,5999509158006,05999509158006,2064.0,1899.0,ml,ml,750.0,750.0,2752.0,2532.0,rose-bor-251,Italok|Hazai roséborok|Száraz roséborok|Balaton
5999509158020|feind irsai olivér száraz fehér bor 750 ml,l,-220.0,-7.994,Feind Irsai Olivér száraz fehér bor 750 ml,Feind Irsai Olivér száraz fehér bor 750 ml,5999509158020,05999509158020,2064.0,1899.0,ml,ml,750.0,750.0,2752.0,2532.0,feher-bor-249,Italok|Hazai fehérborok|Száraz fehérborok|Balaton
"5999509771007|nyakas irsai olivér száraz fehérbor 11,5% 750 ml",l,-653.333,-19.687,"Nyakas Irsai Olivér száraz fehérbor 11,5% 750 ml","Nyakas Irsai Olivér száraz fehérbor 11,5% 750 ml",5999509771007,05999509771007,2489.0,1999.0,ml,ml,750.0,750.0,3318.667,2665.333,feher-bor-249,Italok|Hazai fehérborok|Száraz fehérborok|Felső-Pannon
"5999509772004|nyakas aligvárom száraz fehérbor 12,5% 0,75 l",l,-226.667,-7.838,"Nyakas Aligvárom száraz fehérbor 12,5% 0,75 l","Nyakas Aligvárom száraz fehérbor 12,5% 0,75 l",5999509772004,05999509772004,2169.0,1999.0,ml,ml,750.0,750.0,2892.0,2665.333,feher-bor-249,Italok|Hazai fehérborok|Száraz fehérborok|Felső-Pannon
"5999509773001|nyakas budai chardonnay száraz fehérbor 13,5% 0,75 l",l,-466.667,-14.9,"Nyakas Budai Chardonnay száraz fehérbor 13,5% 0,75 l","Nyakas Budai Chardonnay száraz fehérbor 13,5% 0,75 l",5999509773001,05999509773001,2349.0,1999.0,ml,ml,750.0,750.0,3132.0,2665.333,feher-bor-249,Italok|Hazai fehérborok|Száraz fehérborok|Felső-Pannon
5999509774008|nyakas budai sauvignon blanc száraz fehérbor 14% 750 ml,l,-653.333,-19.687,Nyakas Budai Sauvignon Blanc száraz fehérbor 14% 750 ml,Nyakas Budai Sauvignon Blanc száraz fehérbor 14% 750 ml,5999509774008,05999509774008,2489.0,1999.0,ml,ml,750.0,750.0,3318.667,2665.333,feher-bor-249,Italok|Hazai fehérborok|Száraz fehérborok|Felső-Pannon
5999509776002|nyakas rosé száraz rozé bor 13% 750 ml,l,-253.333,-7.634,Nyakas Rosé száraz rozé bor 13% 750 ml,Nyakas Rosé száraz rozé bor 13% 750 ml,5999509776002,05999509776002,2489.0,2299.0,ml,ml,750.0,750.0,3318.667,3065.333,rose-bor-251,Italok|Hazai roséborok|Száraz roséborok|Felső-Pannon
5999511837043|freego gyorsfagyasztott gluténmentes almás-fahéjas krokett 360 g,kg,-333.333,-7.505,Freego gyorsfagyasztott gluténmentes almás-fahéjas krokett 360 g,Freego gyorsfagyasztott gluténmentes almás-fahéjas krokett 360 g,5999511837043,05999511837043,1599.0,1479.0,g,g,360.0,360.0,4441.667,4108.333,glutenmentes-76,Mélyhűtött|Fagyasztott készételek és gombócok|Fagyasztott készételek|Fagyasztott készételek
"5999511837098|freego gluténmentes leveles tészta, gyorsfagyasztott 2 x 200 g (400 g)",kg,-662.5,-7.456,"Freego gluténmentes leveles tészta, gyorsfagyasztott 2 x 200 g (400 g)","Freego gluténmentes leveles tészta, gyorsfagyasztott 2 x 200 g (400 g)",5999511837098,05999511837098,3554.0,3289.0,g,g,400.0,400.0,8885.0,8222.5,glutenmentes-76,Mélyhűtött|Fagyasztott pizza és péktermék|Péktermék|Péktermék
"5999511837111|freego gluténmentes, laktózmentes, leveles túrós párnácska, gyorsfagyasztott 320 g",kg,1168.75,18.937,"Freego gluténmentes, laktózmentes, leveles túrós párnácska, gyorsfagyasztott 320 g","Freego gluténmentes, laktózmentes, leveles túrós párnácska, gyorsfagyasztott 320 g",5999511837111,05999511837111,1975.0,2349.0,g,g,320.0,320.0,6171.875,7340.625,glutenmentes-76,Mélyhűtött|Fagyasztott pizza és péktermék|Péktermék|Péktermék
5999518572060|corega erős original enyhén mentolos műfogsorrögzítő krém 40 g,kg,1875.0,3.838,Corega Erős Original enyhén mentolos műfogsorrögzítő krém 40 g,Corega Erős Original enyhén mentolos műfogsorrögzítő krém 40 g,5999518572060,05999518572060,1954.0,2029.0,g,g,40.0,40.0,48850.0,50725.0,fogkrem-299,Drogéria|Szájápolás|Szájhigiénia|Műfogsorrögzítők és tisztítók
"5999518582915|corsodyl alkoholmentes menta ízű szájöblögető oldat 0,2% 300 ml",l,-1283.333,-16.149,"Corsodyl alkoholmentes menta ízű szájöblögető oldat 0,2% 300 ml","Corsodyl alkoholmentes menta ízű szájöblögető oldat 0,2% 300 ml",5999518582915,05999518582915,2384.0,1999.0,ml,ml,300.0,300.0,7946.667,6663.333,szajapolas-300,"Drogéria|Szájápolás|Szájhigiénia|Szájvizek, szájöblögetők"
5999518585473|sensodyne extra whitening fluoridos fogkrém 2 x 75 ml,l,-1366.667,-7.813,Sensodyne Extra Whitening fluoridos fogkrém 2 x 75 ml,Sensodyne Extra Whitening fluoridos fogkrém 2 x 75 ml,5999518585473,05999518585473,2624.0,2419.0,ml,ml,150.0,150.0,17493.333,16126.667,fogkrem-299,Drogéria|Szájápolás|Fogkrémek|Fogkrémek
5999522930511|ice cube nagyhenger formájú jégkockák 2 kg,kg,-245.5,-35.324,Ice Cube nagyhenger formájú jégkockák 2 kg,Ice Cube nagyhenger formájú jégkockák 2 kg,5999522930511,05999522930511,1390.0,899.0,g,g,2000.0,2000.0,695.0,449.5,jegkocka-331,Mélyhűtött|Jégkrémek|Jégkrémválogatások|Jégkrémválogatások
5999536005137|univer disney baby bio zsenge sárgarépa főzelék 4 hónapos kortól 163 g,kg,-662.577,-23.632,Univer Disney Baby bio zsenge sárgarépa főzelék 4 hónapos kortól 163 g,Univer Disney Baby bio zsenge sárgarépa főzelék 4 hónapos kortól 163 g,5999536005137,05999536005137,457.0,349.0,g,g,163.0,163.0,2803.681,2141.104,bebietelek-317,Baba|Bébiétel|Üveges Bébiétel|Zöldséges
5999536005229|univer alma-banán csirkehússal bébiétel 6 hónapos kortól 163 g,kg,-257.669,-9.19,Univer alma-banán csirkehússal bébiétel 6 hónapos kortól 163 g,Univer alma-banán csirkehússal bébiétel 6 hónapos kortól 163 g,5999536005229,05999536005229,457.0,415.0,g,g,163.0,163.0,2803.681,2546.012,bebietelek-317,Baba|Bébiétel|Üveges Bébiétel|Zöldséges
5999536005243|univer zsenge zöldborsófőzelék csirkehússal bébiétel 6 hónapos kortól 163 g,kg,-177.914,-6.346,Univer zsenge zöldborsófőzelék csirkehússal bébiétel 6 hónapos kortól 163 g,Univer zsenge zöldborsófőzelék csirkehússal bébiétel 6 hónapos kortól 163 g,5999536005243,05999536005243,457.0,428.0,g,g,163.0,163.0,2803.681,2625.767,bebietelek-317,Baba|Bébiétel|Üveges Bébiétel|Zöldséges
5999536005298|univer sütőtökpüré csirkehússal bébiétel 6 hónapos kortól 163 g,kg,-257.669,-9.19,Univer sütőtökpüré csirkehússal bébiétel 6 hónapos kortól 163 g,Univer sütőtökpüré csirkehússal bébiétel 6 hónapos kortól 163 g,5999536005298,05999536005298,457.0,415.0,g,g,163.0,163.0,2803.681,2546.012,bebietelek-317,Baba|Bébiétel|Üveges Bébiétel|Zöldséges
5999536005632|univer disney baby bio alma-őszibarack bébidesszert 4 hónapos kortól 163 g,kg,-159.509,-6.235,Univer Disney Baby bio alma-őszibarack bébidesszert 4 hónapos kortól 163 g,Univer Disney Baby bio alma-őszibarack bébidesszert 4 hónapos kortól 163 g,5999536005632,05999536005632,417.0,391.0,g,g,163.0,163.0,2558.282,2398.773,bebietelek-317,Baba|Bébiétel|Üveges Bébiétel|Gyümölcsös
5999536005670|univer bio sütőtök-alma bébidesszert 4 hónapos kortól 163 g,kg,-355.828,-13.909,Univer bio sütőtök-alma bébidesszert 4 hónapos kortól 163 g,Univer bio sütőtök-alma bébidesszert 4 hónapos kortól 163 g,5999536005670,05999536005670,417.0,359.0,g,g,163.0,163.0,2558.282,2202.454,bebietelek-317,Baba|Bébiétel|Üveges Bébiétel|Gyümölcsös
"5999538090100|kofa darabolt ananász, cukrozott lében 565 g",kg,-1317.153,-42.691,"Kofa darabolt ananász, cukrozott lében 565 g","Kofa darabolt ananász, cukrozott lében 565 g",5999538090100,05999538090100,1049.0,999.0,g,g,340.0,565.0,3085.294,1768.142,gyumolcskonzerv-befott-211,"Alapvető élelmiszerek|Konzervek, olívabogyók|Gyümölcskonzervek|Gyümölcskonzervek"
