key,base_unit,base_price_diff_b_minus_a,base_price_pct_b_minus_a,Spar_product_name,Tesco_product_name,Spar_barcode,Tesco_barcode,Spar_unit_price,Tesco_unit_price,Spar_unit_type,Tesco_unit_type,Spar_unit_step,Tesco_unit_step,Spar_base_price,Tesco_base_price,Spar_categories,Tesco_categories
"5999538090551|kofa pepperóni paprika, csípős savanyúság 350 g",kg,-3310.476,-59.186,"Kofa pepperóni paprika, csípős savanyúság 350 g","Kofa pepperóni paprika, csípős savanyúság 350 g",5999538090551,05999538090551,839.0,799.0,g,g,150.0,350.0,5593.333,2282.857,savanyusag-222,Zöldség és gyümölcs|Zöldségek|Savanyúság|Paprika
5999538090971|dandy sűrített paradicsom 140 g,kg,-142.857,-6.27,Dandy sűrített paradicsom 140 g,Dandy sűrített paradicsom 140 g,5999538090971,05999538090971,319.0,299.0,g,g,140.0,140.0,2278.571,2135.714,paradicsompure-pesto-egyeb-olasz-szoszok-214,"Alapvető élelmiszerek|Konzervek, olívabogyók|Zöldségkonzervek|Paradicsompüré"
"5999538341219|albatross hámozott, darabolt őszibarack 230 g",kg,-1718.634,-36.456,"Albatross hámozott, darabolt őszibarack 230 g","Albatross hámozott, darabolt őszibarack 230 g",5999538341219,05999538341219,660.0,689.0,g,g,140.0,230.0,4714.286,2995.652,gyumolcskonzerv-befott-211,"Alapvető élelmiszerek|Konzervek, olívabogyók|Gyümölcskonzervek|Gyümölcskonzervek"
5999538341226|albatross gyümölcssaláta cukrozott lében 230 g,kg,-1718.634,-36.456,Albatross gyümölcssaláta cukrozott lében 230 g,Albatross gyümölcssaláta cukrozott lében 230 g,5999538341226,05999538341226,660.0,689.0,g,g,140.0,230.0,4714.286,2995.652,gyumolcskonzerv-befott-211,"Alapvető élelmiszerek|Konzervek, olívabogyók|Gyümölcskonzervek|Gyümölcskonzervek"
5999543463630|haas natural gluténmentes vaníliaízű pudingpor 3 x 40 g,kg,-83.333,-1.89,Haas Natural gluténmentes vaníliaízű pudingpor 3 x 40 g,Haas Natural gluténmentes vaníliaízű pudingpor 3 x 40 g,5999543463630,05999543463630,529.0,519.0,g,g,120.0,120.0,4408.333,4325.0,glutenmentes-76,"Speciális|Gluténmentes|Sütés, főzés|Sütés, főzés"
5999543465382|haas quittin bodzaszörp tartósító 20 g,kg,-1250.0,-12.887,Haas Quittin bodzaszörp tartósító 20 g,Haas Quittin bodzaszörp tartósító 20 g,5999543465382,05999543465382,194.0,169.0,g,g,20.0,20.0,9700.0,8450.0,tartositoszer-173,"Alapvető élelmiszerek|Sütés-főzés hozzávalók|Sütés, befőzés alapanyagok|Befőzés"
5999543465474|haas quittin zselésítőszer eperlekvár készítéséhez 3 x 25 g,kg,1266.667,11.256,Haas Quittin zselésítőszer eperlekvár készítéséhez 3 x 25 g,Haas Quittin zselésítőszer eperlekvár készítéséhez 3 x 25 g,5999543465474,05999543465474,844.0,939.0,g,g,75.0,75.0,11253.333,12520.0,kemenyito-zselatin-164,"Alapvető élelmiszerek|Sütés-főzés hozzávalók|Sütés, befőzés alapanyagok|Befőzés"
5999545541343|yamuna levendulás fürdősó 1000 g,kg,125.0,4.764,Yamuna levendulás fürdősó 1000 g,Yamuna levendulás fürdősó 1000 g,5999545541343,05999545541343,2624.0,2749.0,g,g,1000.0,1000.0,2624.0,2749.0,testapolas-305,"Drogéria|Fürdés, kézmosás|Habfürdők, spa termékek|Habfürdők, spa termékek"
5999545541350|yamuna citromfüves fürdősó 1000 g,kg,125.0,4.764,Yamuna citromfüves fürdősó 1000 g,Yamuna citromfüves fürdősó 1000 g,5999545541350,05999545541350,2624.0,2749.0,g,g,1000.0,1000.0,2624.0,2749.0,testapolas-305,"Drogéria|Fürdés, kézmosás|Habfürdők, spa termékek|Habfürdők, spa termékek"
"5999545594431|mizse szén-dioxiddal dúsított természetes ásványvíz 1,5 l",l,-40.0,-27.397,"Mizse szén-dioxiddal dúsított természetes ásványvíz 1,5 l","Mizse szén-dioxiddal dúsított természetes ásványvíz 1,5 l",5999545594431,05999545594431,219.0,159.0,ml,ml,1500.0,1500.0,146.0,106.0,asvanyviz-201,Italok|Víz|Szénsavas ásványvíz|Nagy kiszerelés
"5999545594448|mizse szénsavmentes természetes ásványvíz 1,5 l",l,-40.0,-27.397,"Mizse szénsavmentes természetes ásványvíz 1,5 l","Mizse szénsavmentes természetes ásványvíz 1,5 l",5999545594448,05999545594448,219.0,159.0,ml,ml,1500.0,1500.0,146.0,106.0,asvanyviz-201,Italok|Víz|Szénsavmentes ásványvíz|Nagy kiszerelés
"5999545594455|mizse szén-dioxiddal enyhén dúsított természetes ásványvíz 1,5 l",l,-40.0,-27.397,"Mizse szén-dioxiddal enyhén dúsított természetes ásványvíz 1,5 l","Mizse szén-dioxiddal enyhén dúsított természetes ásványvíz 1,5 l",5999545594455,05999545594455,219.0,159.0,ml,ml,1500.0,1500.0,146.0,106.0,asvanyviz-201,Italok|Víz|Enyhén dúsított ásványvíz|Nagy kiszerelés
"5999546170078|prevital nedves macskaeledel, macskatáp felnőtt macskáknak szószban alutasakos 12 x 100 g",kg,-83.333,-4.764,"PreVital nedves macskaeledel, macskatáp felnőtt macskáknak szószban alutasakos 12 x 100 g","PreVital nedves macskaeledel, macskatáp felnőtt macskáknak szószban alutasakos 12 x 100 g",5999546170078,05999546170078,2099.0,1999.0,g,g,1200.0,1200.0,1749.167,1665.833,macskaeledel-323,Kisállat|Macskaeledelek & Kiegészítők|Nedves eledelek|Alutasakos eledelek
"5999546176155|prevital nedves macskaeledel, macskatáp felnőtt macskáknak szószban alutasakos 24 x 100 g",kg,-100.0,-5.716,"PreVital nedves macskaeledel, macskatáp felnőtt macskáknak szószban alutasakos 24 x 100 g","PreVital nedves macskaeledel, macskatáp felnőtt macskáknak szószban alutasakos 24 x 100 g",5999546176155,05999546176155,4199.0,3959.0,g,g,2400.0,2400.0,1749.583,1649.583,macskaeledel-323,Kisállat|Macskaeledelek & Kiegészítők|Nedves eledelek|Alutasakos eledelek
"5999546790078|cheeseland natúr, zsírszegény cottage cheese 150 g",kg,-1566.667,-32.016,"Cheeseland natúr, zsírszegény cottage cheese 150 g","Cheeseland natúr, zsírszegény cottage cheese 150 g",5999546790078,05999546790078,734.0,499.0,g,g,150.0,150.0,4893.333,3326.667,turo-cottage-cheese-104,"Tejtermék-tojás|Sajtok és túró|Saláta, friss sajtok|Saláta, friss sajtok"
"5999546790092|cheeseland zöldfűszeres, zsírszegény cottage cheese 150 g",kg,-1866.667,-35.944,"Cheeseland zöldfűszeres, zsírszegény cottage cheese 150 g","Cheeseland zöldfűszeres, zsírszegény cottage cheese 150 g",5999546790092,05999546790092,779.0,499.0,g,g,150.0,150.0,5193.333,3326.667,turo-cottage-cheese-104,Tejtermék-tojás|Sajtok és túró|Specialitások|Specialitások
5999548673232|classic csendes-óceáni vadlazac 100 g,kg,-700.0,-3.032,Classic Csendes-Óceáni vadlazac 100 g,Classic Csendes-Óceáni vadlazac 100 g,5999548673232,05999548673232,2309.0,2239.0,g,g,100.0,100.0,23090.0,22390.0,hal-127,Húsáru|Halak|Friss csomagolt halak|Friss csomagolt halak
5999548674888|classic gyorsfagyasztott csendes-óceáni lazac 540 g,kg,-825.926,-8.788,Classic gyorsfagyasztott csendes-óceáni lazac 540 g,Classic gyorsfagyasztott csendes-óceáni lazac 540 g,5999548674888,05999548674888,5075.0,4629.0,g,g,540.0,540.0,9398.148,8572.222,fagyasztott-husok-193,Mélyhűtött|Fagyasztott halak|Natúr halak|Natúr halak
5999550785008|master good gyorsfagyasztott csirkemáj szív nélkül 500 g,kg,-240.0,-23.121,Master Good gyorsfagyasztott csirkemáj szív nélkül 500 g,Master Good gyorsfagyasztott csirkemáj szív nélkül 500 g,5999550785008,05999550785008,519.0,399.0,g,g,500.0,500.0,1038.0,798.0,fagyasztott-husok-193,"Mélyhűtött|Fagyasztott hús és baromfi|Sertés, marha, baromfi, belsőségek|Sertés, marha, baromfi, belsőségek"
5999551691575|k2r cc színfogó 40 kendő,db,-385.0,-16.149,K2r CC Színfogó 40 kendő,K2r CC Színfogó 40 kendő,5999551691575,05999551691575,2384.0,1999.0,db,db,1.0,1.0,2384.0,1999.0,egyeb-haztartasi-kellekek-283,Háztartás|Mosás|Folttisztítók és mosási kiegészítők|Mosási kellékek
5999553640007|vadász édes és keserű csokoládés-alkoholos meggyes krémmel töltött étcsokoládé szelet 25 g,kg,-400.0,-2.71,Vadász Édes és Keserű csokoládés-alkoholos meggyes krémmel töltött étcsokoládé szelet 25 g,Vadász Édes és Keserű csokoládés-alkoholos meggyes krémmel töltött étcsokoládé szelet 25 g,5999553640007,05999553640007,369.0,359.0,g,g,25.0,25.0,14760.0,14360.0,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Étcsokoládészeletek
5999558212308|lecker elősütött egyiptomi típusú pita,kg,-199.967,-7.415,Lecker elősütött egyiptomi típusú pita,Lecker elősütött egyiptomi típusú pita,5999558212308,05999558212308,809.0,749.0,g,g,300.0,299.996,2696.667,2496.7,tortilla-pita-ketszersult-85,Pékáru|BBQ|BBQ|BBQ
5999558214104|nanna habspray 241 ml,l,37.344,1.216,Nanna habspray 241 ml,Nanna habspray 241 ml,5999558214104,05999558214104,740.0,749.0,ml,ml,241.0,241.0,3070.539,3107.884,tejszin-tejszinhab-102,"Tejtermék-tojás|Tejföl, kefír, tejszín|Tejszín|Tejszín"
"5999559163456|pölöskei indiáncseresznye ízű szörp, cukorral és édesítőszerrel 1 l",l,-75.0,-7.545,"Pölöskei indiáncseresznye ízű szörp, cukorral és édesítőszerrel 1 l","Pölöskei indiáncseresznye ízű szörp, cukorral és édesítőszerrel 1 l",5999559163456,05999559163456,994.0,919.0,ml,ml,1000.0,1000.0,994.0,919.0,szorp-207,"Italok|Szörpök, italporok, citromlevek|Szörpök, szirupok|Egyéb ízesítésű szörpök, szirupok"
5999559163494|pölöskei málna ízű szörp cukorral és édesítőszerrel 1 l,l,-75.0,-7.545,Pölöskei málna ízű szörp cukorral és édesítőszerrel 1 l,Pölöskei málna ízű szörp cukorral és édesítőszerrel 1 l,5999559163494,05999559163494,994.0,919.0,ml,ml,1000.0,1000.0,994.0,919.0,szorp-207,"Italok|Szörpök, italporok, citromlevek|Szörpök, szirupok|Egyéb ízesítésű szörpök, szirupok"
5999559163586|pölöskei diab mangó-maracuja ízű szörp édesítőszerekkel 1 l,l,-330.0,-29.757,Pölöskei Diab mangó-maracuja ízű szörp édesítőszerekkel 1 l,Pölöskei Diab mangó-maracuja ízű szörp édesítőszerekkel 1 l,5999559163586,05999559163586,1109.0,779.0,ml,ml,1000.0,1000.0,1109.0,779.0,szorp-207,Speciális|Hozzáadott cukor mentes|Italok|Italok
5999559163593|pölöskei diab málna ízű szörp édesítőszerekkel 1 l,l,-330.0,-29.757,Pölöskei Diab málna ízű szörp édesítőszerekkel 1 l,Pölöskei Diab málna ízű szörp édesítőszerekkel 1 l,5999559163593,05999559163593,1109.0,779.0,ml,ml,1000.0,1000.0,1109.0,779.0,szorp-207,Speciális|Hozzáadott cukor mentes|Italok|Italok
5999559163654|pölöskei diab alma ízű szörp édesítőszerekkel 1 l,l,-330.0,-29.757,Pölöskei Diab alma ízű szörp édesítőszerekkel 1 l,Pölöskei Diab alma ízű szörp édesítőszerekkel 1 l,5999559163654,05999559163654,1109.0,779.0,ml,ml,1000.0,1000.0,1109.0,779.0,szorp-207,Speciális|Hozzáadott cukor mentes|Italok|Italok
5999559163739|pölöskei zero narancs ízű szörp édesítőszerekkel 1 l,l,-91.0,-9.891,Pölöskei Zero narancs ízű szörp édesítőszerekkel 1 l,Pölöskei Zero narancs ízű szörp édesítőszerekkel 1 l,5999559163739,05999559163739,920.0,829.0,ml,ml,1000.0,1000.0,920.0,829.0,szorp-207,"Italok|Szörpök, italporok, citromlevek|Szörpök, szirupok|Egyéb ízesítésű szörpök, szirupok"
5999559163746|pölöskei zero mangó-maracuja ízű szörp édesítőszerekkel 1 l,l,-91.0,-9.891,Pölöskei Zero mangó-maracuja ízű szörp édesítőszerekkel 1 l,Pölöskei Zero mangó-maracuja ízű szörp édesítőszerekkel 1 l,5999559163746,05999559163746,920.0,829.0,ml,ml,1000.0,1000.0,920.0,829.0,szorp-207,"Italok|Szörpök, italporok, citromlevek|Szörpök, szirupok|Egyéb ízesítésű szörpök, szirupok"
5999559314049|naturmind tápiókagyöngy 500 g,kg,-230.0,-8.309,Naturmind tápiókagyöngy 500 g,Naturmind tápiókagyöngy 500 g,5999559314049,05999559314049,1384.0,1269.0,g,g,500.0,500.0,2768.0,2538.0,egyeb-172,"Speciális|Vegetáriánus és vegán|Sütés, főzés|Sütés, főzés"
5999559315947|veganchef cheddar ízesítésű vegán tömb 200 g,kg,-605.0,-9.603,VeganChef cheddar ízesítésű vegán tömb 200 g,VeganChef cheddar ízesítésű vegán tömb 200 g,5999559315947,05999559315947,1260.0,1139.0,g,g,200.0,200.0,6300.0,5695.0,vegan-77,Speciális|Vegetáriánus és vegán|Növényi alapú sajtpótlók|Növényi alapú sajtpótlók
5999559315954|veganchef füst és cheddar ízesítésű vegán tömb 200 g,kg,-605.0,-9.603,VeganChef füst és cheddar ízesítésű vegán tömb 200 g,VeganChef füst és cheddar ízesítésű vegán tömb 200 g,5999559315954,05999559315954,1260.0,1139.0,g,g,200.0,200.0,6300.0,5695.0,vegan-77,Speciális|Vegetáriánus és vegán|Növényi alapú sajtpótlók|Növényi alapú sajtpótlók
"5999559890505|gere - schubert sauvignon blanc száraz fehérbor 11,5% 0,75 l",l,-33.333,-1.049,"Gere - Schubert Sauvignon Blanc száraz fehérbor 11,5% 0,75 l","Gere - Schubert Sauvignon Blanc száraz fehérbor 11,5% 0,75 l",5999559890505,05999559890505,2384.0,2359.0,ml,ml,750.0,750.0,3178.667,3145.333,feher-bor-249,Italok|Hazai fehérborok|Száraz fehérborok|Pannon
"5999559890529|gere - schubert rosé cuvée száraz rosébor 12,5% 0,75 l",l,-33.333,-1.049,"Gere - Schubert Rosé Cuvée száraz rosébor 12,5% 0,75 l","Gere - Schubert Rosé Cuvée száraz rosébor 12,5% 0,75 l",5999559890529,05999559890529,2384.0,2359.0,ml,ml,750.0,750.0,3178.667,3145.333,rose-bor-251,Italok|Hazai roséborok|Száraz roséborok|Pannon
5999560674477|twist tonhaltörzs napraforgóolajban édes chilis ízesítéssel 3 x 80 g (240 g),kg,-4036.218,-31.577,Twist tonhaltörzs napraforgóolajban édes chilis ízesítéssel 3 x 80 g (240 g),Twist tonhaltörzs napraforgóolajban édes chilis ízesítéssel 3 x 80 g (240 g),5999560674477,05999560674477,1994.0,2099.0,g,g,156.0,240.0,12782.051,8745.833,halkonzerv-huskonzerv-melegszendvicskrem-212,"Alapvető élelmiszerek|Konzervek, olívabogyók|Halkonzervek, haltermékek|Tonhal"
5999560674491|twist tonhaltörzs napraforgóolajban jalapeno paprikás ízesítéssel 3 x 80 g (240 g),kg,-4036.218,-31.577,Twist tonhaltörzs napraforgóolajban jalapeno paprikás ízesítéssel 3 x 80 g (240 g),Twist tonhaltörzs napraforgóolajban jalapeno paprikás ízesítéssel 3 x 80 g (240 g),5999560674491,05999560674491,1994.0,2099.0,g,g,156.0,240.0,12782.051,8745.833,halkonzerv-huskonzerv-melegszendvicskrem-212,"Alapvető élelmiszerek|Konzervek, olívabogyók|Halkonzervek, haltermékek|Tonhal"
5999560674514|twist tonhal napraforgóolajban 3 x 80 g (240 g),kg,-4036.218,-31.577,Twist tonhal napraforgóolajban 3 x 80 g (240 g),Twist tonhal napraforgóolajban 3 x 80 g (240 g),5999560674514,05999560674514,1994.0,2099.0,g,g,156.0,240.0,12782.051,8745.833,halkonzerv-huskonzerv-melegszendvicskrem-212,"Alapvető élelmiszerek|Konzervek, olívabogyók|Halkonzervek, haltermékek|Tonhal"
5999560674538|twist tonhal natúr lében 3 x 80 g (240 g),kg,-3123.214,-26.314,Twist tonhal natúr lében 3 x 80 g (240 g),Twist tonhal natúr lében 3 x 80 g (240 g),5999560674538,05999560674538,1994.0,2099.0,g,g,168.0,240.0,11869.048,8745.833,halkonzerv-huskonzerv-melegszendvicskrem-212,"Alapvető élelmiszerek|Konzervek, olívabogyók|Halkonzervek, haltermékek|Tonhal"
5999561010960|naturland reflux gyógynövény teakeverék 20 filter 28 g,kg,-1071.429,-2.028,Naturland Reflux gyógynövény teakeverék 20 filter 28 g,Naturland Reflux gyógynövény teakeverék 20 filter 28 g,5999561010960,05999561010960,1479.0,1449.0,g,g,28.0,28.0,52821.429,51750.0,gyogytea-143,Italok|Tea|Gyógyteák|Gyógyteák
"5999561420578|dr. chen patika máriatövis forte étrend-kiegészítő kapszula 60 db 27,6 g",kg,-13768.116,-10.86,"Dr. Chen Patika Máriatövis Forte étrend-kiegészítő kapszula 60 db 27,6 g","Dr. Chen Patika Máriatövis Forte étrend-kiegészítő kapszula 60 db 27,6 g",5999561420578,05999561420578,3499.0,3119.0,g,g,27.6,27.6,126775.362,113007.246,egyeb-etrendkiegeszitok-vitaminok-152,Drogéria|Patika|Vitaminok és étrendkiegészítők|Vitaminok és étrendkiegészítők
5999561420615|dr. chen patika fahéj tea gyömbérrel 20 filter 44 g,kg,-1250.0,-3.633,Dr. Chen Patika fahéj tea gyömbérrel 20 filter 44 g,Dr. Chen Patika fahéj tea gyömbérrel 20 filter 44 g,5999561420615,05999561420615,1514.0,1459.0,g,g,44.0,44.0,34409.091,33159.091,gyogytea-143,Drogéria|Patika|Fitness táplálékkiegészítők|Fitness táplálékkiegészítők
5999561573236|1x1 vitamin multivitamin narancs ízű étrend-kiegészítő rágótabletta 90 x 800 mg (72 g),kg,-1333.333,-5.664,1x1 Vitamin multivitamin narancs ízű étrend-kiegészítő rágótabletta 90 x 800 mg (72 g),1x1 Vitamin multivitamin narancs ízű étrend-kiegészítő rágótabletta 90 x 800 mg (72 g),5999561573236,05999561573236,1695.0,1599.0,g,g,72.0,72.0,23541.667,22208.333,egyeb-etrendkiegeszitok-vitaminok-152,Drogéria|Patika|Gyerekek|Gyerekek
"5999561631073|szabó pince felső-magyarországi sárgamuskotály édes fehérbor 10,5% 750 ml",l,-120.0,-5.491,"Szabó Pince Felső-Magyarországi Sárgamuskotály édes fehérbor 10,5% 750 ml","Szabó Pince Felső-Magyarországi Sárgamuskotály édes fehérbor 10,5% 750 ml",5999561631073,05999561631073,1639.0,1549.0,ml,ml,750.0,750.0,2185.333,2065.333,feher-bor-249,Italok|Hazai fehérborok|Édes fehérborok|Felső-Magyarország
"5999561631080|szabó pince felső-magyarországi rosé cuvée édes rosébor 12,0% 750 ml",l,-120.0,-5.491,"Szabó Pince Felső-Magyarországi Rosé Cuvée édes rosébor 12,0% 750 ml","Szabó Pince Felső-Magyarországi Rosé Cuvée édes rosébor 12,0% 750 ml",5999561631080,05999561631080,1639.0,1549.0,ml,ml,750.0,750.0,2185.333,2065.333,rose-bor-251,Italok|Hazai roséborok|Édes roséborok|Felső-Magyarország
"5999561631097|szabó pince felső-magyarországi turán édes vörösbor 10,5% 750 ml",l,-120.0,-5.491,"Szabó Pince Felső-Magyarországi Turán édes vörösbor 10,5% 750 ml","Szabó Pince Felső-Magyarországi Turán édes vörösbor 10,5% 750 ml",5999561631097,05999561631097,1639.0,1549.0,ml,ml,750.0,750.0,2185.333,2065.333,voros-bor-250,Italok|Hazai vörösborok|Édes vörösborok|Felső-Magyarország
5999561631103|szabó pince mátrai cabernet sauvignon száraz vörösbor 12% 750 ml,l,20.0,0.978,Szabó Pince Mátrai Cabernet Sauvignon száraz vörösbor 12% 750 ml,Szabó Pince Mátrai Cabernet Sauvignon száraz vörösbor 12% 750 ml,5999561631103,05999561631103,1534.0,1549.0,ml,ml,750.0,750.0,2045.333,2065.333,voros-bor-250,Italok|Hazai vörösborok|Száraz vörösborok|Felső-Magyarország
"5999561851044|fabulon acne stop tini tonik zsíros, pattanásos bőrre 200 ml",l,-200.0,-2.455,"Fabulon Acne Stop Tini tonik zsíros, pattanásos bőrre 200 ml","Fabulon Acne Stop Tini tonik zsíros, pattanásos bőrre 200 ml",5999561851044,05999561851044,1629.0,1589.0,ml,ml,200.0,200.0,8145.0,7945.0,arcapolas-293,Drogéria|Bőrápolás|Arcápolás|Arctisztító tonikok
5999565231149|wu2 sampon normál és zsíros hajra 1000 ml,l,-155.0,-13.432,WU2 sampon normál és zsíros hajra 1000 ml,WU2 sampon normál és zsíros hajra 1000 ml,5999565231149,05999565231149,1154.0,999.0,ml,ml,1000.0,1000.0,1154.0,999.0,hajsampon-301,Drogéria|Hajápolás|Női samponok|Zsíros hajra
5999565231170|wu2 sampon korpásodás ellen 1000 ml,l,-155.0,-13.432,WU2 sampon korpásodás ellen 1000 ml,WU2 sampon korpásodás ellen 1000 ml,5999565231170,05999565231170,1154.0,999.0,ml,ml,1000.0,1000.0,1154.0,999.0,hajsampon-301,Drogéria|Hajápolás|Női samponok|Korpásodás ellen
5999565232542|wu2 pink sensation sampon minden hajtípusra 1000 ml,l,-155.0,-13.432,WU2 Pink Sensation sampon minden hajtípusra 1000 ml,WU2 Pink Sensation sampon minden hajtípusra 1000 ml,5999565232542,05999565232542,1154.0,999.0,ml,ml,1000.0,1000.0,1154.0,999.0,hajsampon-301,Drogéria|Hajápolás|Női samponok|Normál hajra
5999565693107|stühmer narancsos krémmel töltött étcsokoládé édesítőszerrel 100 g,kg,450.0,2.246,Stühmer narancsos krémmel töltött étcsokoládé édesítőszerrel 100 g,Stühmer narancsos krémmel töltött étcsokoládé édesítőszerrel 100 g,5999565693107,05999565693107,2004.0,2049.0,g,g,100.0,100.0,20040.0,20490.0,tablas-csokoladek-176,Speciális|Hozzáadott cukor mentes|Édesség és rágcsálnivaló|Édesség és rágcsálnivaló
5999565694852|stühmer korfu szelet mézes tojásfehérje frappé étcsokoládé bevonattal 23 g,kg,217.391,1.592,Stühmer Korfu szelet mézes tojásfehérje frappé étcsokoládé bevonattal 23 g,Stühmer Korfu szelet mézes tojásfehérje frappé étcsokoládé bevonattal 23 g,5999565694852,05999565694852,314.0,319.0,g,g,23.0,23.0,13652.174,13869.565,csokolade-175,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek
5999565695033|stühmer tejcsokoládé 90 g,kg,111.111,0.529,Stühmer tejcsokoládé 90 g,Stühmer tejcsokoládé 90 g,5999565695033,05999565695033,1889.0,1899.0,g,g,90.0,90.0,20988.889,21100.0,csokolade-175,Alapvető élelmiszerek|Csokoládék|Táblás tejcsokoládék|Töltött táblás csokoládék
