key,base_unit,base_price_diff_b_minus_a,base_price_pct_b_minus_a,Spar_product_name,Prima_product_name,Spar_barcode,Prima_barcode,Spar_unit_price,Prima_unit_price,Spar_unit_type,Prima_unit_type,Spar_unit_step,Prima_unit_step,Spar_base_price,Prima_base_price,Spar_categories,Prima_categories
5998200483820|mizo coffee selection latte uht zsírszegény kávés tej édesítőszerekkel 250 ml,l,564.0,32.488,Mizo Coffee Selection Latte UHT zsírszegény kávés tej édesítőszerekkel 250 ml,Mizo Coffee Selection Latte UHT zsírszegény kávés tej édesítőszerekkel 250 ml,5998200483820,5998200483820,434.0,575.0,ml,ml,250.0,250.0,1736.0,2300.0,izesitett-tejitalok-jegeskave-109,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33
5998200483868|mizo coffee selection flat white uht zsírszegény kávés tej 250 ml,l,564.0,32.488,Mizo Coffee Selection Flat White UHT zsírszegény kávés tej 250 ml,Mizo Coffee Selection Flat White UHT zsírszegény kávés tej 250 ml,5998200483868,5998200483868,434.0,575.0,ml,ml,250.0,250.0,1736.0,2300.0,izesitett-tejitalok-jegeskave-109,jegeskave-44
5998200483929|mizo coffee selection cappuccino laktózmentes zsírszegény kávés tej 250 ml,l,564.0,32.488,Mizo Coffee Selection Cappuccino laktózmentes zsírszegény kávés tej 250 ml,Mizo Coffee Selection Cappuccino laktózmentes zsírszegény kávés tej 250 ml,5998200483929,5998200483929,434.0,575.0,ml,ml,250.0,250.0,1736.0,2300.0,laktozmentes-75,laktozmentes-elelmiszer-34
5998200483943|mizo coffee selection espresso uht zsírszegény kávés tej 250 ml,l,564.0,32.488,Mizo Coffee Selection Espresso UHT zsírszegény kávés tej 250 ml,Mizo Coffee Selection Espresso UHT zsírszegény kávés tej 250 ml,5998200483943,5998200483943,434.0,575.0,ml,ml,250.0,250.0,1736.0,2300.0,izesitett-tejitalok-jegeskave-109,jegeskave-44
"5998200484728|mizo coffee selection caramel cappuccino uht zsírszegény, karamelles kávés tej 250 ml",l,564.0,32.488,"Mizo Coffee Selection Caramel Cappuccino UHT zsírszegény, karamelles kávés tej 250 ml","Mizo Coffee Selection Caramel Cappuccino UHT zsírszegény, karamelles kávés tej 250 ml",5998200484728,5998200484728,434.0,575.0,ml,ml,250.0,250.0,1736.0,2300.0,izesitett-tejitalok-jegeskave-109,jegeskave-44
"5998200557033|magyar tej uht tej 2,8% 1 l",l,61.0,15.288,"Magyar Tej UHT tej 2,8% 1 l","Magyar Tej UHT tej 2,8% 1 l",5998200557033,5998200557033,399.0,460.0,ml,ml,1000.0,1000.0,399.0,460.0,tej-99,tej-42
5998200557088|magyar vaj teavaj 100 g,kg,220.0,4.9,Magyar Vaj teavaj 100 g,Magyar Vaj teavaj 100 g,5998200557088,5998200557088,449.0,471.0,g,g,100.0,100.0,4490.0,4710.0,vaj-margarin-100,vaj-54
"5998200557699|magyar tej esl tej 1,5% 1 l",l,73.0,20.917,"Magyar Tej ESL tej 1,5% 1 l","Magyar Tej ESL tej 1,5% 1 l",5998200557699,5998200557699,349.0,422.0,ml,ml,1000.0,1000.0,349.0,422.0,tej-99,tej-42
5998200558276|magyar tejföl 20%-os tejföl 140 g,kg,600.0,42.211,Magyar Tejföl 20%-os tejföl 140 g,Magyar Tejföl 20%-os tejföl 140 g,5998200558276,5998200558276,199.0,283.0,g,g,140.0,140.0,1421.429,2021.429,tejfol-103,tejfol-51
5998200560521|magyar tejföl félzsíros tejföl 12% 140 g,kg,635.714,49.721,Magyar Tejföl félzsíros tejföl 12% 140 g,Magyar Tejföl félzsíros tejföl 12% 140 g,5998200560521,5998200560521,179.0,268.0,g,g,140.0,140.0,1278.571,1914.286,tejfol-103,tejfol-51
"5998200564789|riska uht laktózmentes tej 2,8% 1 l",l,-27.0,-5.411,"Riska UHT laktózmentes tej 2,8% 1 l","Riska UHT laktózmentes tej 2,8% 1 l",5998200564789,5998200564789,499.0,472.0,ml,ml,1000.0,1000.0,499.0,472.0,laktozmentes-75,laktozmentes-elelmiszer-34
5998200742347|completa félzsíros kávétejszín 10% 10 x 10 g,kg,210.0,6.287,Completa félzsíros kávétejszín 10% 10 x 10 g,Completa félzsíros kávétejszín 10% 10 x 10 g,5998200742347,5998200742347,334.0,355.0,g,g,100.0,100.0,3340.0,3550.0,tejszin-tejszinhab-102,tejszin-52
5998200743108|pöttyös óriás túró rudi natúr túródesszert tejbevonóval 51 g,kg,-490.196,-7.716,Pöttyös Óriás Túró Rudi natúr túródesszert tejbevonóval 51 g,Pöttyös Óriás Túró Rudi natúr túródesszert tejbevonóval 51 g,5998200743108,5998200743108,324.0,299.0,g,g,51.0,51.0,6352.941,5862.745,tejszeletek-turo-rudi-95,turodesszert-60
5998200744013|milli uht főzőtejszín 20% 2 x 200 ml,l,137.5,4.421,Milli UHT főzőtejszín 20% 2 x 200 ml,Milli UHT főzőtejszín 20% 2 x 200 ml,5998200744013,5998200744013,1244.0,1299.0,ml,ml,400.0,400.0,3110.0,3247.5,tejszin-tejszinhab-102,tejszin-52
5998200745034|pöttyös guru karamellás desszertkészítmény 38 g,kg,1447.368,16.975,Pöttyös Guru karamellás desszertkészítmény 38 g,Pöttyös Guru karamellás desszertkészítmény 38 g,5998200745034,5998200745034,324.0,379.0,g,g,38.0,38.0,8526.316,9973.684,tejszeletek-turo-rudi-95,turodesszert-60
5998200746802|pöttyös tejsüti tejes krémmel töltött kakaós piskóta 28 g,kg,357.143,4.367,Pöttyös Tejsüti tejes krémmel töltött kakaós piskóta 28 g,Pöttyös Tejsüti tejes krémmel töltött kakaós piskóta 28 g,5998200746802,5998200746802,229.0,239.0,g,g,28.0,28.0,8178.571,8535.714,tejszeletek-turo-rudi-95,tejszelet-61
5998200746888|pöttyös túró rudi mogyorókrémes desszertkészítmény 51 g,kg,-490.196,-7.716,Pöttyös Túró Rudi mogyorókrémes desszertkészítmény 51 g,Pöttyös Túró Rudi mogyorókrémes desszertkészítmény 51 g,5998200746888,5998200746888,324.0,299.0,g,g,51.0,51.0,6352.941,5862.745,tejszeletek-turo-rudi-95,turodesszert-60
5998200747533|milli vaníliás-mazsolás krémtúró 90 g,kg,-511.111,-13.333,Milli vaníliás-mazsolás krémtúró 90 g,Milli vaníliás-mazsolás krémtúró 90 g,5998200747533,5998200747533,345.0,299.0,g,g,90.0,90.0,3833.333,3322.222,puding-kremturo-tejberizs-97,kremturo-58
5998200747557|milli banános krémtúró 90 g,kg,222.222,5.797,Milli banános krémtúró 90 g,Milli banános krémtúró 90 g,5998200747557,5998200747557,345.0,365.0,g,g,90.0,90.0,3833.333,4055.556,puding-kremturo-tejberizs-97,kremturo-58
5998200747960|milli epres krémtúró 90 g,kg,222.222,5.797,Milli epres krémtúró 90 g,Milli epres krémtúró 90 g,5998200747960,5998200747960,345.0,365.0,g,g,90.0,90.0,3833.333,4055.556,puding-kremturo-tejberizs-97,kremturo-58
5998200748240|milli laktózmentes vaníliás krémtúró 90 g,kg,333.333,8.13,Milli laktózmentes vaníliás krémtúró 90 g,Milli laktózmentes vaníliás krémtúró 90 g,5998200748240,5998200748240,369.0,399.0,g,g,90.0,90.0,4100.0,4433.333,laktozmentes-75,laktozmentes-elelmiszer-34
5998200749032|pöttyös kakaó 200 ml,l,75.0,4.934,Pöttyös kakaó 200 ml,Pöttyös kakaó 200 ml,5998200749032,5998200749032,304.0,319.0,ml,ml,200.0,200.0,1520.0,1595.0,izesitett-tejitalok-jegeskave-109,tejital-kakaoital-43
5998200749049|pöttyös kakaó 300 ml,l,120.0,6.679,Pöttyös kakaó 300 ml,Pöttyös kakaó 300 ml,5998200749049,5998200749049,539.0,575.0,ml,ml,300.0,300.0,1796.667,1916.667,izesitett-tejitalok-jegeskave-109,tejital-kakaoital-43
5998200749223|pöttyös kakaó 0% hozzáadott cukorral 300 ml,l,120.0,6.679,Pöttyös kakaó 0% hozzáadott cukorral 300 ml,Pöttyös kakaó 0% hozzáadott cukorral 300 ml,5998200749223,5998200749223,539.0,575.0,ml,ml,300.0,300.0,1796.667,1916.667,izesitett-tejitalok-jegeskave-109,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33
"5998200749650|milli vaníliás krémtúró hozzáadott cukor nélkül, édesítőszerekkel 90 g",kg,333.333,8.13,"Milli vaníliás krémtúró hozzáadott cukor nélkül, édesítőszerekkel 90 g","Milli vaníliás krémtúró hozzáadott cukor nélkül, édesítőszerekkel 90 g",5998200749650,5998200749650,369.0,399.0,g,g,90.0,90.0,4100.0,4433.333,puding-kremturo-tejberizs-97,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33
5998200749889|pöttyös laktózmentes natúr desszertkészítmény kakaós étbevonattal 51 g,kg,862.745,12.394,Pöttyös laktózmentes natúr desszertkészítmény kakaós étbevonattal 51 g,Pöttyös laktózmentes natúr desszertkészítmény kakaós étbevonattal 51 g,5998200749889,5998200749889,355.0,399.0,g,g,51.0,51.0,6960.784,7823.529,laktozmentes-75,laktozmentes-elelmiszer-34
"5998200750298|milli uht jegeskávé hozzáadott cukor nélkül, édesítőszerekkel 300 ml",l,120.0,6.679,"Milli UHT jegeskávé hozzáadott cukor nélkül, édesítőszerekkel 300 ml","Milli UHT jegeskávé hozzáadott cukor nélkül, édesítőszerekkel 300 ml",5998200750298,5998200750298,539.0,575.0,ml,ml,300.0,300.0,1796.667,1916.667,izesitett-tejitalok-jegeskave-109,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33
5998200750502|pöttyös kakaós tej 300 ml,l,120.0,6.679,Pöttyös kakaós tej 300 ml,Pöttyös kakaós tej 300 ml,5998200750502,5998200750502,539.0,575.0,ml,ml,300.0,300.0,1796.667,1916.667,izesitett-tejitalok-jegeskave-109,tejital-kakaoital-43
5998200750519|milli xxl vaníliás krémtúró 150 g,kg,240.0,6.679,Milli XXL vaníliás krémtúró 150 g,Milli XXL vaníliás krémtúró 150 g,5998200750519,5998200750519,539.0,575.0,g,g,150.0,150.0,3593.333,3833.333,puding-kremturo-tejberizs-97,kremturo-58
"5998200751127|pöttyös uht, zsírszegény, madártej ízű tejital 300 ml",l,120.0,6.679,"Pöttyös UHT, zsírszegény, madártej ízű tejital 300 ml","Pöttyös UHT, zsírszegény, madártej ízű tejital 300 ml",5998200751127,5998200751127,539.0,575.0,ml,ml,300.0,300.0,1796.667,1916.667,izesitett-tejitalok-jegeskave-109,tejital-kakaoital-43
"5998200751134|pöttyös guru 0% túródesszert kakaós étbevonattal, citromos krémtöltelékkel 30 g",kg,1833.333,16.975,"Pöttyös Guru 0% túródesszert kakaós étbevonattal, citromos krémtöltelékkel 30 g","Pöttyös Guru 0% túródesszert kakaós étbevonattal, citromos krémtöltelékkel 30 g",5998200751134,5998200751134,324.0,379.0,g,g,30.0,30.0,10800.0,12633.333,tejszeletek-turo-rudi-95,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33
5998200751288|milli natúr kaukázusi kefir 400 g,kg,162.5,8.856,Milli natúr kaukázusi kefir 400 g,Milli natúr kaukázusi kefir 400 g,5998200751288,5998200751288,734.0,799.0,g,g,400.0,400.0,1835.0,1997.5,kefir-aludttej-105,kefir-48
"5998200751875|pöttyös protein turó rudi natúr túródesszert kakaós étbevonattal, édesítőszerekkel 51 g",kg,490.196,5.76,"Pöttyös Protein Turó Rudi natúr túródesszert kakaós étbevonattal, édesítőszerekkel 51 g","Pöttyös Protein Turó Rudi natúr túródesszert kakaós étbevonattal, édesítőszerekkel 51 g",5998200751875,5998200751875,434.0,459.0,g,g,51.0,51.0,8509.804,9000.0,tejszeletek-turo-rudi-95,turodesszert-60
"5998200751882|pöttyös protein túró rudi málnás túródesszert kakaós étbevonattal, édesítőszerekkel 51 g",kg,490.196,5.76,"Pöttyös Protein Túró Rudi málnás túródesszert kakaós étbevonattal, édesítőszerekkel 51 g","Pöttyös Protein Túró Rudi málnás túródesszert kakaós étbevonattal, édesítőszerekkel 51 g",5998200751882,5998200751882,434.0,459.0,g,g,51.0,51.0,8509.804,9000.0,tejszeletek-turo-rudi-95,turodesszert-60
"5998200751967|pöttyös túró rudi pisztáciás túródesszert kakaós étbevonattal, pisztáciás töltelékkel 35 g",kg,600.0,6.481,"Pöttyös Túró Rudi pisztáciás túródesszert kakaós étbevonattal, pisztáciás töltelékkel 35 g","Pöttyös Túró Rudi pisztáciás túródesszert kakaós étbevonattal, pisztáciás töltelékkel 35 g",5998200751967,5998200751967,324.0,345.0,g,g,35.0,35.0,9257.143,9857.143,tejszeletek-turo-rudi-95,turodesszert-60
5998200751981|milli high protein vaníliás krémtúró 150 g,kg,233.333,6.206,Milli High Protein vaníliás krémtúró 150 g,Milli High Protein vaníliás krémtúró 150 g,5998200751981,5998200751981,564.0,599.0,g,g,150.0,150.0,3760.0,3993.333,puding-kremturo-tejberizs-97,kremturo-58
5998200752001|milli high protein áfonyás muffin ízű krémtúró 150 g,kg,233.333,6.206,Milli High Protein áfonyás muffin ízű krémtúró 150 g,Milli High Protein áfonyás muffin ízű krémtúró 150 g,5998200752001,5998200752001,564.0,599.0,g,g,150.0,150.0,3760.0,3993.333,puding-kremturo-tejberizs-97,kremturo-58
"5998200752193|pöttyös protein túró rudi natúr túródesszert kakaós étbevonattal, édesítőszerekkel 5 x 51 g (255 g)",kg,960.784,11.928,"Pöttyös Protein Túró Rudi natúr túródesszert kakaós étbevonattal, édesítőszerekkel 5 x 51 g (255 g)","Pöttyös Protein Túró Rudi natúr túródesszert kakaós étbevonattal, édesítőszerekkel 5 x 51 g (255 g)",5998200752193,5998200752193,2054.0,2299.0,g,g,255.0,255.0,8054.902,9015.686,tejszeletek-turo-rudi-95,turodesszert-60
"5998200752216|pöttyös túró rudi natúr túródesszert kakaós étbevonattal, édesítőszerekkel 6 x 35 g (210 g)",kg,780.952,8.937,"Pöttyös Túró Rudi natúr túródesszert kakaós étbevonattal, édesítőszerekkel 6 x 35 g (210 g)","Pöttyös Túró Rudi natúr túródesszert kakaós étbevonattal, édesítőszerekkel 6 x 35 g (210 g)",5998200752216,5998200752216,1835.0,1999.0,g,g,210.0,210.0,8738.095,9519.048,tejszeletek-turo-rudi-95,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33
5998200752223|pöttyös túró rudi szilvás túródesszert kakaós étbevonattal édesítőszerekkel 6 x 35 g (210 g),kg,780.952,8.937,Pöttyös Túró Rudi szilvás túródesszert kakaós étbevonattal édesítőszerekkel 6 x 35 g (210 g),Pöttyös Túró Rudi szilvás túródesszert kakaós étbevonattal édesítőszerekkel 6 x 35 g (210 g),5998200752223,5998200752223,1835.0,1999.0,g,g,210.0,210.0,8738.095,9519.048,tejszeletek-turo-rudi-95,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33
"5998200752230|pöttyös túró rudi brownie-ízű túródesszert kakaós étbevonattal, édesítőszerekkel 6 x 35 g (210 g)",kg,780.952,8.937,"Pöttyös Túró Rudi brownie-ízű túródesszert kakaós étbevonattal, édesítőszerekkel 6 x 35 g (210 g)","Pöttyös Túró Rudi brownie-ízű túródesszert kakaós étbevonattal, édesítőszerekkel 6 x 35 g (210 g)",5998200752230,5998200752230,1835.0,1999.0,g,g,210.0,210.0,8738.095,9519.048,tejszeletek-turo-rudi-95,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33
5998200752247|pöttyös túró rudi natúr túródesszert kakaós étbevonóval 7 x 30 g (210 g),kg,571.429,7.6,Pöttyös Túró Rudi natúr túródesszert kakaós étbevonóval 7 x 30 g (210 g),Pöttyös Túró Rudi natúr túródesszert kakaós étbevonóval 7 x 30 g (210 g),5998200752247,5998200752247,1579.0,1699.0,g,g,210.0,210.0,7519.048,8090.476,tejszeletek-turo-rudi-95,turodesszert-60
5998200752261|pöttyös túró rudi natúr túródesszert tejes bevonattal 7 x 30 g (210 g),kg,571.429,7.6,Pöttyös Túró Rudi natúr túródesszert tejes bevonattal 7 x 30 g (210 g),Pöttyös Túró Rudi natúr túródesszert tejes bevonattal 7 x 30 g (210 g),5998200752261,5998200752261,1579.0,1699.0,g,g,210.0,210.0,7519.048,8090.476,tejszeletek-turo-rudi-95,turodesszert-60
5998200752285|pöttyös óriás túró rudi natúr túródesszert kakaós étbevonóval 6 x 51 g (306 g),kg,3215.686,8.937,Pöttyös Óriás Túró Rudi natúr túródesszert kakaós étbevonóval 6 x 51 g (306 g),Pöttyös Óriás Túró Rudi natúr túródesszert kakaós étbevonóval 6 x 51 g (306 g),5998200752285,5998200752285,1835.0,1999.0,g,g,51.0,51.0,35980.392,39196.078,tejszeletek-turo-rudi-95,turodesszert-60
5998200752292|pöttyös óriás túró rudi natúr túródesszert tejes bevonattal 6 x 51 g (306 g),kg,535.948,8.937,Pöttyös Óriás Túró Rudi natúr túródesszert tejes bevonattal 6 x 51 g (306 g),Pöttyös Óriás Túró Rudi natúr túródesszert tejes bevonattal 6 x 51 g (306 g),5998200752292,5998200752292,1835.0,1999.0,g,g,306.0,306.0,5996.732,6532.68,tejszeletek-turo-rudi-95,turodesszert-60
5998200752308|pöttyös óriás túró rudi mogyorókrémes túródesszert 6 x 51 g (306 g),kg,535.948,8.937,Pöttyös Óriás Túró Rudi mogyorókrémes túródesszert 6 x 51 g (306 g),Pöttyös Óriás Túró Rudi mogyorókrémes túródesszert 6 x 51 g (306 g),5998200752308,5998200752308,1835.0,1999.0,g,g,306.0,306.0,5996.732,6532.68,tejszeletek-turo-rudi-95,turodesszert-60
5998200752339|pöttyös óriás túró rudi laktózmentes natúr desszertkészítmény kakaós étbevonóval 6 x 51 g (306 g),kg,147.059,2.191,Pöttyös Óriás Túró Rudi laktózmentes natúr desszertkészítmény kakaós étbevonóval 6 x 51 g (306 g),Pöttyös Óriás Túró Rudi laktózmentes natúr desszertkészítmény kakaós étbevonóval 6 x 51 g (306 g),5998200752339,5998200752339,2054.0,2099.0,g,g,306.0,306.0,6712.418,6859.477,laktozmentes-75,laktozmentes-elelmiszer-34
5998200752346|pöttyös túró rudi pisztáciás túródesszert kakaós étbevonóval 6 x 35 g (210 g),kg,780.952,8.937,Pöttyös Túró Rudi pisztáciás túródesszert kakaós étbevonóval 6 x 35 g (210 g),Pöttyös Túró Rudi pisztáciás túródesszert kakaós étbevonóval 6 x 35 g (210 g),5998200752346,5998200752346,1835.0,1999.0,g,g,210.0,210.0,8738.095,9519.048,tejszeletek-turo-rudi-95,turodesszert-60
5998200752414|milli high protein barackos pite ízű krémtúró 150 g,kg,233.333,6.206,Milli High Protein barackos pite ízű krémtúró 150 g,Milli High Protein barackos pite ízű krémtúró 150 g,5998200752414,5998200752414,564.0,599.0,g,g,150.0,150.0,3760.0,3993.333,puding-kremturo-tejberizs-97,kremturo-58
"5998200752421|pöttyös protein túró rudi mogyoróvajas túródesszert kakaós étbevonattal, édesítőszerekkel 51 g",kg,490.196,5.76,"Pöttyös Protein Túró Rudi mogyoróvajas túródesszert kakaós étbevonattal, édesítőszerekkel 51 g","Pöttyös Protein Túró Rudi mogyoróvajas túródesszert kakaós étbevonattal, édesítőszerekkel 51 g",5998200752421,5998200752421,434.0,459.0,g,g,51.0,51.0,8509.804,9000.0,tejszeletek-turo-rudi-95,turodesszert-60
5998200752445|pöttyös óriás túró rudi citromkrémes túródesszert 51 g,kg,411.765,6.481,Pöttyös Óriás Túró Rudi citromkrémes túródesszert 51 g,Pöttyös Óriás Túró Rudi citromkrémes túródesszert 51 g,5998200752445,5998200752445,324.0,345.0,g,g,51.0,51.0,6352.941,6764.706,tejszeletek-turo-rudi-95,turodesszert-60
5998200752469|pöttyös protein túró rudi mogyoróvajas túródesszert kakaós étbevonattal 5 x 51 g (255 g),kg,960.784,11.928,Pöttyös Protein Túró Rudi mogyoróvajas túródesszert kakaós étbevonattal 5 x 51 g (255 g),Pöttyös Protein Túró Rudi mogyoróvajas túródesszert kakaós étbevonattal 5 x 51 g (255 g),5998200752469,5998200752469,2054.0,2299.0,g,g,255.0,255.0,8054.902,9015.686,tejszeletek-turo-rudi-95,turodesszert-60
5998200752506|milli málnás sajttorta ízű krémtúró 90 g,kg,333.333,8.13,Milli málnás sajttorta ízű krémtúró 90 g,Milli málnás sajttorta ízű krémtúró 90 g,5998200752506,5998200752506,369.0,399.0,g,g,90.0,90.0,4100.0,4433.333,puding-kremturo-tejberizs-97,kremturo-58
"5998201214515|tolle uht félzsíros tej 2,8% 1 l",l,-76.0,-18.138,"Tolle UHT félzsíros tej 2,8% 1 l","Tolle UHT félzsíros tej 2,8% 1 l",5998201214515,5998201214515,419.0,343.0,ml,ml,1000.0,1000.0,419.0,343.0,tej-99,tej-42
"5998201449993|tihany válogatás ínyenc camembert natúr, zsírdús lágy sajt 120 g",kg,1958.333,27.199,"Tihany Válogatás Ínyenc Camembert natúr, zsírdús lágy sajt 120 g","Tihany Válogatás Ínyenc Camembert natúr, zsírdús lágy sajt 120 g",5998201449993,5998201449993,864.0,1099.0,g,g,120.0,120.0,7200.0,9158.333,lagy-sajtok-88,camembert-brie-specialitasok-65
"5998201450005|tihany válogatás ínyenc camembert zöldfűszeres zsírdús, lágy sajt 120 g",kg,1958.333,27.199,"Tihany Válogatás Ínyenc Camembert zöldfűszeres zsírdús, lágy sajt 120 g","Tihany Válogatás Ínyenc Camembert zöldfűszeres zsírdús, lágy sajt 120 g",5998201450005,5998201450005,864.0,1099.0,g,g,120.0,120.0,7200.0,9158.333,lagy-sajtok-88,friss-sajt-66
5998201450012|tihany válogatás ínyenc camembert erdei gombás zsírdús lágy sajt 120 g,kg,1958.333,27.199,Tihany Válogatás Ínyenc Camembert erdei gombás zsírdús lágy sajt 120 g,Tihany Válogatás Ínyenc Camembert erdei gombás zsírdús lágy sajt 120 g,5998201450012,5998201450012,864.0,1099.0,g,g,120.0,120.0,7200.0,9158.333,lagy-sajtok-88,friss-sajt-66
5998202940260|nádudvari félzsíros túró 250 g,kg,120.0,4.886,Nádudvari félzsíros túró 250 g,Nádudvari félzsíros túró 250 g,5998202940260,5998202940260,614.0,644.0,g,g,250.0,250.0,2456.0,2576.0,turo-cottage-cheese-104,turo-korozott-50
"5998202942295|nádudvari félzsíros, élőflórás tejföl 12% 330 g",kg,333.333,27.919,"Nádudvari félzsíros, élőflórás tejföl 12% 330 g","Nádudvari félzsíros, élőflórás tejföl 12% 330 g",5998202942295,5998202942295,394.0,504.0,g,g,330.0,330.0,1193.939,1527.273,tejfol-103,tejfol-51
5998202942349|nádudvari e-mentes natúr vajkrém 180 g,kg,416.667,6.673,Nádudvari E-mentes natúr vajkrém 180 g,Nádudvari E-mentes natúr vajkrém 180 g,5998202942349,5998202942349,1124.0,1199.0,g,g,180.0,180.0,6244.444,6661.111,vajkrem-sajtkrem-korozott-101,vajkrem-55
5998202942448|nádudvari élőflórás kefir 330 g,kg,109.091,6.679,Nádudvari élőflórás kefir 330 g,Nádudvari élőflórás kefir 330 g,5998202942448,5998202942448,539.0,575.0,g,g,330.0,330.0,1633.333,1742.424,kefir-aludttej-105,kefir-48
5998202943469|nádudvari réteges élőflórás krémjoghurt erdei gyümölcsökkel 180 g,kg,488.889,46.809,Nádudvari réteges élőflórás krémjoghurt erdei gyümölcsökkel 180 g,Nádudvari réteges élőflórás krémjoghurt erdei gyümölcsökkel 180 g,5998202943469,5998202943469,188.0,276.0,g,g,180.0,180.0,1044.444,1533.333,izesitett-joghurt-107,joghurt-47
5998202943476|nádudvari réteges élőflórás krémjoghurt áfonyával 180 g,kg,488.889,46.809,Nádudvari réteges élőflórás krémjoghurt áfonyával 180 g,Nádudvari réteges élőflórás krémjoghurt áfonyával 180 g,5998202943476,5998202943476,188.0,276.0,g,g,180.0,180.0,1044.444,1533.333,izesitett-joghurt-107,joghurt-47
5998202943490|nádudvari házias körözött 135 g,kg,777.778,11.745,Nádudvari házias körözött 135 g,Nádudvari házias körözött 135 g,5998202943490,5998202943490,894.0,999.0,g,g,135.0,135.0,6622.222,7400.0,vajkrem-sajtkrem-korozott-101,turo-korozott-50
5998202943506|nádudvari metélőhagymás körözött 135 g,kg,777.778,11.745,Nádudvari metélőhagymás körözött 135 g,Nádudvari metélőhagymás körözött 135 g,5998202943506,5998202943506,894.0,999.0,g,g,135.0,135.0,6622.222,7400.0,vajkrem-sajtkrem-korozott-101,turo-korozott-50
5998202943513|nádudvari csípős körözött 135 g,kg,777.778,11.745,Nádudvari csípős körözött 135 g,Nádudvari csípős körözött 135 g,5998202943513,5998202943513,894.0,999.0,g,g,135.0,135.0,6622.222,7400.0,vajkrem-sajtkrem-korozott-101,turo-korozott-50
5998202960466|nádudvari gyorsfagyasztott rántott karfiol 450 g,kg,231.111,8.031,Nádudvari gyorsfagyasztott rántott karfiol 450 g,Nádudvari gyorsfagyasztott rántott karfiol 450 g,5998202960466,5998202960466,1295.0,1399.0,g,g,450.0,450.0,2877.778,3108.889,fagyasztott-husok-193,panirozott-termekek-135
"5998202960657|nádudvari gyorsfagyasztott szeletelt, készre sütött rántott csirkemell 600 g",kg,591.667,12.058,"Nádudvari gyorsfagyasztott szeletelt, készre sütött rántott csirkemell 600 g","Nádudvari gyorsfagyasztott szeletelt, készre sütött rántott csirkemell 600 g",5998202960657,5998202960657,2944.0,3299.0,g,g,600.0,600.0,4906.667,5498.333,fagyasztott-husok-193,panirozott-termekek-135
5998202960909|nádudvari csemege sertés debreceni kolbász 300 g,kg,766.667,15.657,Nádudvari csemege sertés debreceni kolbász 300 g,Nádudvari csemege sertés debreceni kolbász 300 g,5998202960909,5998202960909,1469.0,1699.0,g,g,300.0,300.0,4896.667,5663.333,hurka-es-kolbasz-119,virsli-debreceni-94
5998202961609|nádudvari glutén- és laktózmentes sertés májas 110 g,kg,681.818,47.468,Nádudvari glutén- és laktózmentes sertés májas 110 g,Nádudvari glutén- és laktózmentes sertés májas 110 g,5998202961609,5998202961609,158.0,233.0,g,g,110.0,110.0,1436.364,2118.182,laktozmentes-75,majas-95
5998202961616|nádudvari glutén- és laktózmentes majorannás sertés májas 110 g,kg,681.818,47.468,Nádudvari glutén- és laktózmentes majorannás sertés májas 110 g,Nádudvari glutén- és laktózmentes majorannás sertés májas 110 g,5998202961616,5998202961616,158.0,233.0,g,g,110.0,110.0,1436.364,2118.182,laktozmentes-75,majas-95
5998202961708|nádudvari gyorsfagyasztott rántott trappista sajt 450 g,kg,311.111,7.531,Nádudvari gyorsfagyasztott rántott trappista sajt 450 g,Nádudvari gyorsfagyasztott rántott trappista sajt 450 g,5998202961708,5998202961708,1859.0,1999.0,g,g,450.0,450.0,4131.111,4442.222,koret-195,panirozott-termekek-135
5998207901570|hajdú natúr grillsajt 240 g,kg,433.333,8.031,Hajdú natúr grillsajt 240 g,Hajdú natúr grillsajt 240 g,5998207901570,5998207901570,1295.0,1399.0,g,g,240.0,240.0,5395.833,5829.167,grillsajtok-tofu-5,szeletelt-reszelt-sajtok-67
5998207908609|hajdú juhtúró 100 g,kg,360.0,6.679,Hajdú juhtúró 100 g,Hajdú juhtúró 100 g,5998207908609,5998207908609,539.0,575.0,g,g,100.0,100.0,5390.0,5750.0,turo-cottage-cheese-104,turo-korozott-50
5998208925933|szarvasi mascarpone 250 g,kg,960.0,16.45,Szarvasi Mascarpone 250 g,Szarvasi Mascarpone 250 g,5998208925933,5998208925933,1459.0,1699.0,g,g,250.0,250.0,5836.0,6796.0,friss-sajtok-89,tomlos-sajtok-kremsajtok-69
5998208925940|szarvasi mascarpone 500 g,kg,870.0,17.654,Szarvasi Mascarpone 500 g,Szarvasi Mascarpone 500 g,5998208925940,5998208925940,2464.0,2899.0,g,g,500.0,500.0,4928.0,5798.0,friss-sajtok-89,friss-sajt-66
5998208926381|mozzarella italia 80 g,kg,575.0,8.863,Mozzarella Italia 80 g,Mozzarella Italia 80 g,5998208926381,5998208926381,519.0,565.0,g,g,80.0,80.0,6487.5,7062.5,lagy-sajtok-88,friss-sajt-66
