key,stores_present,base_unit,min_store,max_store,min_base_price,max_base_price,diff,pct_diff,names_by_store,barcodes_by_store,unit_prices_by_store,unit_steps_by_store,categories_by_store
hell strong görögdinnye és tuttifruttiízű energiaital 250 ml,Spar;Tesco,l,Tesco,Spar,1276.0,1540.0,264.0,20.69,Spar=HELL Strong görögdinnye és tuttifruttiízű energiaital 250 ml; Tesco=HELL Strong görögdinnye és tuttifruttiízű energiaital 250 ml,Spar=5999571052844; Tesco=05999571052844,Spar=385.0; Tesco=319.0,Spar=250.0 ml; Tesco=250.0 ml,Spar=energiaital-204; Tesco=Italok|Üdítőitalok|Energia- és sportitalok|Energiaitalok
"hell carnival edition vattacukorízű, koffeintartalmú, szénsavas energiaital 250 ml",Spar;Tesco,l,Tesco,Spar,1276.0,1540.0,264.0,20.69,"Spar=HELL Carnival Edition vattacukorízű, koffeintartalmú, szénsavas energiaital 250 ml; Tesco=HELL Carnival Edition vattacukorízű, koffeintartalmú, szénsavas energiaital 250 ml",Spar=5999571052899; Tesco=05999571052899,Spar=385.0; Tesco=319.0,Spar=250.0 ml; Tesco=250.0 ml,Spar=energiaital-204; Tesco=Italok|Üdítőitalok|Energia- és sportitalok|Energiaitalok
hell strong alma- és tuttifruttiízű energiaital 250 ml,Spar;Tesco,l,Tesco,Spar,1276.0,1540.0,264.0,20.69,Spar=HELL Strong alma- és tuttifruttiízű energiaital 250 ml; Tesco=HELL Strong alma- és tuttifruttiízű energiaital 250 ml,Spar=5999571052820; Tesco=05999571052820,Spar=385.0; Tesco=319.0,Spar=250.0 ml; Tesco=250.0 ml,Spar=energiaital-204; Tesco=Italok|Üdítőitalok|Energia- és sportitalok|Energiaitalok
gösser premium minőségi világos sör 5% 330 ml,Spar;Tesco,l,Tesco,Spar,1027.273,1239.394,212.121,20.649,Spar=Gösser Premium minőségi világos sör 5% 330 ml; Tesco=Gösser Premium minőségi világos sör 5% 330 ml,Spar=5998818174172; Tesco=05998818174172,Spar=409.0; Tesco=339.0,Spar=330.0 ml; Tesco=330.0 ml,"Spar=vilagos-sor-234; Tesco=Italok|Sör, cider|Világos sörök|Dobozos"
"juhász egri csillag classicus száraz fehérbor 12,5% 750 ml",Prima;Spar;Tesco,l,Tesco,Prima,2265.333,2732.0,466.667,20.6,"Prima=Juhász Egri Csillag classicus száraz fehérbor 12,5% 750 ml; Spar=Juhász Egri Csillag classicus száraz fehérbor 12,5% 750 ml; Tesco=Juhász Egri Csillag classicus száraz fehérbor 12,5% 750 ml",Prima=5999881815320; Spar=5999881815320; Tesco=05999881815320,Prima=2049.0; Spar=1854.0; Tesco=1699.0,Prima=750.0 ml; Spar=750.0 ml; Tesco=750.0 ml,Prima=feherbor-194; Spar=feher-bor-249; Tesco=Italok|Hazai fehérborok|Száraz fehérborok|Felső-Magyarország
"juhász felső-magyarországi muscat ottonel félédes fehérbor 11,5% 750 ml",Prima;Spar;Tesco,l,Tesco,Prima,2265.333,2732.0,466.667,20.6,"Prima=Juhász Felső-Magyarországi Muscat Ottonel félédes fehérbor 11,5% 750 ml; Spar=Juhász Felső-Magyarországi Muscat Ottonel félédes fehérbor 11,5% 750 ml; Tesco=Juhász Felső-Magyarországi Muscat Ottonel félédes fehérbor 11,5% 750 ml",Prima=5999881815382; Spar=5999881815382; Tesco=05999881815382,Prima=2049.0; Spar=1854.0; Tesco=1699.0,Prima=750.0 ml; Spar=750.0 ml; Tesco=750.0 ml,Prima=feherbor-194; Spar=feher-bor-249; Tesco=Italok|Hazai fehérborok|Félédes fehérborok|Felső-Magyarország
"barilla paradicsomszósz bolognai módra, marha-, és sertéshússal 400 g",Spar;Tesco,kg,Tesco,Spar,5222.5,6297.5,1075.0,20.584,"Spar=Barilla paradicsomszósz bolognai módra, marha-, és sertéshússal 400 g; Tesco=Barilla paradicsomszósz bolognai módra, marha-, és sertéshússal 400 g",Spar=8076809513678; Tesco=08076809513678,Spar=2519.0; Tesco=2089.0,Spar=400.0 g; Tesco=400.0 g,"Spar=paradicsompure-pesto-egyeb-olasz-szoszok-214; Tesco=Alapvető élelmiszerek|Szószok, mártások, poralapok|Szószok, mártások|Bolognai szószok"
"royal feketeribizli likőr 26% 0,5 l",Spar;Tesco,l,Tesco,Spar,6998.0,8438.0,1440.0,20.577,"Spar=Royal feketeribizli likőr 26% 0,5 l; Tesco=Royal feketeribizli likőr 26% 0,5 l",Spar=5999576900638; Tesco=05999576900638,Spar=4219.0; Tesco=3499.0,Spar=500.0 ml; Tesco=500.0 ml,Spar=likor-240; Tesco=Italok|Szeszes italok|Vodka|Vodka
"royal házi alma likőr 26% 0,5 l",Spar;Tesco,l,Tesco,Spar,6998.0,8438.0,1440.0,20.577,"Spar=Royal házi alma likőr 26% 0,5 l; Tesco=Royal házi alma likőr 26% 0,5 l",Spar=5999576900690; Tesco=05999576900690,Spar=4219.0; Tesco=3499.0,Spar=500.0 ml; Tesco=500.0 ml,Spar=likor-240; Tesco=Italok|Szeszes italok|Vodka|Vodka
"royal sárgabarack likőr 26% 0,5 l",Spar;Tesco,l,Tesco,Spar,6998.0,8438.0,1440.0,20.577,"Spar=Royal sárgabarack likőr 26% 0,5 l; Tesco=Royal sárgabarack likőr 26% 0,5 l",Spar=5999576900751; Tesco=05999576900751,Spar=4219.0; Tesco=3499.0,Spar=500.0 ml; Tesco=500.0 ml,Spar=likor-240; Tesco=Italok|Szeszes italok|Vodka|Vodka
"royal szilva likőr 26% 0,5 l",Spar;Tesco,l,Tesco,Spar,6998.0,8438.0,1440.0,20.577,"Spar=Royal szilva likőr 26% 0,5 l; Tesco=Royal szilva likőr 26% 0,5 l",Spar=5999576900836; Tesco=05999576900836,Spar=4219.0; Tesco=3499.0,Spar=500.0 ml; Tesco=500.0 ml,Spar=likor-240; Tesco=Italok|Szeszes italok|Vodka|Vodka
"royal meggy likőr 26% 0,5 l",Spar;Tesco,l,Tesco,Spar,6998.0,8438.0,1440.0,20.577,"Spar=Royal meggy likőr 26% 0,5 l; Tesco=Royal meggy likőr 26% 0,5 l",Spar=5999576900911; Tesco=05999576900911,Spar=4219.0; Tesco=3499.0,Spar=500.0 ml; Tesco=500.0 ml,Spar=likor-240; Tesco=Italok|Szeszes italok|Vodka|Vodka
alpro ördögien sötét étcsokoládés desszert 125 g,Prima;Spar;Tesco,kg,Tesco,Prima,3112.0,3752.0,640.0,20.566,Prima=ALPRO ördögien sötét étcsokoládés desszert 125 g; Spar=ALPRO ördögien sötét étcsokoládés desszert 125 g; Tesco=ALPRO ördögien sötét étcsokoládés desszert 125 g,Prima=5997536302539; Spar=5997536302539; Tesco=05997536302539,Prima=469.0; Spar=434.0; Tesco=389.0,Prima=125.0 g; Spar=125.0 g; Tesco=125.0 g,Prima=bio-es-novenyi-elelmiszer-35; Spar=puding-kremturo-tejberizs-97; Tesco=Speciális|Vegetáriánus és vegán|Desszertek|Desszertek
alpro vanília ízű szójadesszert 125 g,Prima;Spar;Tesco,kg,Tesco,Prima,3112.0,3752.0,640.0,20.566,Prima=ALPRO vanília ízű szójadesszert 125 g; Spar=ALPRO vanília ízű szójadesszert 125 g; Tesco=ALPRO vanília ízű szójadesszert 125 g,Prima=5997536302546; Spar=5997536302546; Tesco=05997536302546,Prima=469.0; Spar=434.0; Tesco=389.0,Prima=125.0 g; Spar=125.0 g; Tesco=125.0 g,Prima=bio-es-novenyi-elelmiszer-35; Spar=novenyi-termekek-110; Tesco=Speciális|Vegetáriánus és vegán|Desszertek|Desszertek
glacéau smartwater szénsavmentes víz alapú ital hozzáadott ásványi anyagokkal 600 ml,Spar;Tesco,l,Tesco,Spar,698.333,841.667,143.333,20.525,Spar=Glacéau Smartwater szénsavmentes víz alapú ital hozzáadott ásványi anyagokkal 600 ml; Tesco=Glacéau Smartwater szénsavmentes víz alapú ital hozzáadott ásványi anyagokkal 600 ml,Spar=5993330001067; Tesco=05993330001067,Spar=505.0; Tesco=419.0,Spar=600.0 ml; Tesco=600.0 ml,Spar=asvanyviz-201; Tesco=Italok|Víz|Szénsavmentes ásványvíz|Kis Kiszerelés
taft v12 hajzselé 150 ml,Prima;Spar,l,Spar,Prima,16593.333,19993.333,3400.0,20.49,Prima=Taft V12 hajzselé 150 ml; Spar=Taft V12 hajzselé 150 ml,Prima=9000101723083; Spar=9000101723083,Prima=2999.0; Spar=2489.0,Prima=150.0 ml; Spar=150.0 ml,Prima=hajapolas-202; Spar=hajapolo-termekek-303
meggle cukrászhab uht édesített habalap 200 ml,Prima;Tesco,l,Prima,Tesco,3275.0,3945.0,670.0,20.458,Prima=Meggle Cukrászhab UHT édesített habalap 200 ml; Tesco=Meggle Cukrászhab UHT édesített habalap 200 ml,Prima=8585002505514; Tesco=08585002505514,Prima=655.0; Tesco=789.0,Prima=200.0 ml; Tesco=200.0 ml,"Prima=tejszin-52; Tesco=Tejtermék-tojás|Tejföl, kefír, tejszín|Tejszín|Tejszín"
"soproni ipa szűretlen felsőerjesztésű sörkülönlegesség 4,8% 500 ml",Prima;Spar;Tesco,l,Tesco,Prima,978.0,1178.0,200.0,20.45,"Prima=Soproni IPA szűretlen felsőerjesztésű sörkülönlegesség 4,8% 500 ml; Spar=Soproni IPA szűretlen felsőerjesztésű sörkülönlegesség 4,8% 500 ml; Tesco=Soproni IPA szűretlen felsőerjesztésű sörkülönlegesség 4,8% 500 ml",Prima=5998818174387; Spar=5998818174387; Tesco=05998818174387,Prima=589.0; Spar=554.0; Tesco=489.0,Prima=500.0 ml; Spar=500.0 ml; Tesco=500.0 ml,"Prima=vilagos-sor-180; Spar=vilagos-sor-234; Tesco=Italok|Sör, cider|Sörkülönlegességek|Különleges világos sörök"
"soproni óvatos duhaj démon barna sör karamellmalátával 5,2% 500 ml",Prima;Spar;Tesco,l,Tesco,Prima,978.0,1178.0,200.0,20.45,"Prima=Soproni Óvatos Duhaj Démon barna sör karamellmalátával 5,2% 500 ml; Spar=Soproni Óvatos Duhaj Démon barna sör karamellmalátával 5,2% 500 ml; Tesco=Soproni Óvatos Duhaj Démon barna sör karamellmalátával 5,2% 500 ml",Prima=5998818174356; Spar=5998818174356; Tesco=05998818174356,Prima=589.0; Spar=554.0; Tesco=489.0,Prima=500.0 ml; Spar=500.0 ml; Tesco=500.0 ml,"Prima=barna-sor-181; Spar=barna-sor-235; Tesco=Italok|Sör, cider|Sörkülönlegességek|Barna sörök"
márka meggy szénsavas üdítőital cukorral és édesítőszerekkel 2 l,Prima;Spar;Tesco,l,Tesco,Prima,259.5,312.5,53.0,20.424,Prima=Márka meggy szénsavas üdítőital cukorral és édesítőszerekkel 2 l; Spar=Márka meggy szénsavas üdítőital cukorral és édesítőszerekkel 2 l; Tesco=Márka meggy szénsavas üdítőital cukorral és édesítőszerekkel 2 l,Prima=5999862309763; Spar=5999862309763; Tesco=05999862309763,Prima=625.0; Spar=574.0; Tesco=519.0,Prima=2000.0 ml; Spar=2000.0 ml; Tesco=2000.0 ml,Prima=szensavas-uditoital-172; Spar=szensavas-uditoital-203; Tesco=Italok|Üdítőitalok|Szénsavas üdítőitalok|Nagy kiszerelés
márka colaízű szénsavas üdítőital cukorral és édesítőszerekkel 2 l,Prima;Spar;Tesco,l,Tesco,Prima,259.5,312.5,53.0,20.424,Prima=Márka colaízű szénsavas üdítőital cukorral és édesítőszerekkel 2 l; Spar=Márka colaízű szénsavas üdítőital cukorral és édesítőszerekkel 2 l; Tesco=Márka colaízű szénsavas üdítőital cukorral és édesítőszerekkel 2 l,Prima=5999862309749; Spar=5999862309749; Tesco=05999862309749,Prima=625.0; Spar=574.0; Tesco=519.0,Prima=2000.0 ml; Spar=2000.0 ml; Tesco=2000.0 ml,Prima=szensavas-uditoital-172; Spar=szensavas-uditoital-203; Tesco=Italok|Üdítőitalok|Szénsavas üdítőitalok|Nagy kiszerelés
"miller genuine draft világos sör 4,7% 0,5 l",Prima;Spar;Tesco,l,Tesco,Prima,1038.0,1250.0,212.0,20.424,"Prima=Miller Genuine Draft világos sör 4,7% 0,5 l; Spar=Miller Genuine Draft világos sör 4,7% 0,5 l; Tesco=Miller Genuine Draft világos sör 4,7% 0,5 l",Prima=5998817530863; Spar=5998817530863; Tesco=05998817530863,Prima=625.0; Spar=574.0; Tesco=519.0,Prima=500.0 ml; Spar=500.0 ml; Tesco=500.0 ml,"Prima=vilagos-sor-180; Spar=vilagos-sor-234; Tesco=Italok|Sör, cider|Világos sörök|Dobozos"
"krušovice originál import világos sör 4,2% 500 ml",Prima;Spar;Tesco,l,Tesco,Prima,1078.0,1298.0,220.0,20.408,"Prima=Krušovice Originál import világos sör 4,2% 500 ml; Spar=Krušovice Originál import világos sör 4,2% 500 ml; Tesco=Krušovice Originál import világos sör 4,2% 500 ml",Prima=8586000989252; Spar=8586000989252; Tesco=08586000989252,Prima=649.0; Spar=574.0; Tesco=539.0,Prima=500.0 ml; Spar=500.0 ml; Tesco=500.0 ml,"Prima=vilagos-sor-180; Spar=vilagos-sor-234; Tesco=Italok|Sör, cider|Világos sörök|Dobozos"
starbucks skinny latte laktózmentes tejital 220 ml,Prima;Spar;Tesco,l,Spar,Prima,4904.545,5904.545,1000.0,20.389,Prima=Starbucks Skinny Latte laktózmentes tejital 220 ml; Spar=Starbucks Skinny Latte laktózmentes tejital 220 ml; Tesco=Starbucks Skinny Latte laktózmentes tejital 220 ml,Prima=5711953078750; Spar=5711953078750; Tesco=05711953078750,Prima=1299.0; Spar=1079.0; Tesco=1099.0,Prima=220.0 ml; Spar=220.0 ml; Tesco=220.0 ml,"Prima=laktozmentes-elelmiszer-34; Spar=laktozmentes-75; Tesco=Speciális|Laktózmentes|Tejek, tejitalok|Ízesített ital"
starbucks cappuccino félzsíros tejital 220 ml,Prima;Spar;Tesco,l,Spar,Prima,4904.545,5904.545,1000.0,20.389,Prima=Starbucks Cappuccino félzsíros tejital 220 ml; Spar=Starbucks Cappuccino félzsíros tejital 220 ml; Tesco=Starbucks Cappuccino félzsíros tejital 220 ml,Prima=5711953078798; Spar=5711953078798; Tesco=05711953078798,Prima=1299.0; Spar=1079.0; Tesco=1139.0,Prima=220.0 ml; Spar=220.0 ml; Tesco=220.0 ml,"Prima=jegeskave-44; Spar=izesitett-tejitalok-jegeskave-109; Tesco=Tejtermék-tojás|Tejek, tejitalok|Kávé ízesítésű italok|Kávé ízesítésű italok"
starbucks caramel macchiato kávés tejital 220 ml,Prima;Spar;Tesco,l,Spar,Prima,4904.545,5904.545,1000.0,20.389,Prima=Starbucks Caramel Macchiato kávés tejital 220 ml; Spar=Starbucks Caramel Macchiato kávés tejital 220 ml; Tesco=Starbucks Caramel Macchiato kávés tejital 220 ml,Prima=5711953078774; Spar=5711953078774; Tesco=05711953078774,Prima=1299.0; Spar=1079.0; Tesco=1139.0,Prima=220.0 ml; Spar=220.0 ml; Tesco=220.0 ml,"Prima=jegeskave-44; Spar=izesitett-tejitalok-jegeskave-109; Tesco=Tejtermék-tojás|Tejek, tejitalok|Kávé ízesítésű italok|Kávé ízesítésű italok"
l'or espresso ristretto őrölt-pörkölt kávé kapszulában 10 db 52 g,Prima;Spar,kg,Spar,Prima,38346.154,46134.615,7788.462,20.311,Prima=L'OR Espresso Ristretto őrölt-pörkölt kávé kapszulában 10 db 52 g; Spar=L'OR Espresso Ristretto őrölt-pörkölt kávé kapszulában 10 db 52 g,Prima=8711000357576; Spar=8711000357576,Prima=2399.0; Spar=1994.0,Prima=52.0 g; Spar=52.0 g,Prima=kavekapszula-167; Spar=kapszulas-kave-137
l'or espresso or rose őrölt-pörkölt kávé kapszulában 10 db 52 g,Prima;Spar,kg,Spar,Prima,38346.154,46134.615,7788.462,20.311,Prima=L'OR Espresso Or Rose őrölt-pörkölt kávé kapszulában 10 db 52 g; Spar=L'OR Espresso Or Rose őrölt-pörkölt kávé kapszulában 10 db 52 g,Prima=8711000360606; Spar=8711000360606,Prima=2399.0; Spar=1994.0,Prima=52.0 g; Spar=52.0 g,Prima=kavekapszula-167; Spar=kapszulas-kave-137
l'or espresso vaníliaízű őrölt-pörkölt kávé kapszulában 10 db 52 g,Prima;Spar,kg,Spar,Prima,38346.154,46134.615,7788.462,20.311,Prima=L'OR Espresso vaníliaízű őrölt-pörkölt kávé kapszulában 10 db 52 g; Spar=L'OR Espresso vaníliaízű őrölt-pörkölt kávé kapszulában 10 db 52 g,Prima=8711000488201; Spar=8711000488201,Prima=2399.0; Spar=1994.0,Prima=52.0 g; Spar=52.0 g,Prima=kavekapszula-167; Spar=kapszulas-kave-137
sió rostos körte ital 1 l,Prima;Spar;Tesco,l,Tesco,Prima,719.0,865.0,146.0,20.306,Prima=Sió rostos körte ital 1 l; Spar=Sió rostos körte ital 1 l; Tesco=Sió rostos körte ital 1 l,Prima=5998815123142; Spar=5998815123142; Tesco=05998815123142,Prima=865.0; Spar=755.0; Tesco=719.0,Prima=1000.0 ml; Spar=1000.0 ml; Tesco=1000.0 ml,Prima=gyumolcsle-gyumolcs-ital-176; Spar=szensavmentes-uditoitalok-202; Tesco=Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok
kotányi szeletelt petrezselyem 7 g,Prima;Tesco,kg,Tesco,Prima,59285.714,71285.714,12000.0,20.241,Prima=Kotányi szeletelt petrezselyem 7 g; Tesco=Kotányi szeletelt petrezselyem 7 g,Prima=5995863015443; Tesco=05995863015443,Prima=499.0; Tesco=415.0,Prima=7.0 g; Tesco=7.0 g,Prima=fuszer-123; Tesco=Alapvető élelmiszerek|Ételízesítés|Klasszikus fűszerek|Gyógynövény fűszerek
"pilsner urquell minőségi világos sör 4,4% 0,5 l",Prima;Tesco,l,Tesco,Prima,1038.0,1248.0,210.0,20.231,"Prima=Pilsner Urquell minőségi világos sör 4,4% 0,5 l; Tesco=Pilsner Urquell minőségi világos sör 4,4% 0,5 l",Prima=8594404110110; Tesco=08594404024509,Prima=624.0; Tesco=519.0,Prima=500.0 ml; Tesco=500.0 ml,"Prima=vilagos-sor-180; Tesco=Italok|Sör, cider|Világos sörök|Üveges"
hanuta ropogós ostya mogyorós-kakaós töltelékkel 2 x 22 g (44 g),Prima;Spar;Tesco,kg,Spar,Prima,10000.0,12022.727,2022.727,20.227,Prima=Hanuta ropogós ostya mogyorós-kakaós töltelékkel 2 x 22 g (44 g); Spar=Hanuta ropogós ostya mogyorós-kakaós töltelékkel 2 x 22 g (44 g); Tesco=Hanuta ropogós ostya mogyorós-kakaós töltelékkel 2 x 22 g (44 g),Prima=8000500273555; Spar=8000500273555; Tesco=08000500273555,Prima=529.0; Spar=440.0; Tesco=459.0,Prima=44.0 g; Spar=44.0 g; Tesco=44.0 g,Prima=ostya-napolyi-161; Spar=csokolade-175; Tesco=Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek
kinder tronky ropogós kakaós ostya tejes töltelékkel és kekszmorzsával 18 g,Prima;Tesco,kg,Tesco,Prima,12722.222,15277.778,2555.556,20.087,Prima=Kinder Tronky ropogós kakaós ostya tejes töltelékkel és kekszmorzsával 18 g; Tesco=Kinder Tronky ropogós kakaós ostya tejes töltelékkel és kekszmorzsával 18 g,Prima=80906032; Tesco=00000080906032,Prima=275.0; Tesco=229.0,Prima=18.0 g; Tesco=18.0 g,Prima=ostya-napolyi-161; Tesco=Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek
kinder pingui sacher style kakaós-tejes krémmel és sárgabarackos készítménnyel töltött sütemény 30 g,Prima;Spar,kg,Spar,Prima,8300.0,9966.667,1666.667,20.08,Prima=Kinder Pingui Sacher Style kakaós-tejes krémmel és sárgabarackos készítménnyel töltött sütemény 30 g; Spar=Kinder Pingui Sacher Style kakaós-tejes krémmel és sárgabarackos készítménnyel töltött sütemény 30 g,Prima=8000500456934; Spar=8000500456934,Prima=299.0; Spar=249.0,Prima=30.0 g; Spar=30.0 g,Prima=tejszelet-61; Spar=tejszeletek-turo-rudi-95
"staropramen minőségi világos sör 5% 0,33 l",Spar;Tesco,l,Tesco,Spar,996.97,1196.97,200.0,20.061,"Spar=Staropramen minőségi világos sör 5% 0,33 l; Tesco=Staropramen minőségi világos sör 5% 0,33 l",Spar=5998817531020; Tesco=05998817531020,Spar=395.0; Tesco=329.0,Spar=330.0 ml; Tesco=330.0 ml,"Spar=vilagos-sor-234; Tesco=Italok|Sör, cider|Világos sörök|Dobozos"
dr. oetker instant expressz zselatin fix 20 g,Prima;Spar;Tesco,kg,Tesco,Prima,17450.0,20950.0,3500.0,20.057,Prima=Dr. Oetker instant expressz zselatin fix 20 g; Spar=Dr. Oetker instant expressz zselatin fix 20 g; Tesco=Dr. Oetker instant expressz zselatin fix 20 g,Prima=5997381335973; Spar=5997381335973; Tesco=05997381335973,Prima=419.0; Spar=384.0; Tesco=349.0,Prima=20.0 g; Spar=20.0 g; Tesco=20.0 g,"Prima=sutesi-kellekanyag-130; Spar=kemenyito-zselatin-164; Tesco=Alapvető élelmiszerek|Sütés-főzés hozzávalók|Sütés, befőzés alapanyagok|Zselatin"
mogyi mexicorn barbecue ízű pörkölt kukorica 55 g,Prima;Spar;Tesco,kg,Prima,Spar,6345.455,7618.182,1272.727,20.057,Prima=Mogyi Mexicorn barbecue ízű pörkölt kukorica 55 g; Spar=Mogyi Mexicorn barbecue ízű pörkölt kukorica 55 g; Tesco=Mogyi Mexicorn barbecue ízű pörkölt kukorica 55 g,Prima=5997347540144; Spar=5997347540144; Tesco=05997347540144,Prima=349.0; Spar=419.0; Tesco=399.0,Prima=55.0 g; Spar=55.0 g; Tesco=55.0 g,"Prima=sos-es-sotlan-magvak-153; Spar=mogyoro-es-egyeb-snack-magvak-191; Tesco=Alapvető élelmiszerek|Rágcsálnivalók, chips|Olajos magvak|Egyéb magvak"
zöldfarm bio natúr joghurt 150 g,Spar;Tesco,kg,Tesco,Spar,2993.333,3593.333,600.0,20.045,Spar=Zöldfarm BIO natúr joghurt 150 g; Tesco=Zöldfarm BIO natúr joghurt 150 g,Spar=5998207722526; Tesco=05998207722526,Spar=539.0; Tesco=449.0,Spar=150.0 g; Tesco=150.0 g,"Spar=natur-gorog-joghurt-106; Tesco=Speciális|BIO|Joghurt, joghurtital, desszert|Joghurtok"
flóraszept otthon fertőtlenítő hatású folyékony tisztítószer 1000 ml,Spar;Tesco,l,Tesco,Spar,699.0,839.0,140.0,20.029,Spar=Flóraszept Otthon fertőtlenítő hatású folyékony tisztítószer 1000 ml; Tesco=Flóraszept Otthon fertőtlenítő hatású folyékony tisztítószer 1000 ml,Spar=8717163287477; Tesco=08717163287477,Spar=839.0; Tesco=699.0,Spar=1000.0 ml; Tesco=1000.0 ml,"Spar=altalanos-tisztitoszer-273; Tesco=Háztartás|Tisztítószerek, takarítóeszközök|Általános tisztítószerek|Általános tisztítószerek"
flóraszept otthon fertőtlenítő hatású folyékony tisztítószer friss citrom illattal 1000 ml,Spar;Tesco,l,Tesco,Spar,699.0,839.0,140.0,20.029,Spar=Flóraszept Otthon fertőtlenítő hatású folyékony tisztítószer friss citrom illattal 1000 ml; Tesco=Flóraszept Otthon fertőtlenítő hatású folyékony tisztítószer friss citrom illattal 1000 ml,Spar=8717163287507; Tesco=08717163287507,Spar=839.0; Tesco=699.0,Spar=1000.0 ml; Tesco=1000.0 ml,"Spar=altalanos-tisztitoszer-273; Tesco=Háztartás|Tisztítószerek, takarítóeszközök|Általános tisztítószerek|Általános tisztítószerek"
rege hagymás lecsó 680 g,Prima;Spar;Tesco,kg,Tesco,Prima,1469.118,1763.235,294.118,20.02,Prima=Rege hagymás lecsó 680 g; Spar=Rege hagymás lecsó 680 g; Tesco=Rege hagymás lecsó 680 g,Prima=5998094543143; Spar=5998094543143; Tesco=05998094543143,Prima=1199.0; Spar=1059.0; Tesco=999.0,Prima=680.0 g; Spar=680.0 g; Tesco=680.0 g,"Prima=zoldseg-konzerv-99; Spar=zoldsegkonzerv-210; Tesco=Alapvető élelmiszerek|Konzervek, olívabogyók|Zöldségkonzervek|Egyéb zöldségek"
ceres réka kenyere rozskenyér 500 g,Prima;Tesco,kg,Tesco,Prima,1998.0,2398.0,400.0,20.02,Prima=Ceres Réka kenyere rozskenyér 500 g; Tesco=Ceres Réka kenyere rozskenyér 500 g,Prima=5998703533121; Tesco=05998703533121,Prima=1199.0; Tesco=999.0,Prima=500.0 g; Tesco=500.0 g,"Prima=csomagolt-pekaru-71; Tesco=Pékáru|Tartós pékáru|Csomagolt, szeletelt kenyér|Csomagolt, szeletelt kenyér"
ludwik mosogatószer aloe vera balzsam 1350 g,Spar;Tesco,kg,Spar,Tesco,777.037,932.593,155.556,20.019,Spar=LUDWIK mosogatószer Aloe Vera balzsam 1350 g; Tesco=LUDWIK mosogatószer Aloe Vera balzsam 1350 g,Spar=5900498028195; Tesco=05900498028195,Spar=1049.0; Tesco=1259.0,Spar=1350.0 g; Tesco=1350.0 g,Spar=mosogatoszerek-267; Tesco=Háztartás|Mosogatáshoz|Kézi mosogatás|Mosogatószerek
ludwik mosogatószer citrom 1350 g,Spar;Tesco,kg,Spar,Tesco,777.037,932.593,155.556,20.019,Spar=LUDWIK mosogatószer citrom 1350 g; Tesco=LUDWIK mosogatószer citrom 1350 g,Spar=5900498028881; Tesco=05900498028881,Spar=1049.0; Tesco=1259.0,Spar=1350.0 g; Tesco=1350.0 g,Spar=mosogatoszerek-267; Tesco=Háztartás|Mosogatáshoz|Kézi mosogatás|Mosogatószerek
colgate bluey gyerek fogkefe 3-5 éves korig 2 db,Spar;Tesco,db,Tesco,Spar,524.5,629.5,105.0,20.019,Spar=Colgate Bluey gyerek fogkefe 3-5 éves korig 2 db; Tesco=Colgate Bluey gyerek fogkefe 3-5 éves korig 2 db,Spar=8718951613997; Tesco=08718951613997,Spar=1259.0; Tesco=1049.0,Spar=2.0 db; Tesco=2.0 db,Spar=fogkefe-298; Tesco=Drogéria|Szájápolás|Gyerek termékek|Gyerek termékek
el sabor csípős mártogatós salsa 300 g,Prima;Tesco,kg,Tesco,Prima,4996.667,5996.667,1000.0,20.013,Prima=El Sabor csípős mártogatós salsa 300 g; Tesco=El Sabor csípős mártogatós salsa 300 g,Prima=5202175004257; Tesco=05202175004257,Prima=1799.0; Tesco=1499.0,Prima=300.0 g; Tesco=300.0 g,"Prima=nachos-martogato-dip-156; Tesco=Alapvető élelmiszerek|Rágcsálnivalók, chips|Chips és burgonyaszirom|Tortilla chips és mártogatós"
el sabor salsa mártogatós szósz 315 g,Prima;Tesco,kg,Tesco,Prima,4758.73,5711.111,952.381,20.013,Prima=El Sabor salsa mártogatós szósz 315 g; Tesco=El Sabor salsa mártogatós szósz 315 g,Prima=5202175004202; Tesco=05202175004202,Prima=1799.0; Tesco=1499.0,Prima=315.0 g; Tesco=315.0 g,"Prima=nachos-martogato-dip-156; Tesco=Alapvető élelmiszerek|Rágcsálnivalók, chips|Chips és burgonyaszirom|Tortilla chips és mártogatós"
taft shine hajlakk minden hajtípusra 250 ml,Spar;Tesco,l,Tesco,Spar,6996.0,8396.0,1400.0,20.011,Spar=Taft Shine hajlakk minden hajtípusra 250 ml; Tesco=Taft Shine hajlakk minden hajtípusra 250 ml,Spar=4012800702844; Tesco=04012800702844,Spar=2099.0; Tesco=1749.0,Spar=250.0 ml; Tesco=250.0 ml,Spar=hajapolo-termekek-303; Tesco=Drogéria|Hajápolás|Hajformázás|Hajlakkok
