key,base_unit,Spar_product_name,Spar_barcode,Spar_unit_price,Spar_unit_step,Spar_unit_type,Spar_base_price,Spar_categories,Prima_product_name,Prima_barcode,Prima_unit_price,Prima_unit_step,Prima_unit_type,Prima_base_price,Prima_categories,Tesco_product_name,Tesco_barcode,Tesco_unit_price,Tesco_unit_step,Tesco_unit_type,Tesco_base_price,Tesco_categories,min_store,max_store,pct_spread
"soproni óvatos duhaj démon barna sör karamellmalátával 5,2% 500 ml",l,"Soproni Óvatos Duhaj Démon barna sör karamellmalátával 5,2% 500 ml",5998818174356,554.0,500.0,ml,1108.0,barna-sor-235,"Soproni Óvatos Duhaj Démon barna sör karamellmalátával 5,2% 500 ml",5998818174356,589.0,500.0,ml,1178.0,barna-sor-181,"Soproni Óvatos Duhaj Démon barna sör karamellmalátával 5,2% 500 ml",05998818174356,489.0,500.0,ml,978.0,"Italok|Sör, cider|Sörkülönlegességek|Barna sörök",Tesco,Prima,20.45
"miller genuine draft világos sör 4,7% 0,5 l",l,"Miller Genuine Draft világos sör 4,7% 0,5 l",5998817530863,574.0,500.0,ml,1148.0,vilagos-sor-234,"Miller Genuine Draft világos sör 4,7% 0,5 l",5998817530863,625.0,500.0,ml,1250.0,vilagos-sor-180,"Miller Genuine Draft világos sör 4,7% 0,5 l",05998817530863,519.0,500.0,ml,1038.0,"Italok|Sör, cider|Világos sörök|Dobozos",Tesco,Prima,20.424
márka colaízű szénsavas üdítőital cukorral és édesítőszerekkel 2 l,l,Márka colaízű szénsavas üdítőital cukorral és édesítőszerekkel 2 l,5999862309749,574.0,2000.0,ml,287.0,szensavas-uditoital-203,Márka colaízű szénsavas üdítőital cukorral és édesítőszerekkel 2 l,5999862309749,625.0,2000.0,ml,312.5,szensavas-uditoital-172,Márka colaízű szénsavas üdítőital cukorral és édesítőszerekkel 2 l,05999862309749,519.0,2000.0,ml,259.5,Italok|Üdítőitalok|Szénsavas üdítőitalok|Nagy kiszerelés,Tesco,Prima,20.424
márka meggy szénsavas üdítőital cukorral és édesítőszerekkel 2 l,l,Márka meggy szénsavas üdítőital cukorral és édesítőszerekkel 2 l,5999862309763,574.0,2000.0,ml,287.0,szensavas-uditoital-203,Márka meggy szénsavas üdítőital cukorral és édesítőszerekkel 2 l,5999862309763,625.0,2000.0,ml,312.5,szensavas-uditoital-172,Márka meggy szénsavas üdítőital cukorral és édesítőszerekkel 2 l,05999862309763,519.0,2000.0,ml,259.5,Italok|Üdítőitalok|Szénsavas üdítőitalok|Nagy kiszerelés,Tesco,Prima,20.424
"krušovice originál import világos sör 4,2% 500 ml",l,"Krušovice Originál import világos sör 4,2% 500 ml",8586000989252,574.0,500.0,ml,1148.0,vilagos-sor-234,"Krušovice Originál import világos sör 4,2% 500 ml",8586000989252,649.0,500.0,ml,1298.0,vilagos-sor-180,"Krušovice Originál import világos sör 4,2% 500 ml",08586000989252,539.0,500.0,ml,1078.0,"Italok|Sör, cider|Világos sörök|Dobozos",Tesco,Prima,20.408
starbucks cappuccino félzsíros tejital 220 ml,l,Starbucks Cappuccino félzsíros tejital 220 ml,5711953078798,1079.0,220.0,ml,4904.545,izesitett-tejitalok-jegeskave-109,Starbucks Cappuccino félzsíros tejital 220 ml,5711953078798,1299.0,220.0,ml,5904.545,jegeskave-44,Starbucks Cappuccino félzsíros tejital 220 ml,05711953078798,1139.0,220.0,ml,5177.273,"Tejtermék-tojás|Tejek, tejitalok|Kávé ízesítésű italok|Kávé ízesítésű italok",Spar,Prima,20.389
starbucks caramel macchiato kávés tejital 220 ml,l,Starbucks Caramel Macchiato kávés tejital 220 ml,5711953078774,1079.0,220.0,ml,4904.545,izesitett-tejitalok-jegeskave-109,Starbucks Caramel Macchiato kávés tejital 220 ml,5711953078774,1299.0,220.0,ml,5904.545,jegeskave-44,Starbucks Caramel Macchiato kávés tejital 220 ml,05711953078774,1139.0,220.0,ml,5177.273,"Tejtermék-tojás|Tejek, tejitalok|Kávé ízesítésű italok|Kávé ízesítésű italok",Spar,Prima,20.389
starbucks skinny latte laktózmentes tejital 220 ml,l,Starbucks Skinny Latte laktózmentes tejital 220 ml,5711953078750,1079.0,220.0,ml,4904.545,laktozmentes-75,Starbucks Skinny Latte laktózmentes tejital 220 ml,5711953078750,1299.0,220.0,ml,5904.545,laktozmentes-elelmiszer-34,Starbucks Skinny Latte laktózmentes tejital 220 ml,05711953078750,1099.0,220.0,ml,4995.455,"Speciális|Laktózmentes|Tejek, tejitalok|Ízesített ital",Spar,Prima,20.389
sió rostos körte ital 1 l,l,Sió rostos körte ital 1 l,5998815123142,755.0,1000.0,ml,755.0,szensavmentes-uditoitalok-202,Sió rostos körte ital 1 l,5998815123142,865.0,1000.0,ml,865.0,gyumolcsle-gyumolcs-ital-176,Sió rostos körte ital 1 l,05998815123142,719.0,1000.0,ml,719.0,Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok,Tesco,Prima,20.306
hanuta ropogós ostya mogyorós-kakaós töltelékkel 2 x 22 g (44 g),kg,Hanuta ropogós ostya mogyorós-kakaós töltelékkel 2 x 22 g (44 g),8000500273555,440.0,44.0,g,10000.0,csokolade-175,Hanuta ropogós ostya mogyorós-kakaós töltelékkel 2 x 22 g (44 g),8000500273555,529.0,44.0,g,12022.727,ostya-napolyi-161,Hanuta ropogós ostya mogyorós-kakaós töltelékkel 2 x 22 g (44 g),08000500273555,459.0,44.0,g,10431.818,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek,Spar,Prima,20.227
dr. oetker instant expressz zselatin fix 20 g,kg,Dr. Oetker instant expressz zselatin fix 20 g,5997381335973,384.0,20.0,g,19200.0,kemenyito-zselatin-164,Dr. Oetker instant expressz zselatin fix 20 g,5997381335973,419.0,20.0,g,20950.0,sutesi-kellekanyag-130,Dr. Oetker instant expressz zselatin fix 20 g,05997381335973,349.0,20.0,g,17450.0,"Alapvető élelmiszerek|Sütés-főzés hozzávalók|Sütés, befőzés alapanyagok|Zselatin",Tesco,Prima,20.057
mogyi mexicorn barbecue ízű pörkölt kukorica 55 g,kg,Mogyi Mexicorn barbecue ízű pörkölt kukorica 55 g,5997347540144,419.0,55.0,g,7618.182,mogyoro-es-egyeb-snack-magvak-191,Mogyi Mexicorn barbecue ízű pörkölt kukorica 55 g,5997347540144,349.0,55.0,g,6345.455,sos-es-sotlan-magvak-153,Mogyi Mexicorn barbecue ízű pörkölt kukorica 55 g,05997347540144,399.0,55.0,g,7254.545,"Alapvető élelmiszerek|Rágcsálnivalók, chips|Olajos magvak|Egyéb magvak",Prima,Spar,20.057
rege hagymás lecsó 680 g,kg,Rege hagymás lecsó 680 g,5998094543143,1059.0,680.0,g,1557.353,zoldsegkonzerv-210,Rege hagymás lecsó 680 g,5998094543143,1199.0,680.0,g,1763.235,zoldseg-konzerv-99,Rege hagymás lecsó 680 g,05998094543143,999.0,680.0,g,1469.118,"Alapvető élelmiszerek|Konzervek, olívabogyók|Zöldségkonzervek|Egyéb zöldségek",Tesco,Prima,20.02
wiesbauer prémium bécsi sertésvirsli 400 g,kg,Wiesbauer Prémium bécsi sertésvirsli 400 g,5996227001492,2099.0,400.0,g,5247.5,virsli-118,Wiesbauer Prémium bécsi sertésvirsli 400 g,5996227001492,2399.0,400.0,g,5997.5,virsli-debreceni-94,Wiesbauer Prémium bécsi sertésvirsli 400 g,05996227001492,1999.0,400.0,g,4997.5,Húsáru|Csemege húskészítmények|Virsli|Csomagolt virsli,Tesco,Prima,20.01
nescafé classic azonnal oldódó kávé 150 g,kg,Nescafé Classic azonnal oldódó kávé 150 g,8445290784315,2624.0,150.0,g,17493.333,instant-kave-139,Nescafé Classic azonnal oldódó kávé 150 g,5998710965052,2999.0,150.0,g,19993.333,instant-kave-cappuccino-166,Nescafé Classic azonnal oldódó kávé 150 g,08445290784315,2499.0,150.0,g,16660.0,Italok|Kávé|Instant Kávé|Klasszikus,Tesco,Prima,20.008
delma sandwich 20% zsírtartalmú margarin 450 g,kg,Delma Sandwich 20% zsírtartalmú margarin 450 g,8719200240902,412.0,450.0,g,915.556,vaj-margarin-100,Delma Sandwich 20% zsírtartalmú margarin 450 g,8719200240902,345.0,450.0,g,766.667,margarin-49,Delma Sandwich 20% zsírtartalmú margarin 450 g,08719200240902,395.0,450.0,g,877.778,"Tejtermék-tojás|Vaj, margarin|Margarin|Csészés margarin",Prima,Spar,19.42
"lipton alacsony cukortartalmú eper ízű szénsavmentes üdítőital 1,5 l",l,"Lipton alacsony cukortartalmú eper ízű szénsavmentes üdítőital 1,5 l",5997264104856,719.0,1500.0,ml,479.333,szensavmentes-uditoitalok-202,"Lipton alacsony cukortartalmú eper ízű szénsavmentes üdítőital 1,5 l",5997264104856,775.0,1500.0,ml,516.667,ice-tea-175,"Lipton alacsony cukortartalmú eper ízű szénsavmentes üdítőital 1,5 l",05997264104856,649.0,1500.0,ml,432.667,Italok|Üdítőitalok|Jegesteák|Nagy kiszerelés,Tesco,Prima,19.414
"lipton ice tea alacsony cukortartalmú szénsavmentes üdítőital zöldtea-kivonattal 1,5 l",l,"Lipton Ice Tea alacsony cukortartalmú szénsavmentes üdítőital zöldtea-kivonattal 1,5 l",5997264103170,719.0,1500.0,ml,479.333,szensavmentes-uditoitalok-202,"Lipton Ice Tea alacsony cukortartalmú szénsavmentes üdítőital zöldtea-kivonattal 1,5 l",5997264103170,775.0,1500.0,ml,516.667,ice-tea-175,"Lipton Ice Tea alacsony cukortartalmú szénsavmentes üdítőital zöldtea-kivonattal 1,5 l",05997264103170,649.0,1500.0,ml,432.667,Italok|Üdítőitalok|Jegesteák|Nagy kiszerelés,Tesco,Prima,19.414
"lipton ice tea csökkentett energiatartalmú citromízű szénsavmentes üdítőital 1,5 l",l,"Lipton Ice Tea csökkentett energiatartalmú citromízű szénsavmentes üdítőital 1,5 l",5997264103132,719.0,1500.0,ml,479.333,szensavmentes-uditoitalok-202,"Lipton Ice Tea csökkentett energiatartalmú citromízű szénsavmentes üdítőital 1,5 l",5997264103132,775.0,1500.0,ml,516.667,ice-tea-175,"Lipton Ice Tea csökkentett energiatartalmú citromízű szénsavmentes üdítőital 1,5 l",05997264103132,649.0,1500.0,ml,432.667,Italok|Üdítőitalok|Jegesteák|Nagy kiszerelés,Tesco,Prima,19.414
"lipton ice tea csökkentett energiatartalmú, őszibarack ízű szénsavmentes üdítőital 1,5 l",l,"Lipton Ice Tea csökkentett energiatartalmú, őszibarack ízű szénsavmentes üdítőital 1,5 l",5997264103156,719.0,1500.0,ml,479.333,szensavmentes-uditoitalok-202,"Lipton Ice Tea csökkentett energiatartalmú, őszibarack ízű szénsavmentes üdítőital 1,5 l",5997264103156,775.0,1500.0,ml,516.667,ice-tea-175,"Lipton Ice Tea csökkentett energiatartalmú, őszibarack ízű szénsavmentes üdítőital 1,5 l",05997264103156,649.0,1500.0,ml,432.667,Italok|Üdítőitalok|Jegesteák|Nagy kiszerelés,Tesco,Prima,19.414
"jack daniel's tennessee whiskey 40% 0,7 l",l,"Jack Daniel's Tennessee whiskey 40% 0,7 l",5099873030189,10079.0,700.0,ml,14398.571,whiskey-241,"Jack Daniel's Tennessee whiskey 40% 0,7 l",5099873030189,11449.0,700.0,ml,16355.714,whiskey-188,"Jack Daniel's Tennessee whiskey 40% 0,7 l",05099873030189,9590.0,700.0,ml,13700.0,Italok|Szeszes italok|Whisky|Egyéb whisky,Tesco,Prima,19.385
haas classic citromízű teaízesítő tabletta c-vitaminnal 20 g,kg,Haas Classic citromízű teaízesítő tabletta C-vitaminnal 20 g,5999038509096,309.0,20.0,g,15450.0,egyeb-172,Haas Classic citromízű teaízesítő tabletta C-vitaminnal 20 g,5999038509096,345.0,20.0,g,17250.0,ecet-citromle-122,Haas Classic citromízű teaízesítő tabletta C-vitaminnal 20 g,05999038509096,289.0,20.0,g,14450.0,"Italok|Szörpök, italporok, citromlevek|Citromlevek|Citromlevek",Tesco,Prima,19.377
mentos mint mentolízű cukordrazsé 38 g,kg,Mentos Mint mentolízű cukordrazsé 38 g,87108019,304.0,38.0,g,8000.0,ragogumik-leheletfrissitok-186,Mentos Mint mentolízű cukordrazsé 38 g,87108019,345.0,38.0,g,9078.947,cukorka-ragogumi-egyeb-163,Mentos Mint mentolízű cukordrazsé 38 g,00000087108019,289.0,38.0,g,7605.263,"Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Leheletfrissítő, légúttisztító cukorkák",Tesco,Prima,19.377
coca-cola colaízű szénsavas üdítőital 500 ml,l,Coca-Cola colaízű szénsavas üdítőital 500 ml,59969242,500.0,500.0,ml,1000.0,szensavas-uditoital-203,Coca-Cola colaízű szénsavas üdítőital 500 ml,59969242,499.0,500.0,ml,998.0,szensavas-uditoital-172,Coca-Cola colaízű szénsavas üdítőital 500 ml,00000059969242,419.0,500.0,ml,838.0,Italok|Üdítőitalok|Szénsavas üdítőitalok|Kis Kiszerelés,Tesco,Spar,19.332
coca-cola zéró cukor colaízű energiamentes szénsavas üdítőital édesítőszerekkel 500 ml,l,Coca-Cola zéró cukor colaízű energiamentes szénsavas üdítőital édesítőszerekkel 500 ml,5993330000138,500.0,500.0,ml,1000.0,szensavas-uditoital-203,Coca-Cola zéró cukor colaízű energiamentes szénsavas üdítőital édesítőszerekkel 500 ml,5993330000138,499.0,500.0,ml,998.0,szensavas-uditoital-172,Coca-Cola zéró cukor colaízű energiamentes szénsavas üdítőital édesítőszerekkel 500 ml,05993330000138,419.0,500.0,ml,838.0,Italok|Üdítőitalok|Szénsavas üdítőitalok|Kis Kiszerelés,Tesco,Spar,19.332
univer magyar ízek piros arany csemege ételízesítő paprikakrém 240 g,kg,Univer Magyar Ízek Piros Arany csemege ételízesítő paprikakrém 240 g,5997010301393,1165.0,240.0,g,4854.167,etelizesito-leveskocka-171,Univer Magyar Ízek Piros Arany csemege ételízesítő paprikakrém 240 g,5997010301393,1299.0,240.0,g,5412.5,etelizesito-125,Univer Magyar Ízek Piros Arany csemege ételízesítő paprikakrém 240 g,05997010301393,1089.0,240.0,g,4537.5,Alapvető élelmiszerek|Ételízesítés|Folyékony fűszerek|Paprikakrém és üveges paprika,Tesco,Prima,19.284
univer magyar ízek xl piros arany csípős ételízesítő paprikakrém 240 g,kg,Univer Magyar Ízek XL Piros Arany csípős ételízesítő paprikakrém 240 g,5997010301409,1165.0,240.0,g,4854.167,etelizesito-leveskocka-171,Univer Magyar Ízek XL Piros Arany csípős ételízesítő paprikakrém 240 g,5997010301409,1299.0,240.0,g,5412.5,etelizesito-125,Univer Magyar Ízek XL Piros Arany csípős ételízesítő paprikakrém 240 g,05997010301409,1089.0,240.0,g,4537.5,Alapvető élelmiszerek|Ételízesítés|Folyékony fűszerek|Paprikakrém és üveges paprika,Tesco,Prima,19.284
"cappy ananász nektár sűrítményből, édesítőszerekkel, hozzáadott c- és b6-vitaminnal 1 l",l,"Cappy ananász nektár sűrítményből, édesítőszerekkel, hozzáadott C- és B6-vitaminnal 1 l",5000112670226,1429.0,1000.0,ml,1429.0,gyumolcslevek-205,"Cappy ananász nektár sűrítményből, édesítőszerekkel, hozzáadott C- és B6-vitaminnal 1 l",5000112670226,1549.0,1000.0,ml,1549.0,gyumolcsle-gyumolcs-ital-176,"Cappy ananász nektár sűrítményből, édesítőszerekkel, hozzáadott C- és B6-vitaminnal 1 l",05000112670226,1299.0,1000.0,ml,1299.0,Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok,Tesco,Prima,19.246
cappy multivitamin gyümölcsital gyümölcslével és gyümölcspürével cukorral és édesítőszerekkel 1 l,l,Cappy Multivitamin gyümölcsital gyümölcslével és gyümölcspürével cukorral és édesítőszerekkel 1 l,5000112670202,1429.0,1000.0,ml,1429.0,gyumolcslevek-205,Cappy Multivitamin gyümölcsital gyümölcslével és gyümölcspürével cukorral és édesítőszerekkel 1 l,5000112670202,1549.0,1000.0,ml,1549.0,gyumolcsle-gyumolcs-ital-176,Cappy Multivitamin gyümölcsital gyümölcslével és gyümölcspürével cukorral és édesítőszerekkel 1 l,05000112670202,1299.0,1000.0,ml,1299.0,Italok|Gyümölcs és zöldséglevek|Gyümölcs nektárok és egyéb gyümölcsitalok|Gyümölcs nektárok és egyéb gyümölcsitalok,Tesco,Prima,19.246
"mogyi pirított, sózott tökmag 50 g",kg,"Mogyi pirított, sózott tökmag 50 g",5997347555599,404.0,50.0,g,8080.0,mogyoro-es-egyeb-snack-magvak-191,"Mogyi pirított, sózott tökmag 50 g",5997347555599,459.0,50.0,g,9180.0,sos-es-sotlan-magvak-153,"Mogyi pirított, sózott tökmag 50 g",05997347555599,385.0,50.0,g,7700.0,"Alapvető élelmiszerek|Rágcsálnivalók, chips|Olajos magvak|Napraforgómag és tökmag",Tesco,Prima,19.221
"bb spumante édes, fehér muskotály pezsgő 9,5% 0,75 l",l,"BB Spumante édes, fehér muskotály pezsgő 9,5% 0,75 l",5999136652618,1819.0,750.0,ml,2425.333,pezsgo-gyongyozo-bor-252,"BB Spumante édes, fehér muskotály pezsgő 9,5% 0,75 l",5999136652618,2049.0,750.0,ml,2732.0,pezsgo-gyerekpezsgo-199,"BB Spumante édes, fehér muskotály pezsgő 9,5% 0,75 l",05999136652618,1719.0,750.0,ml,2292.0,Italok|Pezsgők|Hagyományos pezsgők|Édes pezsgők,Tesco,Prima,19.197
"bb száraz fehér pezsgő 11% 0,75 l",l,"BB száraz fehér pezsgő 11% 0,75 l",5999136650706,1819.0,750.0,ml,2425.333,pezsgo-gyongyozo-bor-252,"BB száraz fehér pezsgő 11% 0,75 l",5999136650706,2049.0,750.0,ml,2732.0,pezsgo-gyerekpezsgo-199,"BB száraz fehér pezsgő 11% 0,75 l",05999136650706,1719.0,750.0,ml,2292.0,Italok|Pezsgők|Hagyományos pezsgők|Száraz pezsgők,Tesco,Prima,19.197
"milky way tejcsokoládéba mártott szelet tejes krém töltelékkel 21,5 g",kg,"Milky Way tejcsokoládéba mártott szelet tejes krém töltelékkel 21,5 g",5000159550567,335.0,21.5,g,15581.395,csokolade-175,"Milky Way tejcsokoládéba mártott szelet tejes krém töltelékkel 21,5 g",5000159550567,399.0,21.5,g,18558.14,csokolade-158,"Milky Way tejcsokoládéba mártott szelet tejes krém töltelékkel 21,5 g",05000159550567,349.0,21.5,g,16232.558,Alapvető élelmiszerek|Csokoládék|Csokoládészeletek|Tejcsokoládészeletek,Spar,Prima,19.104
mogyi crasssh! bit napraforgómag hagyma-tejföl ízű tésztabundában 70 g,kg,Mogyi Crasssh! Bit napraforgómag hagyma-tejföl ízű tésztabundában 70 g,5997347540472,335.0,70.0,g,4785.714,mogyoro-es-egyeb-snack-magvak-191,Mogyi Crasssh! Bit napraforgómag hagyma-tejföl ízű tésztabundában 70 g,5997347540472,365.0,70.0,g,5214.286,sos-es-sotlan-magvak-153,Mogyi Crasssh! Bit napraforgómag hagyma-tejföl ízű tésztabundában 70 g,05997347540472,399.0,70.0,g,5700.0,"Alapvető élelmiszerek|Rágcsálnivalók, chips|Olajos magvak|Földimogyoró",Spar,Tesco,19.104
teekanne world of fruits málna- és szederízesítésű gyümölcstea keverék 20 filter 50 g,kg,Teekanne World of Fruits málna- és szederízesítésű gyümölcstea keverék 20 filter 50 g,5901086000531,964.0,50.0,g,19280.0,gyumolcstea-142,Teekanne World of Fruits málna- és szederízesítésű gyümölcstea keverék 20 filter 50 g,5901086000531,999.0,50.0,g,19980.0,tea-169,Teekanne World of Fruits málna- és szederízesítésű gyümölcstea keverék 20 filter 50 g,05901086000531,839.0,50.0,g,16780.0,Italok|Tea|Gyümölcsteák|Gyümölcsteák,Tesco,Prima,19.07
teekanne world of fruits strawberry sunrise eper ízesítésű gyümölcstea keverék 20 filter 50 g,kg,Teekanne World of Fruits Strawberry Sunrise eper ízesítésű gyümölcstea keverék 20 filter 50 g,5901086001163,964.0,50.0,g,19280.0,gyumolcstea-142,Teekanne World of Fruits Strawberry Sunrise eper ízesítésű gyümölcstea keverék 20 filter 50 g,5901086001163,999.0,50.0,g,19980.0,tea-169,Teekanne World of Fruits Strawberry Sunrise eper ízesítésű gyümölcstea keverék 20 filter 50 g,05901086001163,839.0,50.0,g,16780.0,Italok|Tea|Gyümölcsteák|Gyümölcsteák,Tesco,Prima,19.07
"belvita erdei gyümölcsös, gabonás keksz 6 x 50 g (300 g)",kg,"Belvita erdei gyümölcsös, gabonás keksz 6 x 50 g (300 g)",7622210346735,1259.0,300.0,g,4196.667,keksz-183,"Belvita erdei gyümölcsös, gabonás keksz 6 x 50 g (300 g)",7622210346735,1499.0,300.0,g,4996.667,edes-keksz-160,"Belvita erdei gyümölcsös, gabonás keksz 6 x 50 g (300 g)",07622210346735,1289.0,300.0,g,4296.667,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények",Spar,Prima,19.063
"belvita gabonás keksz, mogyorós ízű kakaós töltelékkel 250g",kg,"Belvita gabonás keksz, mogyorós ízű kakaós töltelékkel 250g",7622210833051,1259.0,250.0,g,5036.0,keksz-183,"Belvita gabonás keksz, mogyorós ízű kakaós töltelékkel 250g",7622210833051,1499.0,250.0,g,5996.0,edes-keksz-160,"Belvita gabonás keksz, mogyorós ízű kakaós töltelékkel 250g",07622210833051,1319.0,250.0,g,5276.0,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Egyéb édes kekszek",Spar,Prima,19.063
"belvita kakaós, gabonás keksz csokoládédarabokkal 30% kevesebb cukorral 6 50 g (300 g)",kg,"Belvita kakaós, gabonás keksz csokoládédarabokkal 30% kevesebb cukorral 6  50 g (300 g)",7622210728142,1259.0,300.0,g,4196.667,keksz-183,"Belvita kakaós, gabonás keksz csokoládédarabokkal 30% kevesebb cukorral 6  50 g (300 g)",7622210728142,1499.0,300.0,g,4996.667,edes-keksz-160,"Belvita kakaós, gabonás keksz csokoládédarabokkal 30% kevesebb cukorral 6 50 g (300 g)",07622210728142,1289.0,300.0,g,4296.667,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények",Spar,Prima,19.063
"belvita kakaós, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",kg,"Belvita kakaós, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",7622300443269,1259.0,300.0,g,4196.667,keksz-183,"Belvita kakaós, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",7622300443269,1499.0,300.0,g,4996.667,edes-keksz-160,"Belvita kakaós, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",07622300443269,1289.0,300.0,g,4296.667,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények",Spar,Prima,19.063
"belvita mogyorós és mézes, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",kg,"Belvita mogyorós és mézes, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",7622210194961,1259.0,300.0,g,4196.667,keksz-183,"Belvita mogyorós és mézes, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",7622210194961,1499.0,300.0,g,4996.667,edes-keksz-160,"Belvita mogyorós és mézes, gabonás keksz csokoládédarabokkal 6 x 50 g (300 g)",07622210194961,1289.0,300.0,g,4296.667,"Alapvető élelmiszerek|Kekszek, piskóták, nápolyik|Édes kekszek|Édes teasütemények",Spar,Prima,19.063
"eisberg görög jellegű salátatál, friss saláta- és zöldségkeverékkel 260 g",kg,"Eisberg Görög jellegű salátatál, friss saláta- és zöldségkeverékkel 260 g",5997659509853,1679.0,260.0,g,6457.692,salatak-es-hidegtalak-218,"Eisberg Görög jellegű salátatál, friss saláta- és zöldségkeverékkel 260 g",5997659509853,1999.0,260.0,g,7688.462,zoldseg-37,"Eisberg Görög jellegű salátatál, friss saláta- és zöldségkeverékkel 260 g",05997659509853,1699.0,260.0,g,6534.615,Alapvető élelmiszerek|Készételek|Kész saláták|Kész saláták,Spar,Prima,19.059
starbucks by nespresso smooth caramel karamellízű őrölt pörkölt kávé 10 kapszula 51 g,kg,Starbucks by Nespresso Smooth Caramel karamellízű őrölt pörkölt kávé 10 kapszula 51 g,8445290154422,2099.0,51.0,g,41156.863,kapszulas-kave-137,Starbucks by Nespresso Smooth Caramel karamellízű őrölt pörkölt kávé 10 kapszula 51 g,8445290154422,2499.0,51.0,g,49000.0,kavekapszula-167,Starbucks by Nespresso Smooth Caramel karamellízű őrölt pörkölt kávé 10 kapszula 51 g,08445290154422,2099.0,51.0,g,41156.863,Italok|Kávé|Kávépárnák és -kapszulák|Nespresso kompatibilis,Spar,Prima,19.057
"mizo uht félzsíros tej 2,8% 1 l",l,"Mizo UHT félzsíros tej 2,8% 1 l",5998200140181,399.0,1000.0,ml,399.0,tej-99,"Mizo UHT félzsíros tej 2,8% 1 l",5998200140181,451.0,1000.0,ml,451.0,tej-42,"Mizo UHT félzsíros tej 2,8% 1 l",05998200140181,379.0,1000.0,ml,379.0,"Tejtermék-tojás|Tejek, tejitalok|Tartós tejek|2,8%-3,5% zsírtartalmú tejek",Tesco,Prima,18.997
douwe egberts omnia classic őrölt-pörkölt kávé kapszulában 20 db 104 g,kg,Douwe Egberts Omnia Classic őrölt-pörkölt kávé kapszulában 20 db 104 g,8711000545768,3044.0,104.0,g,29269.231,kapszulas-kave-137,Douwe Egberts Omnia Classic őrölt-pörkölt kávé kapszulában 20 db 104 g,8711000545768,3449.0,104.0,g,33163.462,kavekapszula-167,Douwe Egberts Omnia Classic őrölt-pörkölt kávé kapszulában 20 db 104 g,08711000545768,2899.0,104.0,g,27875.0,Italok|Kávé|Kávépárnák és -kapszulák|Nespresso kompatibilis,Tesco,Prima,18.972
mizo tejföl 20% 330 g,kg,Mizo tejföl 20% 330 g,5998200462344,399.0,330.0,g,1209.091,tejfol-103,Mizo tejföl 20% 330 g,5998200462344,474.0,330.0,g,1436.364,tejfol-51,Mizo tejföl 20% 330 g,05998200462344,448.0,330.0,g,1357.576,"Tejtermék-tojás|Tejföl, kefír, tejszín|Tejföl|20% - 25% zsírtartalmú tejföl",Spar,Prima,18.797
"alpro fermentált szójakészítmény mangóval, hozzáadott kalciummal és vitaminokkal 135 g",kg,"Alpro fermentált szójakészítmény mangóval, hozzáadott kalciummal és vitaminokkal 135 g",5411188128892,660.0,135.0,g,4888.889,novenyi-termekek-110,"Alpro fermentált szójakészítmény mangóval, hozzáadott kalciummal és vitaminokkal 135 g",5411188128892,759.0,135.0,g,5622.222,bio-es-novenyi-elelmiszer-35,"Alpro fermentált szójakészítmény mangóval, hozzáadott kalciummal és vitaminokkal 135 g",05411188128892,639.0,135.0,g,4733.333,"Speciális|Vegetáriánus és vegán|Joghurt, joghurtital|Joghurt",Tesco,Prima,18.779
"alpro zsírszegény fermentált szójakészítmény datolyával, cseresznyével, eperrel 135 g",kg,"Alpro zsírszegény fermentált szójakészítmény datolyával, cseresznyével, eperrel 135 g",5411188136361,660.0,135.0,g,4888.889,novenyi-termekek-110,"Alpro zsírszegény fermentált szójakészítmény datolyával, cseresznyével, eperrel 135 g",5411188136361,759.0,135.0,g,5622.222,bio-es-novenyi-elelmiszer-35,"Alpro zsírszegény fermentált szójakészítmény datolyával, cseresznyével, eperrel 135 g",05411188136361,639.0,135.0,g,4733.333,"Speciális|Vegetáriánus és vegán|Joghurt, joghurtital|Joghurt",Tesco,Prima,18.779
