key,base_unit,Spar_product_name,Spar_barcode,Spar_unit_price,Spar_unit_step,Spar_unit_type,Spar_base_price,Spar_categories,Prima_product_name,Prima_barcode,Prima_unit_price,Prima_unit_step,Prima_unit_type,Prima_base_price,Prima_categories,Tesco_product_name,Tesco_barcode,Tesco_unit_price,Tesco_unit_step,Tesco_unit_type,Tesco_base_price,Tesco_categories,min_store,max_store,pct_spread
"pedigree biscrok multi mix csirke, marha, bárány kiegészítő állateledel felnőtt kutyák számára 200 g",kg,"Pedigree Biscrok Multi Mix csirke, marha, bárány kiegészítő állateledel felnőtt kutyák számára 200 g",9003579302545,789.0,200.0,g,3945.0,kutyaeledel-322,"Pedigree Biscrok Multi Mix csirke, marha, bárány kiegészítő állateledel felnőtt kutyák számára 200 g",9003579302545,865.0,200.0,g,4325.0,kutyaeledel-229,"Pedigree Biscrok Multi Mix csirke, marha, bárány kiegészítő állateledel felnőtt kutyák számára 200 g",09003579302545,649.0,200.0,g,3245.0,Kisállat|Kutyaeledelek & Kiegészítők|Jutalomfalatok|Kekszek,Tesco,Prima,33.282
"cornexi málnás-citromos instant zabkása proteinnel, hozzáadott cukor nélkül, édesítőszerrel 50 g",kg,"Cornexi málnás-citromos instant zabkása proteinnel, hozzáadott cukor nélkül, édesítőszerrel 50 g",5998038313184,389.0,50.0,g,7780.0,protein-tartalmu-keszitmeny-151,"Cornexi málnás-citromos instant zabkása proteinnel, hozzáadott cukor nélkül, édesítőszerrel 50 g",5998038313184,419.0,50.0,g,8380.0,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33,"Cornexi málnás-citromos instant zabkása proteinnel, hozzáadott cukor nélkül, édesítőszerrel 50 g",05998038313184,315.0,50.0,g,6300.0,Speciális|Sportétrend kiegészítők|Egyéb magas fehérjetartalmú ételek|Egyéb magas fehérjetartalmú ételek,Tesco,Prima,33.016
cornexi vörös áfonyás-meggyes instant zabkása proteinnel hozzáadott cukor nélkül édesítőszerrel 50 g,kg,Cornexi vörös áfonyás-meggyes instant zabkása proteinnel hozzáadott cukor nélkül édesítőszerrel 50 g,5998038313207,389.0,50.0,g,7780.0,protein-tartalmu-keszitmeny-151,Cornexi vörös áfonyás-meggyes instant zabkása proteinnel hozzáadott cukor nélkül édesítőszerrel 50 g,5998038313207,419.0,50.0,g,8380.0,cukormentes-hozzaadott-cukrot-nem-tartalmaz-33,Cornexi vörös áfonyás-meggyes instant zabkása proteinnel hozzáadott cukor nélkül édesítőszerrel 50 g,05998038313207,315.0,50.0,g,6300.0,Speciális|Sportétrend kiegészítők|Egyéb magas fehérjetartalmú ételek|Egyéb magas fehérjetartalmú ételek,Tesco,Prima,33.016
ballantine's finest skót whisky 40% 500 ml,l,Ballantine's Finest skót whisky 40% 500 ml,5998829900715,5299.0,500.0,ml,10598.0,whiskey-241,Ballantine's Finest skót whisky 40% 500 ml,5998829900715,6649.0,500.0,ml,13298.0,whiskey-188,Ballantine's Finest skót whisky 40% 500 ml,05998829900715,4999.0,500.0,ml,9998.0,Italok|Szeszes italok|Whisky|Skót whisky,Tesco,Prima,33.007
szarvasi mascarpone 250 g,kg,Szarvasi Mascarpone 250 g,5998208925933,1459.0,250.0,g,5836.0,friss-sajtok-89,Szarvasi Mascarpone 250 g,5998208925933,1699.0,250.0,g,6796.0,tomlos-sajtok-kremsajtok-69,Szarvasi Mascarpone 250 g,05998208925933,1279.0,250.0,g,5116.0,Tejtermék-tojás|Sajtok és túró|Mascarpone|Mascarpone,Tesco,Prima,32.838
bonduelle gold prémium szuperédes morzsolt csemegekukorica 340 g,kg,Bonduelle Gold Prémium szuperédes morzsolt csemegekukorica 340 g,3083681129885,1039.0,285.0,g,3645.614,zoldsegkonzerv-210,Bonduelle Gold Prémium szuperédes morzsolt csemegekukorica 340 g,3083681129885,1099.0,285.0,g,3856.14,zoldseg-konzerv-99,Bonduelle Gold Prémium szuperédes morzsolt csemegekukorica 340 g,03083681129885,989.0,340.0,g,2908.824,"Alapvető élelmiszerek|Konzervek, olívabogyók|Zöldségkonzervek|Kukorica",Tesco,Prima,32.567
"nyakas aligvárom száraz fehérbor 12,5% 0,75 l",l,"Nyakas Aligvárom száraz fehérbor 12,5% 0,75 l",5999509772004,2169.0,750.0,ml,2892.0,feher-bor-249,"Nyakas Aligvárom száraz fehérbor 12,5% 0,75 l",5999509772004,2649.0,750.0,ml,3532.0,feherbor-194,"Nyakas Aligvárom száraz fehérbor 12,5% 0,75 l",05999509772004,1999.0,750.0,ml,2665.333,Italok|Hazai fehérborok|Száraz fehérborok|Felső-Pannon,Tesco,Prima,32.516
eleplant 79% zsírtartalmú margarin 200 g,kg,Eleplant 79% zsírtartalmú margarin 200 g,5997003584697,603.0,200.0,g,3015.0,vaj-margarin-100,Eleplant 79% zsírtartalmú margarin 200 g,5997003584789,799.0,200.0,g,3995.0,margarin-49,Eleplant 79% zsírtartalmú margarin 200 g,05997003584789,612.0,200.0,g,3060.0,"Tejtermék-tojás|Vaj, margarin|Margarin|Csészés margarin",Spar,Prima,32.504
tuc füstölt bacon ízű kréker 100 g,kg,Tuc füstölt bacon ízű kréker 100 g,7622300570293,434.0,100.0,g,4340.0,ropi-perec-sos-kekszek-190,Tuc füstölt bacon ízű kréker 100 g,7622300570293,575.0,100.0,g,5750.0,sos-keksz-151,Tuc füstölt bacon ízű kréker 100 g,07622300570293,479.0,100.0,g,4790.0,"Alapvető élelmiszerek|Rágcsálnivalók, chips|Sós kekszek, sós pálcikák és krékerek|Krékerek",Spar,Prima,32.488
tuc sajtos ízű kréker 100 g,kg,Tuc sajtos ízű kréker 100 g,5998711388928,434.0,100.0,g,4340.0,ropi-perec-sos-kekszek-190,Tuc sajtos ízű kréker 100 g,5998711388928,575.0,100.0,g,5750.0,sos-keksz-151,Tuc sajtos ízű kréker 100 g,05998711388928,479.0,100.0,g,4790.0,"Alapvető élelmiszerek|Rágcsálnivalók, chips|Sós kekszek, sós pálcikák és krékerek|Krékerek",Spar,Prima,32.488
tuc tejfölös-hagymás ízű kréker 100 g,kg,Tuc tejfölös-hagymás ízű kréker 100 g,5998711388935,434.0,100.0,g,4340.0,ropi-perec-sos-kekszek-190,Tuc tejfölös-hagymás ízű kréker 100 g,5998711388935,575.0,100.0,g,5750.0,sos-keksz-151,Tuc tejfölös-hagymás ízű kréker 100 g,05998711388935,479.0,100.0,g,4790.0,"Alapvető élelmiszerek|Rágcsálnivalók, chips|Sós kekszek, sós pálcikák és krékerek|Krékerek",Spar,Prima,32.488
burn apple kiwi szénsavas alma-kivi ízű energiaital koffeinnel 250 ml,l,Burn Apple Kiwi szénsavas alma-kivi ízű energiaital koffeinnel 250 ml,5061013967174,419.0,250.0,ml,1676.0,energiaital-204,Burn Apple Kiwi szénsavas alma-kivi ízű energiaital koffeinnel 250 ml,5061013967174,449.0,250.0,ml,1796.0,energiaital-sportital-177,Burn Apple Kiwi szénsavas alma-kivi ízű energiaital koffeinnel 250 ml,05061013967174,339.0,250.0,ml,1356.0,Italok|Üdítőitalok|Energia- és sportitalok|Energiaitalok,Tesco,Prima,32.448
burn guava szénsavas guava ízű energiaital 250 ml,l,Burn Guava szénsavas guava ízű energiaital 250 ml,5061013967112,419.0,250.0,ml,1676.0,energiaital-204,Burn Guava szénsavas guava ízű energiaital 250 ml,5061013967112,449.0,250.0,ml,1796.0,energiaital-sportital-177,Burn Guava szénsavas guava ízű energiaital 250 ml,05061013967112,339.0,250.0,ml,1356.0,Italok|Üdítőitalok|Energia- és sportitalok|Energiaitalok,Tesco,Prima,32.448
burn orange fire szénsavas narancs ízű energiaital koffeinnel 250 ml,l,Burn Orange Fire szénsavas narancs ízű energiaital koffeinnel 250 ml,5061013967143,419.0,250.0,ml,1676.0,energiaital-204,Burn Orange Fire szénsavas narancs ízű energiaital koffeinnel 250 ml,5061013967143,449.0,250.0,ml,1796.0,energiaital-sportital-177,Burn Orange Fire szénsavas narancs ízű energiaital koffeinnel 250 ml,05061013967143,339.0,250.0,ml,1356.0,Italok|Üdítőitalok|Energia- és sportitalok|Energiaitalok,Tesco,Prima,32.448
burn original szénsavas energiaital koffeinnel 250 ml,l,Burn Original szénsavas energiaital koffeinnel 250 ml,5061013966993,419.0,250.0,ml,1676.0,energiaital-204,Burn Original szénsavas energiaital koffeinnel 250 ml,5061013966993,449.0,250.0,ml,1796.0,energiaital-sportital-177,Burn Original szénsavas energiaital koffeinnel 250 ml,05061013966993,339.0,250.0,ml,1356.0,Italok|Üdítőitalok|Energia- és sportitalok|Energiaitalok,Tesco,Prima,32.448
burn sour twist zöld alma ízesítésű szénsavas energiaital koffeinnel 250 ml,l,Burn Sour Twist zöld alma ízesítésű szénsavas energiaital koffeinnel 250 ml,5061013967051,419.0,250.0,ml,1676.0,energiaital-204,Burn Sour Twist zöld alma ízesítésű szénsavas energiaital koffeinnel 250 ml,5061013967051,449.0,250.0,ml,1796.0,energiaital-sportital-177,Burn Sour Twist zöld alma ízesítésű szénsavas energiaital koffeinnel 250 ml,05061013967051,339.0,250.0,ml,1356.0,Italok|Üdítőitalok|Energia- és sportitalok|Energiaitalok,Tesco,Prima,32.448
"burn szénsavas mangó ízű energiaital koffeinnel, inozitollal, b-vitaminokkal 250 ml",l,"Burn szénsavas mangó ízű energiaital koffeinnel, inozitollal, B-vitaminokkal 250 ml",5061013967082,419.0,250.0,ml,1676.0,energiaital-204,"Burn szénsavas mangó ízű energiaital koffeinnel, inozitollal, B-vitaminokkal 250 ml",5061013967082,449.0,250.0,ml,1796.0,energiaital-sportital-177,"Burn szénsavas mangó ízű energiaital koffeinnel, inozitollal, B-vitaminokkal 250 ml",05061013967082,339.0,250.0,ml,1356.0,Italok|Üdítőitalok|Energia- és sportitalok|Energiaitalok,Tesco,Prima,32.448
szarvasi mascarpone 500 g,kg,Szarvasi Mascarpone 500 g,5998208925940,2464.0,500.0,g,4928.0,friss-sajtok-89,Szarvasi Mascarpone 500 g,5998208925940,2899.0,500.0,g,5798.0,friss-sajt-66,Szarvasi Mascarpone 500 g,05998208925940,2189.0,500.0,g,4378.0,Tejtermék-tojás|Sajtok és túró|Mascarpone|Mascarpone,Tesco,Prima,32.435
ricola citromfű cukormentes svájci gyógynövény cukorkák édesítőszerekkel 40 g,kg,Ricola Citromfű cukormentes svájci gyógynövény cukorkák édesítőszerekkel 40 g,7610700948637,839.0,40.0,g,20975.0,cukormentes-78,Ricola Citromfű cukormentes svájci gyógynövény cukorkák édesítőszerekkel 40 g,7610700948637,899.0,40.0,g,22475.0,cukorka-ragogumi-egyeb-163,Ricola Citromfű cukormentes svájci gyógynövény cukorkák édesítőszerekkel 40 g,07610700948637,679.0,40.0,g,16975.0,"Alapvető élelmiszerek|Cukorkák, rágógumik és egyéb édességek|Cukorkák, rágógumik|Leheletfrissítő, légúttisztító cukorkák",Tesco,Prima,32.401
"soproni citromos alkoholmentes sörital 0,0% 500 ml",l,"Soproni citromos alkoholmentes sörital 0,0% 500 ml",5998818174424,439.0,500.0,ml,878.0,alkoholmentes-sor-237,"Soproni citromos alkoholmentes sörital 0,0% 500 ml",5998818174424,475.0,500.0,ml,950.0,alkoholmentes-sor-184,"Soproni citromos alkoholmentes sörital 0,0% 500 ml",05998818174424,359.0,500.0,ml,718.0,"Italok|Sör, cider|Alkoholmentes sörök és alkoholmentes ízesített sörök|Alkoholmentes ízesített sörök",Tesco,Prima,32.312
soproni körte-citrom ízű alkoholmentes sörital 500 ml,l,Soproni körte-citrom ízű alkoholmentes sörital 500 ml,5998818174448,439.0,500.0,ml,878.0,alkoholmentes-sor-237,Soproni körte-citrom ízű alkoholmentes sörital 500 ml,5998818174448,475.0,500.0,ml,950.0,alkoholmentes-sor-184,Soproni körte-citrom ízű alkoholmentes sörital 500 ml,05998818174448,359.0,500.0,ml,718.0,"Italok|Sör, cider|Alkoholmentes sörök és alkoholmentes ízesített sörök|Alkoholmentes ízesített sörök",Tesco,Prima,32.312
"soproni lime-mentás alkoholmentes sörital 0,0% 500 ml",l,"Soproni lime-mentás alkoholmentes sörital 0,0% 500 ml",5998818174455,439.0,500.0,ml,878.0,alkoholmentes-sor-237,"Soproni lime-mentás alkoholmentes sörital 0,0% 500 ml",5998818174455,475.0,500.0,ml,950.0,alkoholmentes-sor-184,"Soproni lime-mentás alkoholmentes sörital 0,0% 500 ml",05998818174455,359.0,500.0,ml,718.0,"Italok|Sör, cider|Alkoholmentes sörök és alkoholmentes ízesített sörök|Alkoholmentes ízesített sörök",Tesco,Prima,32.312
"soproni meggy-citromos alkoholmentes sörital 0,0% 500 ml",l,"Soproni meggy-citromos alkoholmentes sörital 0,0% 500 ml",5998818174462,439.0,500.0,ml,878.0,alkoholmentes-sor-237,"Soproni meggy-citromos alkoholmentes sörital 0,0% 500 ml",5998818174462,475.0,500.0,ml,950.0,alkoholmentes-sor-184,"Soproni meggy-citromos alkoholmentes sörital 0,0% 500 ml",05998818174462,359.0,500.0,ml,718.0,"Italok|Sör, cider|Alkoholmentes sörök és alkoholmentes ízesített sörök|Alkoholmentes ízesített sörök",Tesco,Prima,32.312
coca-cola colaízű szénsavas üdítőital 300 ml,l,Coca-Cola colaízű szénsavas üdítőital 300 ml,54026193,374.0,300.0,ml,1246.667,szensavas-uditoital-203,Coca-Cola colaízű szénsavas üdítőital 300 ml,54026193,395.0,300.0,ml,1316.667,szensavas-uditoital-172,Coca-Cola colaízű szénsavas üdítőital 300 ml,00000054026193,299.0,300.0,ml,996.667,Italok|Üdítőitalok|Szénsavas üdítőitalok|Kis Kiszerelés,Tesco,Prima,32.107
coca-cola zéró cukor colaízű energiamentes szénsavas üdítőital édesítőszerekkel 300 ml,l,Coca-Cola zéró cukor colaízű energiamentes szénsavas üdítőital édesítőszerekkel 300 ml,54026308,374.0,300.0,ml,1246.667,szensavas-uditoital-203,Coca-Cola zéró cukor colaízű energiamentes szénsavas üdítőital édesítőszerekkel 300 ml,54026308,395.0,300.0,ml,1316.667,szensavas-uditoital-172,Coca-Cola zéró cukor colaízű energiamentes szénsavas üdítőital édesítőszerekkel 300 ml,00000054026308,299.0,300.0,ml,996.667,Italok|Üdítőitalok|Szénsavas üdítőitalok|Kis Kiszerelés,Tesco,Prima,32.107
szentkirályi egy csepp gyümölcs citrom ízű szén-dioxiddal enyhén dúsított ital 1500 ml,l,Szentkirályi Egy csepp gyümölcs citrom ízű szén-dioxiddal enyhén dúsított ital 1500 ml,5997264105129,369.0,1500.0,ml,246.0,szensavas-uditoital-203,Szentkirályi Egy csepp gyümölcs citrom ízű szén-dioxiddal enyhén dúsított ital 1500 ml,5997264105129,395.0,1500.0,ml,263.333,izesitett-asvanyviz-174,Szentkirályi Egy csepp gyümölcs citrom ízű szén-dioxiddal enyhén dúsított ital 1500 ml,05997264105129,299.0,1500.0,ml,199.333,Italok|Víz|Ízesített víz|Nagy kiszerelés,Tesco,Prima,32.107
szentkirályi egy csepp gyümölcs erdei gyümölcs ízű széndioxiddal enyhén dúsított ital 1500 ml,l,Szentkirályi Egy csepp gyümölcs erdei gyümölcs ízű széndioxiddal enyhén dúsított ital 1500 ml,5997264105143,369.0,1500.0,ml,246.0,szensavas-uditoital-203,Szentkirályi Egy csepp gyümölcs erdei gyümölcs ízű széndioxiddal enyhén dúsított ital 1500 ml,5997264105143,395.0,1500.0,ml,263.333,izesitett-asvanyviz-174,Szentkirályi Egy csepp gyümölcs erdei gyümölcs ízű széndioxiddal enyhén dúsított ital 1500 ml,05997264105143,299.0,1500.0,ml,199.333,Italok|Víz|Ízesített víz|Nagy kiszerelés,Tesco,Prima,32.107
szentkirályi egy csepp gyümölcs mangó ízű szén-dioxiddal enyhén dúsított ital 1500 ml,l,Szentkirályi Egy csepp gyümölcs mangó ízű szén-dioxiddal enyhén dúsított ital 1500 ml,5999881783506,369.0,1500.0,ml,246.0,szensavas-uditoital-203,Szentkirályi Egy csepp gyümölcs mangó ízű szén-dioxiddal enyhén dúsított ital 1500 ml,5999881783506,395.0,1500.0,ml,263.333,izesitett-asvanyviz-174,Szentkirályi Egy csepp gyümölcs mangó ízű szén-dioxiddal enyhén dúsított ital 1500 ml,05999881783506,299.0,1500.0,ml,199.333,Italok|Víz|Ízesített víz|Nagy kiszerelés,Tesco,Prima,32.107
szentkirályi extra dús természetes ásványvíz 1500 ml,l,Szentkirályi extra dús természetes ásványvíz 1500 ml,5998828512629,364.0,1500.0,ml,242.667,asvanyviz-201,Szentkirályi extra dús természetes ásványvíz 1500 ml,5998828512629,395.0,1500.0,ml,263.333,asvanyviz-173,Szentkirályi extra dús természetes ásványvíz 1500 ml,05998828512629,299.0,1500.0,ml,199.333,Italok|Víz|Szénsavas ásványvíz|Nagy kiszerelés,Tesco,Prima,32.107
"beefeater gin 40% 0,7 l",l,"Beefeater gin 40% 0,7 l",5998829901729,8764.0,700.0,ml,12520.0,gin-244,"Beefeater gin 40% 0,7 l",5998829901729,10949.0,700.0,ml,15641.429,egyeb-szeszes-ital-192,"Beefeater gin 40% 0,7 l",05998829901729,8290.0,700.0,ml,11842.857,Italok|Szeszes italok|Gin|Gin,Tesco,Prima,32.075
zewa deluxe camomile comfort illatosított papír zsebkendő 3 rétegű 90 db,db,Zewa Deluxe Camomile Comfort illatosított papír zsebkendő 3 rétegű 90 db,7322540084528,440.0,90.0,db,4.889,papirzsebkendo-269,Zewa Deluxe Camomile Comfort illatosított papír zsebkendő 3 rétegű 90 db,7322540084528,499.0,90.0,db,5.544,papiraru-212,Zewa Deluxe Camomile Comfort illatosított papír zsebkendő 3 rétegű 90 db,07322540084528,379.0,90.0,db,4.211,Háztartás|Háztartási papír|Papír zsebkendő|3 rétegű,Tesco,Prima,31.662
zewa deluxe lavender dreams illatosított papír zsebkendő 3 rétegű 90 db,db,Zewa Deluxe Lavender Dreams illatosított papír zsebkendő 3 rétegű 90 db,7322540530315,440.0,90.0,db,4.889,papirzsebkendo-269,Zewa Deluxe Lavender Dreams illatosított papír zsebkendő 3 rétegű 90 db,7322540530315,499.0,90.0,db,5.544,papiraru-212,Zewa Deluxe Lavender Dreams illatosított papír zsebkendő 3 rétegű 90 db,07322540530315,379.0,90.0,db,4.211,Háztartás|Háztartási papír|Papír zsebkendő|3 rétegű,Tesco,Prima,31.662
zewa deluxe original illatmentes papír zsebkendő 3 rétegű 90 db,db,Zewa Deluxe Original illatmentes papír zsebkendő 3 rétegű 90 db,9011111535061,440.0,90.0,db,4.889,papirzsebkendo-269,Zewa Deluxe Original illatmentes papír zsebkendő 3 rétegű 90 db,9011111535061,499.0,90.0,db,5.544,papiraru-212,Zewa Deluxe Original illatmentes papír zsebkendő 3 rétegű 90 db,09011111535061,379.0,90.0,db,4.211,Háztartás|Háztartási papír|Papír zsebkendő|3 rétegű,Tesco,Prima,31.662
dr. oetker vitalis málnás rizskása alappor 52 g,kg,Dr. Oetker Vitalis málnás rizskása alappor 52 g,5997381373982,379.0,52.0,g,7288.462,zabpehely-zabkasa-rizskasa-131,Dr. Oetker Vitalis málnás rizskása alappor 52 g,5997381373982,459.0,52.0,g,8826.923,muzli-kasa-77,Dr. Oetker Vitalis málnás rizskása alappor 52 g,05997381373982,349.0,52.0,g,6711.538,"Alapvető élelmiszerek|Gabona- és kukoricapelyhek, müzli|Müzli. zabkása|Müzli, zabkása",Tesco,Prima,31.519
zott jogobella joghurtos ital 250 g,kg,Zott Jogobella joghurtos ital 250 g,4014500504537,379.0,250.0,g,1516.0,joghurtitalok-108,Zott Jogobella joghurtos ital 250 g,4014500504537,459.0,250.0,g,1836.0,joghurt-47,Zott Jogobella joghurtos ital 250 g,04014500504537,349.0,250.0,g,1396.0,Tejtermék-tojás|Joghurtok|Joghurt italok|Kis ivójoghurtok,Tesco,Prima,31.519
"zott jogobella élőflórás, zsírszegény joghurtos ital 250 g",kg,"Zott Jogobella élőflórás, zsírszegény joghurtos ital 250 g",4014500518916,379.0,250.0,g,1516.0,joghurtitalok-108,"Zott Jogobella élőflórás, zsírszegény joghurtos ital 250 g",4014500518916,459.0,250.0,g,1836.0,joghurt-47,"Zott Jogobella élőflórás, zsírszegény joghurtos ital 250 g",04014500518916,349.0,250.0,g,1396.0,Tejtermék-tojás|Joghurtok|Joghurt italok|Nagy ivójoghurtok,Tesco,Prima,31.519
taft power hajhab száraz & sérült hajra 200 ml,l,Taft Power hajhab száraz & sérült hajra 200 ml,9000100477789,2099.0,200.0,ml,10495.0,hajapolo-termekek-303,Taft Power hajhab száraz & sérült hajra 200 ml,9000100477789,2299.0,200.0,ml,11495.0,hajapolas-202,Taft Power hajhab száraz & sérült hajra 200 ml,09000100477789,1749.0,200.0,ml,8745.0,Drogéria|Hajápolás|Hajformázás|Hajhabok,Tesco,Prima,31.447
taft power hajlakk minden hajtípusra 250 ml,l,Taft Power hajlakk minden hajtípusra 250 ml,4015000510790,2099.0,250.0,ml,8396.0,hajapolo-termekek-303,Taft Power hajlakk minden hajtípusra 250 ml,4015000510790,2299.0,250.0,ml,9196.0,hajapolas-202,Taft Power hajlakk minden hajtípusra 250 ml,04015000510790,1749.0,250.0,ml,6996.0,Drogéria|Hajápolás|Hajformázás|Hajlakkok,Tesco,Prima,31.447
"heineken original minőségi világos sör 5% 0,33 l",l,"Heineken Original minőségi világos sör 5% 0,33 l",5998818174219,449.0,330.0,ml,1360.606,vilagos-sor-234,"Heineken Original minőségi világos sör 5% 0,33 l",5998818174219,485.0,330.0,ml,1469.697,vilagos-sor-180,"Heineken Original minőségi világos sör 5% 0,33 l",05998818174219,369.0,330.0,ml,1118.182,"Italok|Sör, cider|Világos sörök|Dobozos",Tesco,Prima,31.436
gyermelyi vita pasta chifferi rrigati durum száraztészta 500 g,kg,Gyermelyi Vita Pasta Chifferi Rrigati durum száraztészta 500 g,5997132565086,879.0,500.0,g,1758.0,durum-teszta-155,Gyermelyi Vita Pasta Chifferi Rrigati durum száraztészta 500 g,5997132565086,945.0,500.0,g,1890.0,koret-teszta-82,Gyermelyi Vita Pasta Chifferi Rrigati durum száraztészta 500 g,05997132565086,719.0,500.0,g,1438.0,"Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek|Durumtészták|Durumtészták",Tesco,Prima,31.433
gyermelyi vita pasta farfalle durum száraztészta 500 g,kg,Gyermelyi Vita Pasta Farfalle durum száraztészta 500 g,5997132559054,879.0,500.0,g,1758.0,durum-teszta-155,Gyermelyi Vita Pasta Farfalle durum száraztészta 500 g,5997132559054,945.0,500.0,g,1890.0,koret-teszta-82,Gyermelyi Vita Pasta Farfalle durum száraztészta 500 g,05997132559054,719.0,500.0,g,1438.0,"Alapvető élelmiszerek|Rizs, tészta, hüvelyesek, egyéb köretek|Durumtészták|Durumtészták",Tesco,Prima,31.433
