aisleName,averageWeight,baseProductId,brandName,catchWeightList,defaultImageUrl,departmentName,description,details.__typename,details.additives,details.alcoholInfo,details.alcoholInfo.__typename,details.alcoholInfo.alcoholType,details.alcoholInfo.country,details.alcoholInfo.grapeVariety,details.alcoholInfo.percentageAlcohol,details.alcoholInfo.regionOfOrigin,details.alcoholInfo.regionalInformation,details.alcoholInfo.tasteCategory,details.alcoholInfo.wineColour,details.allergenInfo,details.components,details.directions,details.dosage,details.drainedWeight,details.features,details.healthClaims,details.ingredients,details.lowerAgeLimit,details.netContents,details.nutritionalClaims,details.originInformation,details.otherInformation,details.packSize,details.recyclingInfo,displayType,gtin,icons,id,isForSale,isNew,media.defaultImage.url,multiPackDetails,price.__typename,price.actual,price.unitOfMeasure,price.unitPrice,productType,promotions,restrictions,seller,sellers.__typename,sellers.results,sellers.totalCount,shelfId,shelfName,status,superDepartmentName,title,tpnb,tpnc
Alkoholmentes és gyerekpezsgők,1.34,2004121255424,,,https://digitalcontent.api.tesco.com/v2/media/ghs/f14db8f0-f2ef-49b4-a4f0-26b47cb137e1/2a25ae97-85fa-42ff-8cf3-8932c268c5b6.jpeg?h=225&w=225,Pezsgők,[],ProductDetailsType,"[""Tartalmaz Mesterséges édesítőszerek""]",,AlcoholInfoItemType,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Nyelvfestő""]",,"[""Ivóvíz"", ""Szén-dioxid (min. 5 g/l)"", ""Étkezési sаv (citromsav)"", ""Szőlőlé min. 1% (sűrítményből)"", ""Tartósítószerek (kálium-szorbát"", ""nátrium-benzoát)"", ""Aroma"", ""Édesítőszerek (ciklamátok"", ""szukralóz"", ""aceszulfám K)"", ""Színezék (brilliánskék FCF)""]",,0.75l,,[],,"[{""value"": ""0.75"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]",,Quantity,05998818568155,"[{""id"": ""Nem újrahasználható kötelezően visszaváltási díjas termék"", ""caption"": ""Nem újrahasználható kötelezően visszaváltási díjas termék"", ""__typename"": ""IconsInfoType""}]",2004121255424,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/f14db8f0-f2ef-49b4-a4f0-26b47cb137e1/2a25ae97-85fa-42ff-8cf3-8932c268c5b6.jpeg,,PriceType,1049,l,1398.67,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004121255424"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 1049, ""unitPrice"": 1398.67, ""unitOfMeasure"": ""l""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDUGV6c2clQzUlOTFrJTdDQWxrb2hvbG1lbnRlcyUyMCVDMyVBOXMlMjBneWVyZWtwZXpzZyVDNSU5MWslN0NBbGtvaG9sbWVudGVzJTIwJUMzJUE5cyUyMGd5ZXJla3BlenNnJUM1JTkxaw==,Alkoholmentes és gyerekpezsgők,AvailableForSale,Italok,"Sharky alkoholmentes kékszőlő ízű szénsavas üdítőital édesítőszerekkel 0,75 l",2004121255424,2004121255424
Likőr,0.95,2004121256498,St. Hubertus,,https://digitalcontent.api.tesco.com/v2/media/ghs/c693825d-d83e-47ab-8018-4de3a7db96f0/b5a96701-2efa-4405-988b-bf91c3e580b4_225898228.jpeg?h=225&w=225,Szeszes italok,"[""Zwack minőséget, de mértékkel""]",ProductDetailsType,,,AlcoholInfoItemType,Likőr,,,32,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,[],,0.5l ℮,,[],,"[{""value"": ""0.5"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]",,Quantity,05995099444987,"[{""id"": ""Nem újrahasználható kötelezően visszaváltási díjas termék"", ""caption"": ""Nem újrahasználható kötelezően visszaváltási díjas termék"", ""__typename"": ""IconsInfoType""}]",2004121256498,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/c693825d-d83e-47ab-8018-4de3a7db96f0/b5a96701-2efa-4405-988b-bf91c3e580b4_225898228.jpeg,,PriceType,4099,l,8198,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004121256498"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 4099, ""unitPrice"": 8198, ""unitOfMeasure"": ""l""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDU3plc3plcyUyMGl0YWxvayU3Q0xpayVDNSU5MXIlN0NHeSVDMyVCM2d5biVDMyVCNnYlQzMlQTlueSwlMjBrZXNlciVDNSVCMSUyMGxpayVDNSU5MXI=,"Gyógynövény, keserű likőr",AvailableForSale,Italok,"St. Hubertus vérnarancs gyógynövénylikőr 32% 0,5 l",2004121256498,2004121256498
Tej- és gabonapépek 6 hó+,0.285,2004020301499,Milupa,,https://digitalcontent.api.tesco.com/v2/media/ghs/181b6892-ebf9-4f17-8f20-39b7c7db147c/306578b9-6d92-40f2-8f83-a6b1724079ee_2106597440.jpeg?h=225&w=225,Tej- és gabonapépek,"[""Rizskása. Ízesítés: natúr"", ""www.milupa.hu/babamenuk"", ""Látogass el a Milupa weboldalára a hozzátáplálást megkönnyítő babamenüért, gyorsan elkészíthető tízórai vagy uzsonnaötletekért a változatos étkezéshez!""]",ProductDetailsType,"[""Nem tartalmaz Színezékek"", ""Nem tartalmaz Ízfokozók"", ""Nem tartalmaz Tartósítószerek""]",,,,,,,,,,,"[{""name"": ""Nem tartalmaz"", ""values"": [""Glutént tartalmazó gabonafélék"", ""Tej"", ""Szója""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Használd főzéshez, sűrítéshez!"", ""0% tejfehérje- és laktóztartalom"", ""Értékes gabonával"", ""Sokrétű felhasználás a nap bármely szakában"", ""Gluténmentes, tejmentes, laktózmentes, szójamentes termék""]",,"[""Rizsliszt 99"", ""9%"", ""Tiamin-mononitrát""]",4 Hó,225g ℮,"[""0% hozzáadott cukor"", ""Természetes módon előforduló cukrokat tartalmaz""]",[],"[""Védőgázas csomagolásban.""]","[{""value"": ""0.225"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",Csomag. Újrahasznosítható,Quantity,05900852047404,"[{""id"": ""Green Dot"", ""caption"": ""Green Dot"", ""__typename"": ""IconsInfoType""}]",2004020301499,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/181b6892-ebf9-4f17-8f20-39b7c7db147c/306578b9-6d92-40f2-8f83-a6b1724079ee_2106597440.jpeg,,PriceType,1399,kg,6217.78,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004020301499"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 1399, ""unitPrice"": 6217.78, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;QmFiYSU3Q1Rlai0lMjAlQzMlQTlzJTIwZ2Fib25hcCVDMyVBOXBlayU3Q1Rlai0lMjAlQzMlQTlzJTIwZ2Fib25hcCVDMyVBOXBlayUyMDYlMjBoJUMzJUIzKyU3Q0dhYm9uYXAlQzMlQTlw,Gabonapép,AvailableForSale,Baba,Milupa Natúr rizskása 4 hó+ 225 g,2004020301499,2004020301499
Chips és burgonyaszirom,0.135,2004020201023,TESCO STANDARD,,https://digitalcontent.api.tesco.com/v2/media/ghs/6c3de110-3955-4dbf-b22c-fc370632a914/54fca1a5-fe77-46c8-94d0-875742250054_105199707.jpeg?h=225&w=225,"Rágcsálnivalók, chips",[],ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""A termék gluténtartalmú gabonaféléket és tejet tartalmazhat""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Burgonya (64%)"", ""Növényi olajok (napraforgó"", ""repce változó arányban)"", ""Étkezési só (0"", ""9%)""]",,130g ℮,,[],"[""Védőgázas csomagolásban.""]","[{""value"": ""0.13"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05051007161084,[],2004020201023,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/6c3de110-3955-4dbf-b22c-fc370632a914/54fca1a5-fe77-46c8-94d0-875742250054_105199707.jpeg,,PriceType,519,kg,3992.31,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004020201023"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 519, ""unitPrice"": 3992.31, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDUiVDMyVBMWdjcyVDMyVBMWxuaXZhbCVDMyVCM2ssJTIwY2hpcHMlN0NDaGlwcyUyMCVDMyVBOXMlMjBidXJnb255YXN6aXJvbSU3Q0J1cmdvbnlhY2hpcHM=,Burgonyachips,AvailableForSale,Alapvető élelmiszerek,Tesco sós hullámos burgonyachips 130 g ,2004020201023,2004020201023
"Szörpök, szirupok",0.49,2004121283079,Arizona,,https://digitalcontent.api.tesco.com/v2/media/ghs/b4e93408-2eec-4ac8-8a3e-525643070559/9137c961-8502-4fd5-9a5a-6b52ec783ef4.jpeg?h=225&w=225,"Szörpök, italporok, citromlevek","[""Citrom ízű szénsavmentes üdítőital fekete tea kivonattal, 4,3% gyümölcstartalommal""]",ProductDetailsType,,,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Víz"", ""Cukor"", ""4"", ""3% gyümölcslé sűrítményből (citrom 2"", ""3%"", ""körte 2"", ""0%)"", ""Fekete tea kivonat 0"", ""14%"", ""Étkezési sav: citromsav"", ""Antioxidáns: aszkorbinsav"", ""Természetes aromák""]",,450ml ℮,,[],,"[{""value"": ""0.5"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]",,Quantity,00613008771652,"[{""id"": ""Nem újrahasználható kötelezően visszaváltási díjas termék"", ""caption"": ""Nem újrahasználható kötelezően visszaváltási díjas termék"", ""__typename"": ""IconsInfoType""}]",2004121283079,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/b4e93408-2eec-4ac8-8a3e-525643070559/9137c961-8502-4fd5-9a5a-6b52ec783ef4.jpeg,,PriceType,549,l,1098,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004121283079"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 549, ""unitPrice"": 1098, ""unitOfMeasure"": ""l""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDU3olQzMlQjZycCVDMyVCNmssJTIwaXRhbHBvcm9rLCUyMGNpdHJvbWxldmVrJTdDU3olQzMlQjZycCVDMyVCNmssJTIwc3ppcnVwb2slN0NFZ3klQzMlQTliJTIwJUMzJUFEemVzJUMzJUFEdCVDMyVBOXMlQzUlQjElMjBzeiVDMyVCNnJwJUMzJUI2aywlMjBzemlydXBvaw==,"Egyéb ízesítésű szörpök, szirupok",AvailableForSale,Italok,Arizona citrom ízű szénsavmentes üdítőital fekete tea kivonattal 450 ml ,2004121283079,2004121283079
Tortilla,0.407,2005105017408,,,https://digitalcontent.api.tesco.com/v2/media/ghs/e780cc82-4703-458d-8ca7-7778a40a2023/9c8b621d-d351-4357-9bb4-05f16af13c83_278704710.jpeg?h=225&w=225,Tartós pékáru,"[""Tortilla Mexicana Fitt 6 db 390 g""]",ProductDetailsType,,,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""teljes kiőrlésű <strong>búzaliszt</strong> (~60%)"", ""ivóvíz"", ""tortilla-keverék (só"", ""savanyúságot szabályozó anyag: citromsav"", ""emulegálószer: zsírsavak mono- és digliceridjei"", ""cukor"", ""tartósítószer: kálium-szorbát"", ""kalcium-propionát"", ""sűrítőanyag: guargumi"", ""xantángumi"", ""nátrium-karboxil-metil-cellulóz"", ""enzim)"", ""növényi olaj (pálma"", ""napraforgó)"", ""nedvesítőszerek: (glicerin)"", ""<strong>búzaglutén</strong>"", ""térfogatnövelőszer (nátrium-hidrogén-karbonát)"", ""A termék <strong>búzaglutént</strong> tartalmaz""]",,390g,,[],,"[{""value"": ""0.39"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,08606108011461,[],2005105017408,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/e780cc82-4703-458d-8ca7-7778a40a2023/9c8b621d-d351-4357-9bb4-05f16af13c83_278704710.jpeg,,PriceType,1149,kg,2946.15,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2005105017408"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 1149, ""unitPrice"": 2946.15, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;UCVDMyVBOWslQzMlQTFydSU3Q1RhcnQlQzMlQjNzJTIwcCVDMyVBOWslQzMlQTFydSU3Q1RvcnRpbGxhJTdDVG9ydGlsbGE=,Tortilla,AvailableForSale,Pékáru,Tortilla Mexicana Fitt 390 g,2005105017408,2005105017408
Natúr halak,0.521,2005100579735,TESCO STANDARD,,https://digitalcontent.api.tesco.com/v2/media/ghs/d5e70c07-b690-43c5-82e9-9c2d063a3741/cde03ec3-48c3-43fe-a592-e93165b4bce8_406791767.jpeg?h=225&w=225,Fagyasztott halak,"[""Gyorsfagyasztott alaszkai tőkehalfilé bőr nélkül, jégréteggel bevont.""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""A termék rákféléket és puhatestűeket tartalmazhat.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,"[""Fenntartható halászatból""]",,"[""Alaszkai <strong>tőkehal</strong> (Theragra chalcogramma)""]",,475g,,[],"[""MSC-tanúsítvánnyal rendelkező, fenntartható halászat. www.msc.org MSC-C-54764""]","[{""value"": ""0.475"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05051007147828,[],2005100579735,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/d5e70c07-b690-43c5-82e9-9c2d063a3741/cde03ec3-48c3-43fe-a592-e93165b4bce8_406791767.jpeg,,PriceType,1249,kg,2629.47,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2005100579735"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 1249, ""unitPrice"": 2629.47, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;RmFneWFzenRvdHQlMjAlQzMlQTFydWslN0NGYWd5YXN6dG90dCUyMGhhbGFrJTdDTmF0JUMzJUJBciUyMGhhbGFrJTdDTmF0JUMzJUJBciUyMGhhbGFr,Natúr halak,AvailableForSale,Fagyasztott áruk,Tesco gyorsfagyasztott alaszkai tőkehalfilé 475 g,2005100579735,2005100579735
Poralapok,1,2005105004402,Maggi,,https://digitalcontent.api.tesco.com/v2/media/ghs/65fc029a-aa5d-4f33-96b0-49eb17b7a876/ceaacfd1-fc2d-4c5a-bd88-8bfd8824c624_361992950.jpeg?h=225&w=225,"Szószok, mártások, poralapok",[],ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""Tartalmazhat zellert, mustárt, szóját és tojást.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""<strong>Búzaliszt</strong>"", ""Kukoricakeményítő"", ""Burgonyakeményítő"", ""<strong>Tejszínpor</strong>"", ""Szárított zöldségek 10"", ""3% (fokhagyma"", ""vöröshagyma"", ""pirospaprika)"", ""Étkezési só"", ""Aromák (<strong>búzával</strong>)"", ""Fűszerek (fekete bors"", ""szerecsendió"", ""kömény"", ""kurkuma)"", ""Cukor"", ""Fűszernövények 1"", ""7% (petrezselyemlevél"", ""majoranna)"", ""Napraforgóolaj""]",,42g,,[],,"[{""value"": ""0.042"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,08445290749789,[],2005105004402,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/65fc029a-aa5d-4f33-96b0-49eb17b7a876/ceaacfd1-fc2d-4c5a-bd88-8bfd8824c624_361992950.jpeg,,PriceType,459,kg,10928.57,SingleProduct,"[{""id"": ""CC10500440241540"", ""promotionType"": ""CCP"", ""startDate"": ""1899-12-31T23:00:00Z"", ""endDate"": ""2025-07-30T21:59:59Z"", ""description"": ""Clubcard ár 399 Ft, normál ár 459 Ft"", ""unitSellingInfo"": null, ""price"": null, ""attributes"": [""CLUBCARD_PRICING""], ""qualities"": null, ""info"": null, ""__typename"": ""PromotionType""}]",[],,ProductSellers,"[{""id"": ""2005105004402"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 459, ""unitPrice"": 10928.57, ""unitOfMeasure"": ""kg""}, ""promotions"": [{""id"": ""CC10500440241540"", ""promotionType"": ""CCP"", ""startDate"": ""1899-12-31T23:00:00Z"", ""endDate"": ""2025-07-30T21:59:59Z"", ""description"": ""Clubcard ár 399 Ft, normál ár 459 Ft"", ""unitSellingInfo"": null, ""price"": null, ""attributes"": [""CLUBCARD_PRICING""], ""qualities"": null, ""info"": null, ""metaData"": null}], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;QWxhcHZldCVDNSU5MSUyMCVDMyVBOWxlbG1pc3plcmVrJTdDU3olQzMlQjNzem9rLCUyMG0lQzMlQTFydCVDMyVBMXNvaywlMjBwb3JhbGFwb2slN0NQb3JhbGFwb2slN0NQb3JhbGFwb2slMjBoJUMzJUJBc29raG96LCUyMG0lQzMlQTFydCVDMyVBMXNva2hveg==,"Poralapok húsokhoz, mártásokhoz",AvailableForSale,Alapvető élelmiszerek,Maggi fűszeres tepsis burgonya alap 42 g,2005105004402,2005105004402
Pálcikás és tölcséres jégkrémek,0.09,2005100477860,TESCO STANDARD,,https://digitalcontent.api.tesco.com/v2/media/ghs/c22e7205-0b95-482f-a6fb-d515d98a2042/02230597-e7a5-4c33-b1c8-41ae7bd87858_1879184898.jpeg?h=225&w=225,Jégkrémek,"[""Vaníliás jégkrém tejcsokoládé bevonattal (26%)."", ""A Rainforest Alliance Tanúsítás célja, hogy élhetőbb jövőt teremtsen az emberek és a természet számára. www.ra.org""]",ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""A termék gluténtartalmú gabonaféléket, szóját, tojást, földimogyorót és dióféléket tartalmazhat.""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Sovány <strong>tej</strong>"", ""Cukor"", ""Sűrített sovány <strong>tej</strong>"", ""Kókuszzsír"", ""Glükózszirup"", ""Kakaómassza*"", ""Kakaóvaj*"", ""<strong>Tejsavó-koncentrátum</strong>"", ""Sovány <strong>tejpor</strong>"", ""Glükóz"", ""Vízmentes <strong>tejzsír</strong>"", ""Őrölt vaníliarúd-kivonat (0"", ""07%)"", ""Sárgarépakoncentrátum"", ""Emulgeáló-szerek (zsírsavak mono- és digliceridjei"", ""lecitinek"", ""poliglicerin-poliricinoleát)"", ""Stabilizátorok (szentjánoskenyérliszt"", ""guargumi)"", ""Aromák"", ""*Rainforest Alliance Tanúsított""]",,120ml,,[],"[""86 g""]","[{""value"": ""0.12"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]",,Quantity,05051007131803,"[{""id"": ""Rainforest Alliance"", ""caption"": ""Rainforest Alliance"", ""__typename"": ""IconsInfoType""}]",2005100477860,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/c22e7205-0b95-482f-a6fb-d515d98a2042/02230597-e7a5-4c33-b1c8-41ae7bd87858_1879184898.jpeg,,PriceType,449,l,3741.67,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2005100477860"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 449, ""unitPrice"": 3741.67, ""unitOfMeasure"": ""l""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;RmFneWFzenRvdHQlMjAlQzMlQTFydWslN0NKJUMzJUE5Z2tyJUMzJUE5bWVrJTdDUCVDMyVBMWxjaWslQzMlQTFzJTIwJUMzJUE5cyUyMHQlQzMlQjZsY3MlQzMlQTlyZXMlMjBqJUMzJUE5Z2tyJUMzJUE5bWVrJTdDUCVDMyVBMWxjaWslQzMlQTFzJTIwJUMzJUE5cyUyMHQlQzMlQjZsY3MlQzMlQTlyZXMlMjBqJUMzJUE5Z2tyJUMzJUE5bWVr,Pálcikás és tölcséres jégkrémek,AvailableForSale,Fagyasztott áruk,Tesco vaníliás jégkrém tejcsokoládé bevonattal 120 ml,2005100477860,2005100477860
Gyerek italok,1,2004020322382,Szobi,,https://digitalcontent.api.tesco.com/v2/media/ghs/7fe5f264-7857-420b-acc2-7190c06e930e/2eb4dc04-1d8c-4a9a-9ca2-07b92f71bdfa_1109361401.jpeg?h=225&w=225,Gyümölcs és zöldséglevek,[],ProductDetailsType,"[""Tartalmaz Mesterséges édesítőszerek"", ""Nem tartalmaz Tartósítószerek""]",,,,,,,,,,,,"[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Ivóvíz"", ""Fruktóz-glükózszörp"", ""Narancslé min. 12% (sűrítményből)"", ""Étkezési sаv (citromsav)"", ""Aromák"", ""Édesítőszerek (nátrium-ciklamát"", ""aceszulfám-K"", ""szukralóz)"", ""Stabilizátorok (keményítő-nátrium-oktenil-szukcinát"", ""gumiarábikum"", ""fagyanta glicerin-észterei)"", ""Színezékek (karotinok"", ""béta-apo-8'-karotinal)"", ""Gyümölcstartalom min. 12%""]",,0.2l,,[],"[""Tetra Pak® - Megőrzi, ami jó""]","[{""value"": ""0.2"", ""units"": ""l"", ""__typename"": ""PackSizeType""}]",,Quantity,05999558120368,"[{""id"": ""Green Dot"", ""caption"": ""Green Dot"", ""__typename"": ""IconsInfoType""}, {""id"": ""Tetra Pak"", ""caption"": ""Tetra Pak"", ""__typename"": ""IconsInfoType""}]",2004020322382,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/7fe5f264-7857-420b-acc2-7190c06e930e/2eb4dc04-1d8c-4a9a-9ca2-07b92f71bdfa_1109361401.jpeg,,PriceType,159,l,795,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004020322382"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 159, ""unitPrice"": 795, ""unitOfMeasure"": ""l""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;SXRhbG9rJTdDR3klQzMlQkNtJUMzJUI2bGNzJTIwJUMzJUE5cyUyMHolQzMlQjZsZHMlQzMlQTlnbGV2ZWslN0NHeWVyZWslMjBpdGFsb2slN0NHeWVyZWslMjBpdGFsb2s=,Gyerek italok,AvailableForSale,Italok,"Szobi narancsital cukorral és édesítőszerekkel 0,2 l",2004020322382,2004020322382
Ízesített joghurtok,0.515,2004010807961,Danone,,https://digitalcontent.api.tesco.com/v2/media/ghs/9cf468fc-9e7b-4173-9353-f2df781369d1/6d185284-72c2-444a-bfb0-ee28f4fd0a39_276799222.jpeg?h=225&w=225,Joghurtok,[],ProductDetailsType,,,,,,,,,,,,"[{""name"": ""Other Allergen Info"", ""values"": [""Nyomokban mogyorót és egyéb dióféléket tartalmazhat! Tejet, glutént és tojást tartalmaz!""], ""__typename"": ""AllergenInfoItemType""}]","[{""isLowEverydayPricing"": false, ""isLowPricePromise"": false, ""__typename"": ""AdditionalInfo""}]",,,,,,"[""Sovány <strong>tej</strong>"", ""<strong>Tejszín</strong>"", ""Citromos készítmény 12% [ivóvíz"", ""citrom 15%"", ""cukor"", ""morzsolt piskóta 9% (<strong>búza</strong>liszt"", ""<strong>tojás</strong>"", ""<strong>búza</strong>keményítő"", ""kukoricakeményítő"", ""só)"", ""glükóz-fruktóz szörp"", ""citromlé sűrítményből 3"", ""8%"", ""módosított keményítő"", ""aromák"", ""savanyúságot szabályozó anyag (nátrium-citrát)"", ""sáfrányos szeklice- és citromkivonat]"", ""Cukor"", ""<strong>Tejfehérje</strong>-koncentrátum"", ""Módosított keményítő"", ""Élő joghurtkultúra"", ""Zsírtartalom 4"", ""9% (m/m)""]",,4 x 125g ℮,,[],,"[{""value"": ""0.5"", ""units"": ""kg"", ""__typename"": ""PackSizeType""}]",,Quantity,05997536119588,"[{""id"": ""Green Dot"", ""caption"": ""Green Dot"", ""__typename"": ""IconsInfoType""}]",2004010807961,True,False,https://digitalcontent.api.tesco.com/v2/media/ghs/9cf468fc-9e7b-4173-9353-f2df781369d1/6d185284-72c2-444a-bfb0-ee28f4fd0a39_276799222.jpeg,,PriceType,819,kg,1638,SingleProduct,[],[],,ProductSellers,"[{""id"": ""2004010807961"", ""__typename"": ""ProductType"", ""seller"": null, ""price"": {""actual"": 819, ""unitPrice"": 1638, ""unitOfMeasure"": ""kg""}, ""promotions"": [], ""returnDetails"": null, ""status"": ""AvailableForSale"", ""unavailabilityReasons"": null, ""isForSale"": true}]",1,b;VGVqdGVybSVDMyVBOWtlaywlMjB0b2olQzMlQTFzJTdDSm9naHVydG9rJTdDJUMzJThEemVzJUMzJUFEdGV0dCUyMGpvZ2h1cnRvayU3Q011bHRpcGFjayUyMGtpc3plcmVsJUMzJUE5cw==,Multipack kiszerelés,AvailableForSale,"Tejtermékek, tojás","Danone Oikos Görög citromos túrótortaízű, élőflórás krémjoghurt 4 x 125 g",2004010807961,2004010807961
