barcode,name,price_file1,price_file1_parsed,price_file2,price_file2_parsed,abs_diff,pct_vs_file1,pct_symmetric
5999564153534.0,Szafi Free világos puha kenyér lisztkeverék 1000 g,3799.0,3799.0,3799.0,3799.0,0.0,0.0,0.0
5999564153060.0,Szafi Free pizza lisztkeverék 1000 g,3799.0,3799.0,3799.0,3799.0,0.0,0.0,0.0
5999560375015.0,Selfish konyhakész norvég lazacfilé 180 g,2619.0,2619.0,2619.0,2619.0,0.0,0.0,0.0
5999561011608.0,"Naturland Prémium téli tea válogatás 30 filter 52,5 g",1899.0,1899.0,1899.0,1899.0,0.0,0.0,0.0
5999561631080.0,"Szabó Pince Felső-Magyarországi Rosé Cuvée édes rosébor 12,0% 750 ml",1549.0,1549.0,1549.0,1549.0,0.0,0.0,0.0
5999561631073.0,"Szabó Pince Felső-Magyarországi Sárgamuskotály édes fehérbor 10,5% 750 ml",1549.0,1549.0,1549.0,1549.0,0.0,0.0,0.0
5999561573236.0,1x1 Vitamin multivitamin narancs ízű étrend-kiegészítő rágótabletta 90 x 800 mg (72 g),1599.0,1599.0,1599.0,1599.0,0.0,0.0,0.0
5999561422121.0,"Dr. Chen Patika Oliva D3 Forte 4000 NE étrend-kiegészítő lágyzselatin kapszula 60 db 19,8 g",3169.0,3169.0,3169.0,3169.0,0.0,0.0,0.0
5999561421728.0,Dr. Chen Patika Ginseng Royal Jelly étrend-kiegészítő ivóampulla 10 x 10 ml (100 ml),2319.0,2319.0,2319.0,2319.0,0.0,0.0,0.0
5999561421230.0,"Dr. Chen Patika 1200 mg C-vitamin+D3-vitamin+Cink+Csipkebogyó+Acerola filmtabletta 105 db 163,2 g",4859.0,4859.0,4859.0,4859.0,0.0,0.0,0.0
5999561420578.0,"Dr. Chen Patika Máriatövis Forte étrend-kiegészítő kapszula 60 db 27,6 g",3849.0,3849.0,3849.0,3849.0,0.0,0.0,0.0
5999561215433.0,Hajdú reszelt trappista sajt 200 g,749.0,749.0,749.0,749.0,0.0,0.0,0.0
5999561012193.0,Naturland Variációk gyümölcsös válogatás 30 filter 50 g,1899.0,1899.0,1899.0,1899.0,0.0,0.0,0.0
5999561012148.0,Naturland Premium Fügekert füge ízesítésű teakeverék gyömbérrel és kakukkfűvel 20 filter 30 g,969.0,969.0,969.0,969.0,0.0,0.0,0.0
5999561012124.0,Naturland Premium Birsvarázs birsalma ízesítésű teakeverék rozmaringgal és bodzával 20 filter 30 g,969.0,969.0,969.0,969.0,0.0,0.0,0.0
5999561011073.0,"Naturland Ízözön téli tea válogatás 30 filter 42,5 g",1899.0,1899.0,1899.0,1899.0,0.0,0.0,0.0
5999563677864.0,Jókenyér friss kovászos burgonyás rozsos kenyér 500 g,659.0,659.0,659.0,659.0,0.0,0.0,0.0
5999561010960.0,Naturland Reflux gyógynövény teakeverék 20 filter 28 g,1369.0,1369.0,1369.0,1369.0,0.0,0.0,0.0
5999561010731.0,Naturland hársfavirág & echinacea & gránátalma & csipkebogyó teakeverék 20 filter 24 g,1199.0,1199.0,1199.0,1199.0,0.0,0.0,0.0
5999561010724.0,Naturland tőzegáfonya & gyömbér & narancshéj gyümölcstea 20 filter 40 g,1249.0,1249.0,1249.0,1249.0,0.0,0.0,0.0
