product_name_old,product_name_new,barcode_norm_old,barcode_norm_new,barcode_status,unit_price_old,unit_price_new,price_diff,categories_old,categories_new
S-Budget baromfi párizsi 500 g,S-Budget baromfi párizsi 500 g,5999033898904,,lost_barcode,403.0,403.0,0.0,ragogumik-leheletfrissitok-112,felvagott-115
S-Budget kockázott bacon 500 g,S-Budget kockázott bacon 500 g,5999033874403,,lost_barcode,1364.0,1280.0,-84.0,husok-118,szalonna-bacon-121
"SPAR BBQ darabolt sertés oldalas, pikáns fűszerezésű olajos marinádban","SPAR BBQ darabolt sertés oldalas, pikáns fűszerezésű olajos marinádban",2003138860018,,lost_barcode,2789.5,2789.5,0.0,hal-123,sertes-126
SPAR BBQ szeletelt zöldfűszeres mellfilé 500 g,SPAR BBQ szeletelt zöldfűszeres mellfilé 500 g,5999139401039,,lost_barcode,1734.0,1734.0,0.0,sertes-121,hus-3
SPAR Hazai Szeretem friss tojás M 10 db,SPAR Hazai Szeretem friss tojás M 10 db,5999033892070,,lost_barcode,1019.0,1019.0,0.0,keksz-109,tojas-112
SPAR Natur*pur Bio tojás L 6 db,SPAR Natur*pur Bio tojás L 6 db,5999033890151,,lost_barcode,755.0,755.0,0.0,keksz-109,tojas-112
SPAR Natur*pur Bio tojás M 10 db,SPAR Natur*pur Bio tojás M 10 db,5999033890144,,lost_barcode,1219.0,1219.0,0.0,keksz-109,tojas-112
SPAR PREMIUM lazacpisztráng filé,SPAR PREMIUM lazacpisztráng filé,15999033890462,,lost_barcode,2729.87,2605.67,-124.19999999999982,daralthus-124,hal-127
SPAR PREMIUM vörös tonhalfilé,SPAR PREMIUM vörös tonhalfilé,15999033890493,,lost_barcode,5288.15,5288.15,0.0,daralthus-124,hal-127
SPAR császárzsemle,SPAR császárzsemle,5998704370954,,lost_barcode,75.0,75.0,0.0,mez-80,zsemle-kifli-bagel-baguette-84
SPAR free from Kenyér Mix gluténmentes & laktózmentes szeletelt kenyér 10 x 50 g (500 g),SPAR free from Kenyér Mix gluténmentes & laktózmentes szeletelt kenyér 10 x 50 g (500 g),9100000131719,,lost_barcode,2159.0,2159.0,0.0,gabonapehely-71,glutenmentes-76
SPAR friss csirke felsőcomb 650 g,SPAR friss csirke felsőcomb 650 g,5999139400933,,lost_barcode,849.0,849.0,0.0,sertes-121,baromfi-124
SPAR friss csirkecombfilé 600 g,SPAR friss csirkecombfilé 600 g,5999139400957,,lost_barcode,1411.0,1411.0,0.0,sertes-121,baromfi-124
SPAR friss csirkemellfilé 500 g,SPAR friss csirkemellfilé 500 g,5999139400919,,lost_barcode,1341.0,1341.0,0.0,sertes-121,baromfi-124
SPAR friss csirkeszárny 650 g,SPAR friss csirkeszárny 650 g,5999139400940,,lost_barcode,871.0,871.0,0.0,sertes-121,baromfi-124
"SPAR füstölt, főtt, darabolt erdélyi szalonna","SPAR füstölt, főtt, darabolt erdélyi szalonna",92002684500051,,lost_barcode,1466.0,1466.0,0.0,husok-118,szalonna-bacon-121
SPAR kakaós csiga,SPAR kakaós csiga,5998704370145,,lost_barcode,174.0,169.0,-5.0,kakao-77,edes-pekaru-82
SPAR mustáros-borsos csirke egészcombfilé 500 g,SPAR mustáros-borsos csirke egészcombfilé 500 g,5999139401008,,lost_barcode,1395.0,1395.0,0.0,sertes-121,hus-3
SPAR mélyalmos friss tojás M 10 db,SPAR mélyalmos friss tojás M 10 db,5999033886437,,lost_barcode,898.0,890.0,-8.0,keksz-109,tojas-112
SPAR mélyalmos friss tojás S 10 db,SPAR mélyalmos friss tojás S 10 db,5999139401671,,lost_barcode,735.0,712.0,-23.0,keksz-109,tojas-112
SPAR tejberizs 200 g,SPAR tejberizs 200 g,15999033884645,,lost_barcode,294.0,289.0,-5.0,rizs-koles-hajdina-arpa-94,puding-kremturo-tejberizs-97
SPAR túrós táska,SPAR túrós táska,5998704370138,,lost_barcode,294.0,229.0,-65.0,kakao-77,edes-pekaru-82
SPAR vanília-epres jégkrém 1500 ml,SPAR vanília-epres jégkrém 1500 ml,5999033891868,,lost_barcode,1749.0,1749.0,0.0,gyumolcsbor-193,jegkremek-197
Vágott sulizsemle,Vágott sulizsemle,5998704371142,,lost_barcode,99.0,75.0,-24.0,mez-80,zsemle-kifli-bagel-baguette-84
